 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.9753361	0.021603165	0.00052629353	0.0009606998	0.00053550245	0.00033632648	0.0002038451	0.00049798755
m	0.99823123	0.0013698302	0.00010988913	3.857118e-05	5.3398195e-05	4.5006545e-05	0.00012513496	2.69374e-05
a	0.911283	0.049747568	0.035789452	0.0017956842	0.00024050608	0.00031580887	0.00048671095	0.00034119995
r	0.8994377	0.09765101	0.002357826	0.0002668094	7.022774e-05	6.9655376e-05	0.00012379493	2.286637e-05
a	0.31976163	0.39782077	0.18716227	0.04606424	0.0045853346	0.009887717	0.0069489437	0.027769122
n	0.4290919	0.5179051	0.05124227	0.0015629464	5.595485e-05	3.2016054e-05	8.890643e-05	2.0758514e-05
g	0.195004	0.55920833	0.15698592	0.04910011	0.0035714097	0.005915935	0.0038267905	0.02638754
i	0.6927373	0.20510045	0.078033775	0.013594861	0.005187843	0.00088760676	0.0022188846	0.002239302
à	0.15997948	0.037355144	0.7721544	0.021462742	0.0007517432	0.0007552931	0.0021848618	0.0053563206
n	0.18046258	0.2803254	0.49620578	0.03903816	0.00035018974	0.0007247714	0.0005027594	0.002390297
e	0.1274085	0.10600139	0.7297555	0.029610584	0.002943538	0.0015013926	0.0012249353	0.001554154
è	0.03916783	0.07424122	0.859856	0.025768517	0.00039371877	9.329981e-05	0.00021037711	0.00026902332
n	0.05986977	0.036951706	0.7936361	0.10223307	0.0017551573	0.0006128426	0.00032934363	0.0046119974
e	0.022461949	0.039536744	0.52970695	0.3906732	0.014157835	0.0009493563	0.00076980155	0.0017441347
s	0.023320643	0.06909779	0.3361153	0.51796204	0.048634697	0.0017339755	0.0011065147	0.0020289808
e	0.004789748	0.005848298	0.3893932	0.47997218	0.096417315	0.00425727	0.0038343794	0.01548759
g	0.00979961	0.05295798	0.19263433	0.48022002	0.23757528	0.012967982	0.007477546	0.006367219
i	0.0016640115	0.010383298	0.21508259	0.5581577	0.17469157	0.017305559	0.010833524	0.011881744
r	0.006542165	0.015819874	0.15668212	0.6336897	0.12252792	0.017429313	0.015633682	0.03167523
è	0.011535833	0.01399471	0.12517402	0.37613764	0.3739567	0.03174861	0.011006122	0.05644627
t	0.01503891	0.035667866	0.15892678	0.33629015	0.44474727	0.006423184	0.001774563	0.0011312752
s	0.015497638	0.027110279	0.08992118	0.4670294	0.36121488	0.014925108	0.004482646	0.019818846
i	0.009707622	0.12504046	0.124689884	0.31883508	0.21386886	0.08954829	0.012594968	0.105714865
d	0.00642111	0.014791221	0.028282326	0.059469514	0.4394289	0.41005835	0.014308083	0.027240548
ò	0.0003205582	0.0020586546	0.021642338	0.042315364	0.46277103	0.40111083	0.033801932	0.03597925
p	0.0077016	0.03781058	0.06700916	0.02977293	0.33092737	0.48124382	0.025423815	0.020110728
u	0.0018967218	0.0020786573	0.027107473	0.030821322	0.4008373	0.44386047	0.055778623	0.03761941
e	0.0038685729	0.023573013	0.0253938	0.008319373	0.07365306	0.6417627	0.10328112	0.120148435
m	0.0004231589	0.0035719734	0.010085948	0.0079821	0.074128985	0.63857204	0.23157385	0.033661895
a	0.0007316006	0.0016707032	0.01534807	0.010781286	0.069586486	0.64745736	0.20212723	0.052297276
r	0.0020384733	0.019612376	0.025439393	0.008564653	0.035476055	0.45236984	0.2891252	0.16737396
è	0.0070790905	0.007114799	0.032225553	0.0136987595	0.0670982	0.402596	0.23190849	0.23827906
i	0.008728804	0.06029887	0.07495676	0.01970679	0.089013286	0.32273632	0.32029074	0.10426838
</S>	0.001853727	0.016789831	0.01825834	0.016377987	0.036276486	0.14008683	0.52748954	0.24286722
