 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9438748	0.012932287	0.0116462475	0.0068667135	0.004983107	0.0072796196	0.008600305	0.003816915
ù	0.98857296	0.005555427	0.0009834161	0.0022090443	0.0008458861	0.00093912624	0.00036083083	0.00053326506
t	0.94477785	0.0545949	0.0003844331	4.78278e-05	5.2205993e-05	4.9691564e-05	4.882473e-05	4.4150587e-05
t	0.67356336	0.26940286	0.026595097	0.0112730665	0.005990739	0.005651333	0.0029424021	0.004581154
o	0.22012757	0.3574122	0.28228435	0.052775543	0.025067085	0.02892373	0.011339988	0.022069551
s	0.59977424	0.3957285	0.004202298	0.00010704282	5.228919e-05	6.232639e-05	5.2415657e-05	2.0882939e-05
p	0.17994055	0.77871555	0.020920746	0.0097235525	0.0028964456	0.0031086626	0.0016538048	0.003040706
ì	0.056531467	0.91653675	0.024288487	0.0014170804	0.0005606303	0.00033744297	0.00022170681	0.00010651415
t	0.07624395	0.672191	0.25046968	0.0010336991	1.3175973e-05	1.8449851e-05	2.3279665e-05	6.7243104e-06
i	0.088570856	0.67933506	0.12897666	0.087659344	0.008382698	0.0028800787	0.0017726473	0.002422618
t	0.060693413	0.13299249	0.7973725	0.008798313	9.731264e-05	2.2694012e-05	1.7047028e-05	6.2429963e-06
o	0.026804797	0.26867014	0.60294706	0.091630846	0.0054611936	0.0016404452	0.0013756615	0.0014698372
f	0.045951203	0.055033743	0.84352535	0.055086505	0.00034065353	3.268035e-05	1.9035357e-05	1.0900366e-05
a	0.036524814	0.14944072	0.4313736	0.3764227	0.0031522424	0.00078385154	0.00084148505	0.0014605765
b	0.04215906	0.047752857	0.5964961	0.3126843	0.00078626577	2.4666526e-05	2.2761282e-05	7.4017604e-05
b	0.013189378	0.0535094	0.15400249	0.7630825	0.010566174	0.0005209033	0.000574308	0.0045548794
r	0.114891365	0.31076527	0.15891153	0.27844346	0.11465144	0.007496201	0.0030914317	0.0117493
i	0.038184203	0.07833204	0.04055952	0.7567091	0.054011207	0.0022857531	0.0017973578	0.028120745
k	0.047166806	0.049451064	0.26096916	0.6244673	0.016544512	0.0001968369	0.000103956896	0.00110043
è	0.014634735	0.024164177	0.04460492	0.85390854	0.038543634	0.0011153551	0.0013686027	0.021659952
t	0.02078579	0.028702162	0.1702999	0.7498905	0.028875768	0.0005472609	0.00023077178	0.0006678243
s	0.0049623414	0.016771762	0.1109049	0.76717246	0.09449258	0.0032498562	0.0013048797	0.0011412128
a	0.022392552	0.02566052	0.18827163	0.31963348	0.25827894	0.120061204	0.04822931	0.017472351
n	0.038398728	0.042914983	0.04348245	0.26750523	0.5625243	0.032679975	0.0037804795	0.008713847
o	0.0027294604	0.014953867	0.012966509	0.48609936	0.46131238	0.008818514	0.004285751	0.008834095
p	0.029294727	0.03020537	0.073412724	0.19406065	0.19956987	0.38613123	0.055257693	0.032067753
e	0.0011208114	0.006588069	0.005626388	0.15854084	0.7538035	0.03737591	0.0147953825	0.022149103
t	0.021334186	0.022186687	0.07252103	0.13202432	0.11190397	0.49096608	0.0787505	0.07031323
t	0.0024585056	0.011723383	0.0055850036	0.11387693	0.64850014	0.16104397	0.03975937	0.017052643
ì	0.0071047912	0.03268687	0.035734642	0.09518539	0.49910617	0.25149208	0.039157722	0.03953226
n	0.0054675043	0.0056509604	0.008904349	0.03865569	0.12734509	0.59860134	0.18798429	0.027390778
t	0.0035708935	0.015794387	0.033646118	0.1572196	0.34598163	0.27482495	0.062003266	0.106959134
a	0.005168431	0.006071038	0.046327103	0.084762685	0.2676718	0.25119168	0.09375955	0.2450477
c	0.0026432276	0.002735857	0.002885001	0.007530857	0.0348522	0.6191209	0.24632736	0.08390456
h	0.00026044733	0.0010907988	0.0017042723	0.017121641	0.047150243	0.41918182	0.39817873	0.11531202
r	0.0016471508	0.006510295	0.012851798	0.022276575	0.098364696	0.5914142	0.17663498	0.09030026
ò	0.0015078358	0.0076721106	0.0032411183	0.013902546	0.11581552	0.42620704	0.2669943	0.16465956
n	0.002576552	0.0025951732	0.0034810365	0.008050826	0.014559723	0.2070879	0.602058	0.15959072
u	0.0024302285	0.00920566	0.023461103	0.044991065	0.10337176	0.26446092	0.26943177	0.28264746
a	0.0016946946	0.001712216	0.002733105	0.0061389687	0.007074493	0.20654204	0.52090245	0.253202
m	0.0007792943	0.0010401546	0.0072049825	0.008998531	0.01628536	0.18826184	0.5612605	0.21616922
p	0.0010362378	0.0047799293	0.0018802077	0.015615081	0.034883115	0.13064873	0.6859233	0.12523349
ì	0.0005533313	0.0023140302	0.002917114	0.0073653497	0.015310273	0.30314615	0.47911096	0.18928273
</S>	0.0025702142	0.0027926923	0.015956214	0.030445337	0.027251614	0.07236058	0.71743345	0.13118993
