 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.80854553	0.17923722	0.004812331	0.0006030322	0.0020884434	0.00039601012	0.0035190026	0.0007984515
s	0.99950397	0.0002558825	9.36385e-05	1.8367418e-05	8.123414e-05	1.5813346e-05	1.8728879e-05	1.23274785e-05
ò	0.95744526	0.0069034873	0.0072798175	0.00431822	0.0025071276	0.0013231727	0.0022766087	0.017946318
z	0.76513106	0.20684914	0.027814562	6.142849e-05	6.0070484e-05	2.640306e-05	3.4587614e-05	2.2605562e-05
i	0.7623483	0.105222285	0.09428345	0.0100520095	0.0099232625	0.00823602	0.0045833206	0.005351354
m	0.30690238	0.5714594	0.121335804	0.0001511074	6.845626e-05	1.5386884e-05	5.5765e-05	1.1733666e-05
i	0.22435926	0.12074755	0.64800256	0.0020460887	0.0038966676	0.00017086795	0.00032744752	0.0004495252
m	0.05373564	0.11915008	0.8224921	0.0035064423	0.0009092426	0.0001760993	1.8707748e-05	1.1576679e-05
i	0.055039827	0.05142028	0.8755307	0.012289955	0.0049652737	0.00013017729	0.00023484016	0.00038889007
l	0.038120072	0.07093963	0.8574263	0.029258149	0.0039971317	0.0002093831	2.1061145e-05	2.8229273e-05
ì	0.11032891	0.06917266	0.6874775	0.056092143	0.044394232	0.0017815651	0.00826613	0.022486877
s	0.098228246	0.11542	0.3588898	0.42184564	0.0052465447	0.00015408677	3.967951e-05	0.00017603893
i	0.02126383	0.065122604	0.77411914	0.099085554	0.03507215	0.0022110783	0.0018934031	0.0012322265
a	0.077337034	0.04917576	0.10249613	0.7351486	0.0343975	0.001074653	5.410868e-05	0.00031622234
t	0.0077121765	0.0102020465	0.03425432	0.6805469	0.26418278	0.0025049665	7.753033e-05	0.000519275
s	0.008221259	0.002939036	0.011881068	0.32549387	0.64550793	0.0016777046	0.0006963833	0.0035827726
è	0.013593682	0.016146367	0.037552085	0.16608459	0.7460059	0.009385899	0.007100823	0.004130627
t	0.05173188	0.018060042	0.03244185	0.5285596	0.27348563	0.08347678	0.0026669216	0.009577218
ù	0.0035841176	0.018582465	0.032127295	0.58456993	0.32840398	0.024919584	0.005387134	0.0024253977
o	0.016487284	0.0077096075	0.012297212	0.16329484	0.64855444	0.13779496	0.0064382283	0.007423402
m	0.0012905187	0.0070799384	0.003635326	0.045522463	0.40045756	0.5219924	0.012837135	0.0071846102
e	0.0017861094	0.0063840854	0.010154913	0.04787314	0.5851445	0.31409618	0.0121953925	0.02236563
t	0.012842039	0.039046206	0.017049516	0.08799105	0.08726687	0.5783789	0.05440914	0.12301627
i	0.0062776753	0.0036415618	0.008297676	0.04883107	0.3022087	0.44024846	0.16740343	0.023091415
n	0.008787873	0.013014577	0.0087758005	0.028617091	0.025337655	0.48373425	0.22759497	0.20413783
A	0.0068825646	0.0023266634	0.0049405824	0.026814917	0.14463207	0.1826564	0.5895366	0.04221021
n	0.007437156	0.032995876	0.015946683	0.06839143	0.08171083	0.19210845	0.5371193	0.06429026
n	0.00354507	0.014594771	0.017236153	0.06827619	0.08739116	0.107174985	0.44912916	0.25265256
a	0.003565179	0.037289362	0.016103173	0.050901763	0.20027389	0.110592626	0.22660889	0.35466513
</S>	0.0039583193	0.00230445	0.003107851	0.005566533	0.007511219	0.078279935	0.53468513	0.36458656
