 	può	che	sono	ancora	svegli	</S>
i	0.98787177	0.005711823	0.001272541	0.00044449646	0.0045854202	0.00011402432
s	0.9858474	0.012851952	0.0007340731	0.00021621078	0.00010605747	0.00024432715
ò	0.5152071	0.44779322	0.021763058	0.0046116957	0.003791774	0.006833122
z	0.30436447	0.6895651	0.0058389613	0.00011876237	3.2480926e-05	8.023527e-05
i	0.10327416	0.87369156	0.018708762	0.002308219	0.0016204179	0.0003969108
k	0.25152937	0.67936194	0.06656971	0.0016655865	0.0004056671	0.0004676744
a	0.18067347	0.5745397	0.22752811	0.004559803	0.010116128	0.0025827866
ì	0.24831246	0.3341746	0.36001745	0.05292354	0.0026618561	0.0019101035
n	0.21038708	0.13775454	0.5831496	0.037610304	0.013898861	0.017199652
e	0.025463045	0.13319762	0.7996347	0.036164116	0.0040714587	0.001469015
a	0.049956795	0.05520549	0.09410048	0.79357004	0.0035894033	0.0035777753
n	0.0054445653	0.003841427	0.050323945	0.93428355	0.004727808	0.0013786933
k	0.08966431	0.081129216	0.27382368	0.39192143	0.033800572	0.12966082
ò	0.04045938	0.044636916	0.119447775	0.33743307	0.124634705	0.33338815
r	0.03081954	0.013168494	0.036546566	0.5458794	0.31128484	0.062301077
a	0.015101077	0.024486568	0.15891573	0.36504728	0.36205614	0.0743932
a	0.032713104	0.031073468	0.03681009	0.71725065	0.093053356	0.089099266
t	0.0026838372	0.0036707558	0.02056714	0.15838398	0.7848923	0.029801913
s	0.024153084	0.042144507	0.09062259	0.09049257	0.49336916	0.259218
ù	0.0019815464	0.0064716814	0.011058757	0.041367393	0.7143974	0.22472323
n	0.0086621465	0.0018745776	0.007737262	0.10531402	0.65985423	0.21655774
n	0.0077063898	0.042079095	0.08277314	0.099648744	0.38109958	0.3866931
i	0.0016214459	0.0046624793	0.0049855984	0.10263844	0.4132741	0.47281793
t	0.002681094	0.0010287901	0.0034432134	0.10383549	0.68279254	0.20621894
i	0.0026836328	0.003748265	0.03119139	0.06597351	0.4034236	0.49297962
</S>	0.001966038	0.0005354755	0.00225087	0.056837562	0.15728523	0.78112483
