 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.99191684	0.0023179357	0.00093617075	0.0012422424	0.0014456287	0.0014419907	0.00069902133
m	0.86477274	0.13494885	8.161768e-05	9.045091e-05	4.4575045e-05	3.411754e-05	2.7777309e-05
à	0.65494657	0.32772544	0.015727807	0.000483581	0.00052091945	0.00048032939	0.000115284376
k	0.1282033	0.8629391	0.008547371	0.00011132628	8.370132e-05	6.92143e-05	4.584394e-05
i	0.17827672	0.7927601	0.022937287	0.0030316361	0.0018638276	0.00032223423	0.0008082663
n	0.22585855	0.6397727	0.133321	0.00073239364	0.00020021717	8.734345e-05	2.778366e-05
a	0.11652038	0.57993734	0.2864304	0.01176664	0.0030901905	0.0005208509	0.0017341581
t	0.13878919	0.266081	0.5807444	0.013804615	0.0005138218	3.8993083e-05	2.789784e-05
è	0.022540793	0.21032295	0.71543753	0.04627213	0.0028902884	0.0008421404	0.0016942279
l	0.024818296	0.11621002	0.7966571	0.05996514	0.0019577614	3.5590092e-05	0.00035602433
i	0.023242358	0.070025034	0.72742087	0.17444733	0.0039639925	0.0003538812	0.000546542
s	0.05847532	0.0689168	0.20719478	0.6229097	0.040446896	0.00013559057	0.0019208654
t	0.0112472605	0.04745917	0.28990936	0.62200445	0.02412822	0.0024870355	0.0027645787
i	0.024156269	0.12775603	0.2589091	0.5001024	0.07081756	0.012143865	0.0061147674
a	0.023156451	0.028583514	0.051077254	0.48622707	0.405827	0.0014044497	0.0037242582
m	0.0010398034	0.008116383	0.039073773	0.6693412	0.2758593	0.0044037267	0.0021658614
m	0.0044202507	0.018201824	0.027633296	0.787019	0.12685956	0.00597244	0.029893536
è	0.017656064	0.19192463	0.08975658	0.27578506	0.2896054	0.069535844	0.06573644
n	0.014670427	0.05673339	0.13922314	0.37319607	0.38323548	0.031086927	0.0018544424
i	0.016758902	0.036049757	0.05048777	0.49992037	0.35999122	0.025928212	0.010863795
à	0.0123377815	0.013306442	0.015952826	0.105237566	0.7325401	0.08023185	0.040393434
t	0.0073512862	0.014078538	0.039432224	0.08095616	0.43658504	0.41852164	0.0030750758
t	0.00559518	0.026179343	0.03525714	0.20031255	0.4501131	0.1307264	0.15181626
o	0.0035930113	0.009561909	0.029490031	0.084088854	0.24681191	0.19197315	0.43448108
m	0.0052279136	0.0070782444	0.007044418	0.023955807	0.3561347	0.3323499	0.26820898
e	0.00019618048	0.0024884494	0.0031893018	0.030622415	0.2540762	0.56241	0.1470174
k	0.0035318749	0.005776718	0.01310369	0.045156162	0.232378	0.29330006	0.40675348
k	0.0009377997	0.0018692521	0.002096366	0.016751623	0.040110372	0.87719446	0.061040133
à	0.0005672562	0.0028766468	0.0026101016	0.013775903	0.10860856	0.71443164	0.15712981
n	0.0065221214	0.007484941	0.011727873	0.059366968	0.12398255	0.566892	0.22402349
i	0.0029022447	0.012158331	0.014323502	0.041750815	0.09272212	0.59487903	0.24126393
k	0.0023951982	0.0025252635	0.0029447959	0.011381851	0.042698234	0.43812013	0.4999345
o	0.0006967314	0.0037394254	0.0036374694	0.031682204	0.050525494	0.7003518	0.20936693
</S>	0.00245474	0.002795397	0.003526371	0.015863774	0.051160075	0.3915758	0.5326238
