 	lo	sentii	che	arrivò	</S>
t	0.9776453	0.0027237071	0.0041378164	0.011803471	0.0036896542
o	0.933046	0.031113993	0.008622602	0.022642415	0.0045750747
n	0.8850344	0.11152681	0.0030527671	0.00032243785	6.357511e-05
ì	0.61370105	0.33311152	0.024566362	0.013565753	0.015055273
k	0.10027356	0.85335714	0.045527723	0.00074224075	9.941944e-05
u	0.12305261	0.77181727	0.1009332	0.0035649773	0.00063197117
s	0.0879508	0.43883187	0.46768647	0.004839048	0.0006918104
a	0.012361532	0.10228308	0.8724212	0.012130823	0.0008033484
k	0.097365245	0.14834899	0.6146906	0.13192157	0.007673567
a	0.009778478	0.07291402	0.3233928	0.57705	0.016864782
ì	0.06490388	0.076629005	0.21556363	0.59872085	0.044182666
r	0.005098889	0.0119362725	0.061141632	0.9186578	0.0031653955
t	0.026738197	0.07820729	0.3164612	0.55739933	0.021193977
e	0.01162117	0.012091333	0.17367922	0.70050085	0.10210745
</S>	0.044865258	0.05351931	0.05990975	0.31181848	0.5298872
