 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.89542544	0.011463679	0.06688062	0.008924357	0.009038708	0.0038942476	0.0034186875	0.000954269
t	0.9639842	0.013209493	0.0044389158	0.0042430717	0.008643649	0.000772359	0.0041648406	0.0005435012
i	0.96740425	0.010816677	0.0076302025	0.0021208301	0.00408966	0.0007406131	0.004707776	0.0024900322
p	0.8765668	0.11326103	0.009673426	0.00024196783	0.000113190545	8.3771825e-05	3.4369234e-05	2.5436837e-05
à	0.87296903	0.07191742	0.048513636	0.0031950367	0.0019423023	7.572192e-05	0.00085627276	0.00053051807
s	0.062245216	0.6212821	0.31504217	0.0013291579	6.276183e-05	1.3508978e-05	1.3961706e-05	1.114147e-05
t	0.14266339	0.19535957	0.6514813	0.0044212635	0.0023870291	0.001330478	0.001360434	0.0009966744
a	0.096281156	0.25118735	0.5552663	0.03595394	0.021121059	0.017770808	0.015540244	0.006879069
v	0.01849621	0.65895116	0.32035086	0.0020115464	9.243591e-05	3.5845107e-05	4.778397e-05	1.4186935e-05
à	0.0137419645	0.14563845	0.8199303	0.016254919	0.0026127826	0.00041283254	0.0008352675	0.00057342363
l	0.00959951	0.18454249	0.6257775	0.17012373	0.009201048	0.000102507125	0.0002530988	0.00040013393
e	0.018471701	0.03733628	0.7007503	0.2308586	0.009812494	0.0011955256	0.0010258394	0.0005493382
à	0.03961633	0.17938842	0.2471523	0.4894569	0.039701495	0.0009002348	0.0021961534	0.0015881014
l	0.0012269546	0.0093200095	0.022474913	0.86174256	0.10137711	0.0028094405	0.00063189206	0.00041709532
a	0.008312356	0.00781968	0.08234601	0.7657369	0.12468298	0.007350776	0.003068798	0.0006824925
e	0.04894295	0.08333491	0.076195195	0.24092975	0.4456265	0.088363834	0.008898845	0.007708019
t	0.0019217953	0.0023054515	0.0044738725	0.20226777	0.5726688	0.20213047	0.012164076	0.0020677657
è	0.013029273	0.011999903	0.013674096	0.100225754	0.58673847	0.22611153	0.025277782	0.02294317
l	0.0024583933	0.0062702177	0.011342556	0.10089439	0.68067217	0.19460161	0.0026980862	0.0010626165
i	0.0056946315	0.004209517	0.014765874	0.07315785	0.5340854	0.2573789	0.097824104	0.012883692
t	0.007144783	0.007482015	0.0071771606	0.013395989	0.05181825	0.8029967	0.07208332	0.0379017
à	0.0024397157	0.0017368192	0.0032731534	0.0123251015	0.12693678	0.6306215	0.20111541	0.021551497
l	0.006133394	0.0072379992	0.007345428	0.042176437	0.072510436	0.69467133	0.14631371	0.023611216
a	0.0018447229	0.0011431028	0.0072258026	0.011865076	0.04687719	0.4203236	0.44780645	0.06291406
</S>	0.015460205	0.01606148	0.015321039	0.015746078	0.021967849	0.26878196	0.15732732	0.48933402
