 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.9061541	0.0806487	0.006677936	0.00078747846	0.00060445763	0.0013825812	0.0006578142	0.0016989983	0.001387913
g	0.95938313	0.039568618	0.00034152914	0.00028449905	1.8181625e-05	0.0003208654	2.1391443e-05	3.5269903e-05	2.6553746e-05
e	0.35884553	0.6191051	0.009405439	0.0033586135	0.0006568412	0.0059284354	0.0010522964	0.0014172456	0.00023044304
n	0.42464742	0.5480074	0.0154903	0.008098754	0.0003792135	0.0021118997	0.0005507115	0.00046296482	0.0002513028
i	0.5163242	0.24907534	0.027734648	0.040938728	0.051175132	0.065945625	0.005294001	0.011686861	0.031825453
t	0.26276067	0.59775656	0.13582034	0.002822747	0.00037326498	0.00037473685	2.1051916e-05	5.844794e-05	1.2157369e-05
ò	0.44911477	0.33584702	0.040871818	0.03798664	0.04953196	0.041817997	0.008712282	0.0052435747	0.030873932
r	0.28342456	0.5494443	0.11378616	0.045832526	0.006240134	0.0011869564	1.31359275e-05	4.7758993e-05	2.4498515e-05
u	0.2164404	0.26737672	0.24322425	0.12483457	0.11620274	0.02356048	0.004359064	0.0015093102	0.0024924423
e	0.1030796	0.14393859	0.5810977	0.14335983	0.02213612	0.005294816	0.00025448974	0.000611622	0.00022721048
n	0.21196167	0.32953405	0.115461834	0.16265087	0.06580665	0.05828698	0.026923386	0.010882882	0.018491678
è	0.074566714	0.07061353	0.04202242	0.123988114	0.33908716	0.09479946	0.05507483	0.056862164	0.14298561
n	0.103826225	0.23692647	0.07870248	0.23741321	0.29758984	0.015598228	0.012169172	0.009629975	0.008144436
u	0.019811809	0.016635094	0.017056694	0.20746915	0.67102134	0.03218722	0.032992676	0.0013198842	0.0015061494
s	0.031439777	0.03849074	0.14459401	0.09572451	0.5558966	0.090686515	0.021407392	0.017854586	0.00390584
a	0.00847824	0.011422227	0.008160336	0.049108986	0.50026274	0.13645455	0.23107895	0.03465211	0.020381827
l	0.013253461	0.019950066	0.10157539	0.02069954	0.17140235	0.33568454	0.2342015	0.095601104	0.0076320586
l	0.012099221	0.010690353	0.009044753	0.018443199	0.3014351	0.13167186	0.44097072	0.032520235	0.043124568
i	0.005222863	0.0074919797	0.005175237	0.0062872963	0.029997822	0.21806787	0.6402153	0.062381558	0.025160123
m	0.02093309	0.025357217	0.14203002	0.023742028	0.09973836	0.16850173	0.36442214	0.14262715	0.012648275
o	0.0020772924	0.002389098	0.0020559754	0.0025488136	0.014642242	0.12635222	0.78244764	0.063792825	0.0036939133
n	0.037349418	0.08826227	0.096289665	0.035764497	0.04442818	0.105367504	0.47112396	0.09817826	0.023236297
ì	0.0054461868	0.0065550865	0.0053389664	0.0045920047	0.008017804	0.033670537	0.8525252	0.05555341	0.02830085
s	0.008994906	0.016140357	0.07028875	0.010513979	0.03177324	0.0518185	0.6046213	0.1986799	0.0071690907
o	0.009373646	0.009692743	0.009711447	0.009843917	0.012910015	0.06061178	0.7403149	0.103384525	0.044157017
m	0.0024099313	0.0027324408	0.0149089275	0.0025793503	0.00524163	0.0078242	0.0972544	0.7902046	0.07684446
e	0.0037878025	0.0051324875	0.0041338783	0.0045627067	0.0053174132	0.021483477	0.4289732	0.47509167	0.0515174
m	0.0036814865	0.0069141095	0.033210117	0.005411765	0.0197627	0.020484336	0.050514627	0.7267365	0.13328433
a	0.00330927	0.004807244	0.0033734953	0.003924522	0.004118535	0.01832636	0.26951623	0.58684707	0.10577728
i	0.005551417	0.012838899	0.03785645	0.009626826	0.028431976	0.025138628	0.044307962	0.67208934	0.1641585
</S>	0.027784051	0.034471527	0.034642827	0.030747904	0.033185925	0.028478393	0.08766449	0.50753534	0.21548961
