 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9909039	0.0013681815	0.00080636464	0.0032430738	0.0024778775	0.00034452532	0.00013124113	6.342425e-05	0.0006614369
a	0.8706926	0.11809463	0.0019901576	0.0006687285	0.005182799	0.00022078797	0.001671909	0.0007438609	0.0007344907
ì	0.3756541	0.6212872	0.0004426411	0.00036731773	0.0020768868	7.253967e-05	2.8971972e-05	4.43867e-05	2.5977317e-05
s	0.014060102	0.9843277	0.0008417915	0.00014659097	0.000375048	6.324455e-05	4.1511652e-05	5.2023846e-05	9.19936e-05
s	0.24945602	0.714989	0.020545326	0.0021944684	0.006438028	0.0027804046	0.001115899	0.0005084397	0.001972379
e	0.21865693	0.28407905	0.37507144	0.054008532	0.033623096	0.0076563987	0.009348785	0.004221929	0.013333844
r	0.052543174	0.67359394	0.26242802	0.009685641	0.0014831926	0.00017238445	3.5154266e-05	2.8441005e-05	3.007397e-05
e	0.060661677	0.7213871	0.1508306	0.011905941	0.04726929	0.0019062452	0.00197705	0.0003820414	0.0036799877
k	0.027772581	0.0422159	0.7505303	0.17655085	0.0013330015	0.0014312629	7.811018e-05	4.6689645e-05	4.1317384e-05
a	0.028911604	0.15943201	0.57759625	0.060484216	0.141148	0.006919013	0.005744548	0.0005090674	0.019255226
e	0.02280167	0.024499416	0.52235836	0.40237707	0.013889613	0.01308602	0.00050820387	0.00022527314	0.00025444408
s	0.0029879857	0.0133615155	0.47795853	0.32024318	0.17112374	0.0025419176	0.007416981	0.0020818256	0.0022842912
ò	0.018867977	0.03980138	0.11342556	0.047681246	0.6475121	0.029574448	0.02473531	0.0073225894	0.07107945
z	0.023485146	0.03403453	0.29820183	0.17745104	0.40761194	0.04361147	0.008887242	0.0026661407	0.004050609
i	0.01362467	0.01879801	0.22589406	0.1316942	0.4807793	0.08686331	0.031055521	0.008145455	0.0031455487
k	0.04314624	0.04505162	0.10058994	0.12029216	0.24938281	0.3071463	0.09568258	0.018531296	0.020177003
à	0.0022738785	0.004708309	0.013364886	0.009911261	0.8020076	0.07158955	0.06886487	0.010296011	0.01698356
i	0.040936742	0.047351427	0.083216704	0.07356982	0.14657226	0.34025347	0.18422641	0.06751372	0.016359465
o	0.00042791455	0.0010182845	0.0078024776	0.011331749	0.016378298	0.044876453	0.79232526	0.12011982	0.005719774
b	0.0008439546	0.0023672534	0.013900534	0.021773456	0.007618375	0.016151562	0.7879576	0.11576821	0.033619087
à	0.0012718443	0.0028366926	0.0046431688	0.005957355	0.036442418	0.00880458	0.7345972	0.123149626	0.08229706
g	0.009586786	0.01008852	0.090753935	0.088320896	0.019964578	0.083027676	0.40199578	0.27812883	0.018132951
n	0.0010378167	0.0022795524	0.0050532115	0.006028574	0.013644289	0.0062924135	0.5084791	0.43494844	0.022236565
o	0.00436207	0.004381122	0.010948005	0.010722842	0.0116723655	0.01702242	0.4533087	0.4388265	0.048755974
</S>	0.010140727	0.010587519	0.016477857	0.021703819	0.010267013	0.016371991	0.050283797	0.093159534	0.7710077
