 	ora	che	loro	non	vengono	più	</S>
à	0.94478416	0.006919522	0.020931052	0.012921767	0.006875391	0.004095553	0.0034725075
r	0.9885238	0.0029004924	0.004798401	0.0014990171	0.0004845326	0.00053011795	0.0012634955
t	0.97434574	0.014988159	0.0060637356	0.0015973941	0.0020969342	0.0006913505	0.00021662907
e	0.83165157	0.12190296	0.029670257	0.002925881	0.007841983	0.0021407783	0.0038665559
k	0.13244846	0.7995823	0.05821606	0.007937859	0.0015410322	0.00019485322	7.952149e-05
a	0.23866326	0.45415658	0.26835966	0.004289945	0.026288902	0.0032530532	0.0049886354
c	0.01611634	0.8851756	0.07652701	0.02125135	0.00085006875	5.298216e-05	2.6664004e-05
ì	0.04582449	0.38705495	0.53914917	0.012568715	0.013597799	0.0003984135	0.0014065201
n	0.045413714	0.4341411	0.42153654	0.086387955	0.0096282195	0.0012335406	0.001659058
i	0.08433	0.5295994	0.28998914	0.046689738	0.047277883	0.0011990595	0.00091464334
e	0.026950095	0.15339234	0.13537827	0.65626013	0.023558347	0.0017556888	0.002705117
n	0.003408756	0.050017063	0.09765738	0.30688202	0.51657945	0.02223658	0.0032188094
è	0.033474896	0.07773971	0.35611925	0.0915985	0.36003208	0.03639497	0.04464062
r	0.036624946	0.10842222	0.10331168	0.08773823	0.61153555	0.046143882	0.0062234667
k	0.053910993	0.092766434	0.1158646	0.13180062	0.49466097	0.09283533	0.01816113
o	0.0075586066	0.024026135	0.013506406	0.05027275	0.5398381	0.25097698	0.11382108
t	0.01387888	0.021745868	0.019612284	0.15614156	0.17844762	0.5497404	0.060433365
t	0.009639813	0.021398187	0.056163266	0.052107017	0.47107878	0.36153272	0.02808028
e	0.004955596	0.012069358	0.0061669233	0.024999414	0.1547738	0.67811555	0.11891934
p	0.0021560106	0.0045419317	0.005755569	0.029090637	0.018445285	0.81282884	0.12718174
l	0.0017258022	0.0024023633	0.013446877	0.006515322	0.078739695	0.7758668	0.121303186
è	0.0022402399	0.004823014	0.018214256	0.0065870597	0.1251151	0.70883983	0.13418047
o	0.0042090886	0.0063166413	0.004757699	0.04841275	0.026848728	0.87428826	0.035166785
</S>	0.0034496014	0.00788808	0.0047862288	0.014787499	0.054397	0.6970956	0.21759602
