 	avete	cucinato	le	verdure	</S>
è	0.99657863	0.0020980441	0.0005817739	0.000398743	0.00034285185
c	0.93864053	0.053728316	0.0033908498	0.0010856774	0.003154481
h	0.5391489	0.45436856	0.0044424715	0.0011532959	0.000886805
e	0.4547839	0.5132044	0.025135035	0.0021220811	0.0047545424
t	0.3072292	0.5748231	0.10404015	0.009218418	0.0046891957
e	0.43982658	0.27670816	0.22351311	0.0005332928	0.059418876
m	0.43031782	0.24014431	0.282001	0.009757726	0.037779104
a	0.2819729	0.36252555	0.15962747	0.0045508156	0.19132334
r	0.40613562	0.1331941	0.44344983	0.0068079564	0.010412463
à	0.07989038	0.058304213	0.4711147	0.007783856	0.38290688
t	0.053827442	0.34861496	0.56271434	0.030710284	0.004133017
a	0.05317051	0.07107285	0.86787695	0.0016106095	0.006269011
t	0.020373741	0.013723302	0.9209872	0.029105697	0.015810156
a	0.007833073	0.007616622	0.9526305	0.019061254	0.012858555
l	0.028143775	0.031959374	0.7441736	0.13487042	0.060852803
à	0.0130659	0.011285029	0.47957247	0.39029175	0.10578486
c	0.055676896	0.23280102	0.18703061	0.5075617	0.016929766
h	0.051504247	0.058342356	0.41105443	0.26497766	0.21412134
a	0.03571149	0.06358398	0.59041256	0.0375396	0.27275237
n	0.009368615	0.010349455	0.17068961	0.41744697	0.39214528
a	0.009695239	0.010194782	0.21763372	0.29275814	0.4697181
</S>	0.011093867	0.010071238	0.27040073	0.16880807	0.53962606
