 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9236555	0.033760123	0.008724452	0.015063686	0.0032299599	0.0013767767	0.0015831733	0.0021644428	0.0073560425	0.0030858873
t	0.18425708	0.8124762	0.0009341439	0.00057524024	0.0012777643	0.0001025022	0.00017210144	7.1071576e-05	4.997202e-05	8.39414e-05
e	0.025765589	0.95616156	0.010596544	0.00034510528	0.005149945	0.000425894	0.0005076501	0.00026670276	0.00017905081	0.00060201064
l	0.020873813	0.9679735	0.010028342	6.1034993e-05	0.0010340081	1.8374651e-06	6.237603e-06	5.4060365e-06	1.1332399e-05	4.467232e-06
ì	0.026455976	0.8934395	0.026944378	0.0007882823	0.040142387	0.0021461162	0.00064527197	0.0011135604	0.0024000567	0.005924526
s	0.024514847	0.87880826	0.09233367	0.00054561574	0.0037458052	3.7914124e-06	3.3947356e-06	7.525096e-06	2.2816852e-05	1.4227897e-05
i	0.20670378	0.67459375	0.097704925	0.001212711	0.0059429253	0.004794799	0.0027749809	0.002430078	0.0019940173	0.001848014
n	0.069133125	0.28075004	0.64419883	0.0010350961	0.004827429	9.002033e-06	1.407809e-05	5.6036974e-06	2.215198e-05	4.6783953e-06
a	0.019312479	0.38127223	0.56320363	0.0011254466	0.025601707	0.003637264	0.000885066	0.0016358006	0.0015653482	0.0017609774
z	0.026381543	0.12735455	0.8275314	0.0053124004	0.013384821	1.3563877e-05	7.577718e-06	2.6557632e-06	8.709938e-06	2.744784e-06
ì	0.0049108304	0.048871025	0.9101224	0.0008821557	0.03088227	0.0015829467	0.00044077466	0.00041907825	0.0007895362	0.0010990851
s	0.02652015	0.12614183	0.7431046	0.010522526	0.09301718	0.0004902018	8.779644e-06	1.607982e-05	3.2476433e-05	0.00014617456
i	0.060309213	0.12348919	0.5798375	0.017829873	0.20029217	0.010665743	0.0035298772	0.0012911027	0.0016453696	0.0011099617
n	0.023930386	0.043839533	0.24507669	0.35818034	0.3263029	0.0024792508	0.00012023303	2.1122381e-05	1.732197e-05	3.219093e-05
a	0.003549532	0.045962635	0.4088609	0.10150661	0.40476277	0.02897405	0.0026919364	0.000677008	0.0013642922	0.0016501711
m	0.008195816	0.024497906	0.11548087	0.3295861	0.49737692	0.024444262	0.00027988447	2.6498827e-05	1.8783727e-05	9.2926486e-05
i	0.004711068	0.017029304	0.0959001	0.13569643	0.605313	0.12848313	0.0041175922	0.00036712037	0.0020789416	0.0063033174
n	0.0027077957	0.072304115	0.14364642	0.26588073	0.4086886	0.099876836	0.005918802	0.00027708872	3.0014025e-05	0.00066957227
ì	0.007280683	0.014403389	0.046321362	0.02696888	0.689058	0.16790871	0.010940544	0.0006261123	0.0042681415	0.03222413
s	0.008831309	0.024146214	0.1056491	0.033828586	0.48608392	0.3351116	0.0054023773	8.8534995e-05	0.00017212481	0.0006863339
e	0.011579901	0.03430766	0.06637758	0.113297544	0.44751182	0.29715163	0.022443587	0.0018157315	0.002392632	0.0031219423
l	0.005164653	0.010261211	0.02801633	0.10628946	0.072183125	0.7283071	0.044969983	0.0021231712	0.00055119477	0.002133746
