 	le	melanzane	vogliono	girate	</S>
e	0.9823794	0.007925094	0.003954775	0.0040828497	0.0016578836
m	0.998801	0.0006816205	0.00017450805	0.00024852957	9.42792e-05
a	0.9315046	0.050629754	0.016222605	0.00090281153	0.00074024854
r	0.9320943	0.06596874	0.0012360767	0.0006253504	7.555523e-05
a	0.39201397	0.4073928	0.0820187	0.015281178	0.10329342
n	0.5385513	0.4512688	0.009466493	0.00058325037	0.00013019344
g	0.21855253	0.56687564	0.07139605	0.014523073	0.12865263
i	0.68398654	0.07174717	0.10671556	0.12094603	0.016604684
à	0.24185425	0.039127972	0.6852593	0.02038377	0.013374716
n	0.26650614	0.38252184	0.32358852	0.014916613	0.01246694
e	0.3386923	0.21233489	0.4331408	0.006366812	0.0094652
e	0.14840995	0.3407567	0.46250996	0.039818704	0.008504612
t	0.0017705824	0.0034985957	0.9740424	0.01605778	0.004630656
è	0.024187705	0.05135596	0.58134633	0.23404601	0.109063946
l	0.031664755	0.012670661	0.73246723	0.21417879	0.0090185525
u	0.025262998	0.052560423	0.7860102	0.08473342	0.051432986
n	0.03324605	0.124627516	0.108336024	0.63134295	0.10244748
v	0.008622046	0.007109583	0.30231637	0.62078726	0.061164726
o	0.0027878324	0.004146449	0.12344538	0.63826174	0.23135857
t	0.006079702	0.042218685	0.0161303	0.7931926	0.14237867
i	0.004137967	0.0035744617	0.070578665	0.8664118	0.055297073
m	0.0062317764	0.04624904	0.019844294	0.7776661	0.15000881
m	0.004622689	0.0041531892	0.044723686	0.573959	0.3725414
è	0.00965722	0.036650993	0.08500794	0.37179932	0.49688444
n	0.01799791	0.05550298	0.1752629	0.64613926	0.10509697
e	0.056719676	0.054907944	0.26568744	0.38013163	0.24255337
</S>	0.00856062	0.031248875	0.010993961	0.29591566	0.65328085
