 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.9867863	0.0025037245	0.002273759	0.0019338123	0.0011960309	0.0027109396	0.00042102896	0.0003519753	0.0006841901	0.000791838	0.0003464735
m	0.871423	0.12786427	0.0003103266	0.00016436483	1.754891e-05	3.0172718e-05	2.425776e-05	9.84729e-05	2.0767035e-05	2.5787822e-05	2.097449e-05
à	0.68164027	0.3090991	0.003283077	0.0024674614	0.0012103686	8.423621e-05	0.0005966689	0.00048063725	0.0003999814	0.00062890723	0.000109256005
k	0.08517498	0.89780706	0.011147722	0.0054799495	0.00020966952	7.5884636e-05	1.4369062e-05	3.173598e-05	1.4714303e-05	2.7132073e-05	1.6787075e-05
i	0.3239086	0.6414272	0.01090719	0.0042501674	0.005691948	0.0032679064	0.0041824193	0.002219662	0.002635224	0.0004953031	0.0010142751
n	0.21014737	0.46276012	0.2380555	0.05715522	0.03097874	0.0005414916	0.00015184884	9.842771e-05	4.5995384e-05	5.361352e-05	1.1757127e-05
a	0.16283548	0.5467282	0.10239073	0.049630802	0.11211259	0.0050894762	0.010272258	0.0044659353	0.0038639056	0.0006205454	0.0019901132
e	0.12603877	0.20420127	0.24908186	0.16060391	0.24257882	0.016696645	0.0005818303	0.00014195539	3.9145136e-05	2.6421203e-05	9.36374e-06
k	0.02282486	0.33367875	0.20294458	0.13559423	0.19023295	0.09553377	0.01758878	0.0010367945	0.00038492522	6.4072025e-05	0.00011627865
l	0.025323741	0.079625174	0.04285806	0.12981601	0.49929148	0.16374725	0.049475484	0.0031142791	0.0015801948	0.00040632792	0.004761994
à	0.025612362	0.052267615	0.034738295	0.12149581	0.5723317	0.15969859	0.023196181	0.004369211	0.0013433573	0.00039903194	0.004547771
s	0.028981764	0.033103336	0.051892012	0.12620531	0.54524845	0.2098814	0.0039126175	0.00071917666	2.210147e-05	9.097532e-06	2.4790837e-05
t	0.014286145	0.03524697	0.083827	0.4144674	0.4049577	0.024847616	0.013201302	0.00607463	0.0018594972	0.000628538	0.0006032599
