 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.96134335	0.009771413	0.0038231937	0.00339984	0.0023764446	0.0018758884	0.014222842	0.0031870264
r	0.9937773	0.0031678763	0.002010584	0.00025857252	0.00020263948	0.00018834115	9.098745e-05	0.00030362952
t	0.9583929	0.028825201	0.004064233	0.0028375343	0.0025493547	0.00060720637	0.0024745094	0.00024908106
e	0.75404507	0.19266534	0.01939339	0.0059504844	0.010229103	0.002649835	0.01172253	0.0033442408
n	0.20125806	0.7889553	0.008771948	0.00040584095	0.00017203433	0.00012881114	0.00025463972	5.327642e-05
a	0.54315114	0.36968517	0.03967857	0.014473136	0.011123185	0.00456214	0.012059797	0.0052668066
i	0.022896314	0.9140372	0.06234368	0.000612783	3.2227155e-05	1.586979e-05	5.565014e-05	6.216845e-06
v	0.01210675	0.80286944	0.1793799	0.0049909614	0.00024714344	2.9464452e-05	0.0003458261	3.0514166e-05
ò	0.07053211	0.37851688	0.5118121	0.022375118	0.0021328207	0.0013705405	0.008510143	0.0047503463
s	0.022429354	0.18460014	0.7021678	0.090502605	0.00019707491	2.4939025e-05	4.625933e-05	3.174128e-05
t	0.15576956	0.32514116	0.44167063	0.05994854	0.0077171405	0.0044232565	0.0040020742	0.0013275801
è	0.05911905	0.17109288	0.51544994	0.15586495	0.061426878	0.020161444	0.011372118	0.0055126944
o	0.017770562	0.07124652	0.41163653	0.48480734	0.013090843	0.00033326974	0.00037205743	0.00074292184
s	0.0051322957	0.020674184	0.14539976	0.7221946	0.10013738	0.00067107327	0.0053133015	0.00047740742
t	0.013855653	0.024437126	0.087742686	0.79924256	0.07044361	0.0014908352	0.0014193824	0.0013680496
u	0.045005493	0.1012291	0.16238216	0.54202133	0.115589984	0.018569786	0.010378945	0.004823242
d	0.02004676	0.041142855	0.060677845	0.5707784	0.23835409	0.055460572	0.005811782	0.0077276477
i	0.0048059286	0.010747905	0.018799944	0.31277785	0.5747176	0.031018125	0.03611113	0.011021553
è	0.017218297	0.035852853	0.069137074	0.38282093	0.38768533	0.07696046	0.009975075	0.020349909
o	0.020526443	0.04866304	0.057954624	0.24545892	0.49531358	0.044535816	0.08450091	0.0030466458
n	0.0024057135	0.006307651	0.013596778	0.067494914	0.53236294	0.34669623	0.02381135	0.0073243966
a	0.019992081	0.031577326	0.04574913	0.15884118	0.61754954	0.08957841	0.02063112	0.016081257
g	0.003911551	0.005225675	0.0058253184	0.011028888	0.052486543	0.8866217	0.009792098	0.025108209
h	0.00050422025	0.002224478	0.0033397542	0.011025394	0.067652285	0.6667532	0.22549434	0.023006333
e	0.009034503	0.020359058	0.019937713	0.04038901	0.27826697	0.5445415	0.052563757	0.034907516
t	0.0011725323	0.0023797166	0.0032396151	0.0068010786	0.023144731	0.8292727	0.06884592	0.06514378
t	0.003773902	0.005148034	0.007999826	0.017873794	0.042817954	0.54184103	0.3196271	0.060918424
ò	0.0026479329	0.009381768	0.009614023	0.013707415	0.047060706	0.5646269	0.2012723	0.15168902
m	0.0036222788	0.006014811	0.008358944	0.016260121	0.046518147	0.56436414	0.16017875	0.1946828
e	0.006635599	0.009661104	0.011233014	0.020363199	0.06482986	0.2538262	0.5360234	0.09742767
s	0.0019872193	0.0031109795	0.0060766507	0.011915425	0.023408236	0.21786368	0.48596334	0.24967448
s	0.004880535	0.00975112	0.009848816	0.014459357	0.05516897	0.1201959	0.59240144	0.19329382
è	0.0039792075	0.01655296	0.020506408	0.025419958	0.04311591	0.1515691	0.4351289	0.30372745
r	0.0055068024	0.008461556	0.011459569	0.020730756	0.054625057	0.25967455	0.2969962	0.34254545
e	0.005228801	0.009460337	0.010637629	0.012992217	0.047669645	0.09962723	0.6549783	0.15940587
</S>	0.0037411489	0.0041267867	0.005054415	0.0075579733	0.020424271	0.19054914	0.13480419	0.6337421
