 	la	pasta	vuole	sale	</S>
i	0.98505706	0.002903752	0.006519525	0.0047009634	0.0008187206
p	0.9340147	0.040688626	0.023250388	0.000937503	0.0011088239
à	0.8376611	0.115128025	0.023442378	0.021804519	0.0019639817
s	0.16021976	0.7912383	0.0428793	0.0033673274	0.0022952417
t	0.27033925	0.555284	0.16710497	0.0058902334	0.0013815772
a	0.049587224	0.165935	0.67515254	0.101707034	0.0076181935
t	0.030493386	0.86763525	0.08178191	0.017789496	0.0022999737
è	0.0069359485	0.06265446	0.87509406	0.049790435	0.005525084
l	0.0058581107	0.08366667	0.8775484	0.028011503	0.004915348
i	0.016593972	0.06863192	0.7566636	0.13418505	0.02392549
à	0.07808634	0.12174977	0.13799593	0.51389354	0.14827444
l	0.0035001792	0.010359414	0.15033232	0.8301212	0.005686932
a	0.009316074	0.022338537	0.22524029	0.68937474	0.053730242
</S>	0.049951755	0.058651756	0.040692367	0.29646254	0.5542416
