 	la	casa	la	costruirono	i	muratori	</S>
o	0.98372114	0.002078019	0.00317654	0.0025886248	0.0013089882	0.005740364	0.0013863961
s	0.88484055	0.11480857	0.000105988125	7.9881895e-05	8.143707e-05	4.070951e-05	4.281303e-05
p	0.39880076	0.58742493	0.005841988	0.0007041687	0.0010561291	0.0017474577	0.004424565
ì	0.18253474	0.65118694	0.1335684	0.028139325	0.0026011085	0.0011022207	0.000867111
t	0.023771197	0.95476454	0.021170067	6.839055e-05	4.7783655e-05	9.66983e-05	8.129847e-05
i	0.1535223	0.78488535	0.04744357	0.010475826	0.0014091389	0.0010855305	0.00117839
o	0.036403134	0.17179324	0.7899291	0.0017351322	9.244379e-05	3.2767028e-05	1.41460305e-05
f	0.013730082	0.12982723	0.8181923	0.03784359	0.00025885188	0.000100371835	4.7475056e-05
a	0.033553954	0.20906074	0.6649992	0.08676416	0.0013348601	0.0012001379	0.0030869218
b	0.031104177	0.04489237	0.8441133	0.079034746	0.0005466433	0.00012351204	0.00018538366
b	0.018231617	0.077617876	0.33543864	0.5366903	0.0045683323	0.009365853	0.018087324
r	0.116909906	0.24025334	0.06232536	0.30901247	0.16970482	0.0664009	0.035393246
i	0.023291793	0.09179809	0.03704592	0.68992186	0.04724881	0.03907107	0.07162241
k	0.057358082	0.06183382	0.48015708	0.370422	0.026133778	0.0015887263	0.0025065318
è	0.016475283	0.038283948	0.098104276	0.7649046	0.014457952	0.025221573	0.042552315
t	0.02446446	0.05698434	0.3227572	0.54804635	0.04121045	0.0038832775	0.002653926
s	0.0120534785	0.020156322	0.10712802	0.82799584	0.025822634	0.004970427	0.0018732792
a	0.022199858	0.023289371	0.18408342	0.3254286	0.27717936	0.13871175	0.029107634
n	0.007084044	0.017869294	0.01672244	0.072784156	0.8066224	0.07157667	0.0073410044
e	0.0023451508	0.013169862	0.016257547	0.431445	0.44472978	0.07622804	0.015824722
e	0.0043524443	0.00541326	0.01352864	0.02371944	0.717268	0.21847716	0.01724096
f	0.0002334768	0.0011584867	0.0041337404	0.04062197	0.72913104	0.2106771	0.0140442345
a	0.005013812	0.028153349	0.019916844	0.08610544	0.25871074	0.5057962	0.09630354
b	0.0047195875	0.005282331	0.0207149	0.034137882	0.35633582	0.5518654	0.02694408
b	0.003093058	0.005973052	0.006496765	0.0341769	0.1363103	0.7559324	0.058017574
r	0.006392242	0.030619528	0.032532755	0.02183441	0.15722427	0.48155582	0.269841
i	0.0061849398	0.013595802	0.008790359	0.05214145	0.06708241	0.7098417	0.1423633
k	0.0046551884	0.0050062123	0.016259389	0.018375352	0.106831156	0.7480695	0.100803204
a	0.0061940714	0.010477711	0.0120457485	0.04362001	0.035733566	0.7835953	0.10833352
t	0.004160464	0.0044150115	0.016827766	0.027926719	0.10616569	0.768231	0.072273426
ù	0.009692656	0.044579122	0.0139387045	0.059703235	0.10093979	0.610809	0.16033743
r	0.01220773	0.013647869	0.1299794	0.1470107	0.13020064	0.5058908	0.061062884
i	0.027886266	0.03313878	0.037652314	0.042029966	0.13479267	0.5858634	0.13863657
</S>	0.0050023003	0.005043046	0.008816376	0.025679285	0.2311481	0.39792478	0.32638612
