 	dove	aveva	per	stare	non	aveva	</S>
p	0.93555444	0.040375907	0.0057157776	0.0026052026	0.004887994	0.0068823774	0.003978249
u	0.968286	0.013255944	0.0019626264	0.0019902356	0.0013820501	0.0104013365	0.0027217567
ì	0.19901223	0.7990678	0.0016277749	3.2284544e-05	0.00018617918	6.0949384e-05	1.2724907e-05
c	0.051037934	0.91289943	0.032295465	0.0009903769	0.00040370552	0.0011259194	0.0012471526
h	0.060589205	0.83049774	0.10685916	0.0014657346	0.00015614451	0.00037754088	5.454058e-05
e	0.06656559	0.28351963	0.6092859	0.035124514	0.0013888226	0.0022217557	0.0018938038
n	0.058621064	0.19861346	0.72443223	0.013264675	0.0036239147	0.00076047267	0.0006842303
a	0.0085181305	0.04869171	0.9241006	0.014243712	0.00012588386	0.0022770409	0.0020428447
s	0.05144062	0.069948286	0.31223786	0.55802053	0.0036211682	0.002718308	0.002013214
t	0.0069898763	0.031242749	0.6367937	0.27413553	0.00164637	0.02940651	0.019785255
a	0.025415914	0.08715434	0.18637626	0.64775455	0.0091140885	0.03150944	0.012675363
s	0.019530099	0.04572902	0.10814786	0.7537751	0.03295644	0.025397236	0.014464256
ì	0.0034825013	0.011647249	0.09529573	0.7566664	0.030752946	0.06582047	0.03633472
e	0.013714633	0.030427882	0.12914531	0.61592275	0.12168769	0.07932688	0.009774824
n	0.0010744118	0.0039516585	0.042186312	0.5212378	0.14661035	0.27731055	0.0076288343
ì	0.0044594835	0.012230695	0.06753636	0.24973303	0.25305223	0.36977682	0.04321141
c	0.023296945	0.036460195	0.13140936	0.19680686	0.25847715	0.3437511	0.009798379
h	0.0021781868	0.006445478	0.031712838	0.07006991	0.21107288	0.61825806	0.060262635
e	0.0012666858	0.0020001	0.022154555	0.07655959	0.07488234	0.69813716	0.1249996
</S>	0.0038931207	0.0065009007	0.009479186	0.021102468	0.030272156	0.3793903	0.5493619
