 	ho	messo	uno	specchio	sul	muro	</S>
è	0.994364	0.0016979979	0.0006566446	0.00052416563	0.00064546074	0.0016604088	0.00045128004
v	0.23685202	0.7595496	0.002118341	0.00019792815	0.00028959726	0.00025000214	0.0007425747
a	0.07215293	0.9186854	0.0062261447	0.0011672813	0.001231466	0.00035488748	0.00018165907
l	0.67534953	0.31914157	0.0044848584	5.773464e-05	0.00027354472	0.000659283	3.350522e-05
a	0.023767365	0.87391657	0.094473176	0.0020798612	0.0019200356	0.0013404794	0.0025025415
è	0.47426957	0.3104229	0.21081077	0.0027866953	0.0010902318	0.000561743	5.8059693e-05
n	0.12011068	0.065919414	0.809914	0.002281084	0.0004994889	0.000625534	0.0006498504
a	0.008564873	0.30504006	0.60908866	0.07261678	0.0018385493	0.0014760054	0.0013750538
n	0.19645831	0.18293984	0.34398606	0.270329	0.0049002585	0.0005464045	0.00084009935
j	0.0012405509	0.019204827	0.6842377	0.29090837	0.002323868	0.0009781988	0.0011064636
a	0.003417547	0.0374407	0.6076992	0.32542244	0.007909148	0.0064475895	0.011663366
l	0.11426946	0.10849588	0.15052994	0.60447884	0.01750623	0.0016022983	0.003117397
ì	0.002024445	0.021730538	0.21458335	0.6476452	0.05959655	0.012391799	0.042028166
s	0.08273057	0.13130032	0.41088197	0.1398765	0.21605028	0.016403573	0.0027567714
t	0.0055935704	0.04200914	0.20088561	0.5958679	0.14436048	0.0077216667	0.0035616593
o	0.013347516	0.019948084	0.1961499	0.2637074	0.4068792	0.06988793	0.03008001
t	0.028581714	0.027099906	0.0522959	0.07618442	0.57601595	0.11871679	0.12110537
ì	0.0005742963	0.004663629	0.056632143	0.09003462	0.7494934	0.08376517	0.0148366615
c	0.002655717	0.0033223114	0.042553693	0.024204575	0.3634279	0.54142874	0.022407087
h	0.00047152027	0.0052688397	0.044418532	0.049865406	0.5053209	0.33923775	0.055417076
o	0.002011358	0.002944119	0.037916664	0.06788602	0.42237523	0.30916747	0.15769914
</S>	0.002516043	0.0024538196	0.011499917	0.014092261	0.034405284	0.41352955	0.5215031
