 	le	melanzane	vogliono	ee	girate	</S>
t	0.9764197	0.017890237	0.00090141856	0.0005388348	0.003242833	0.0010070788
e	0.9373208	0.0018649686	0.02800104	0.018858636	0.009970974	0.0039835884
s	0.96247005	0.03706242	0.00015051277	0.00011720393	0.00016923332	3.0505676e-05
m	0.7973504	0.039532613	0.048901916	0.01449251	0.0382271	0.061495382
a	0.5022182	0.47631937	0.016911877	0.0016085472	0.0023237898	0.0006181296
r	0.7491348	0.15276761	0.08560078	0.004969471	0.003928992	0.0035984365
a	0.25041258	0.4150704	0.16111381	0.007951304	0.033769604	0.13168229
n	0.4479915	0.5118148	0.0335897	0.0044079637	0.0017409394	0.0004551723
g	0.15517493	0.4979266	0.11120827	0.008754561	0.050898697	0.17603703
i	0.60052556	0.15808773	0.07039253	0.03798513	0.11551589	0.017493155
à	0.10434715	0.018113332	0.79806477	0.06298207	0.012124759	0.004367955
n	0.13841051	0.107709	0.7262784	0.004446415	0.016262602	0.006892962
e	0.0989833	0.069914095	0.82062024	0.002666534	0.0030551895	0.0047606765
t	0.11636942	0.26581052	0.53837216	0.037522368	0.033979934	0.007945583
è	0.0061243502	0.005525921	0.94959754	0.0071337684	0.019668598	0.011949703
l	0.038074795	0.04312777	0.7425131	0.03200942	0.13802785	0.006247056
u	0.024347054	0.028803905	0.6374535	0.09673614	0.17088245	0.04177698
n	0.043164358	0.12068062	0.07820672	0.25968775	0.43270385	0.06555673
e	0.01146626	0.008129104	0.33147466	0.13820598	0.46486685	0.045857064
e	0.0060354904	0.034337025	0.014619824	0.08562393	0.80128443	0.058099344
e	0.00047535554	0.001998414	0.056725286	0.11845128	0.8055303	0.016819369
v	0.002287535	0.0057212436	0.08889701	0.11845019	0.60442644	0.18021758
o	0.0055173356	0.0055403747	0.04202752	0.044719573	0.74670947	0.1554857
t	0.0035087627	0.028817313	0.025108727	0.05528554	0.7502842	0.13699546
i	0.006508134	0.005667775	0.10771338	0.01210051	0.7274445	0.14056566
m	0.006397784	0.059261024	0.034692492	0.055014078	0.6839442	0.16069037
m	0.0054205363	0.004634812	0.07924887	0.017891021	0.38698992	0.50581485
è	0.006762256	0.031573787	0.08718156	0.08207394	0.3364958	0.45591262
n	0.01900607	0.072691046	0.08496653	0.025666784	0.69575953	0.10191003
e	0.05761774	0.057787843	0.13674222	0.103273876	0.38608587	0.25849247
</S>	0.009156385	0.03991388	0.015401326	0.020814503	0.21437994	0.7003339
