 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.99373513	0.00012349719	0.00042470504	0.0006900799	0.00080045563	0.0006998647	0.0006245171	0.00080249563	0.0006197307	0.001479533
i	0.5377728	0.13465326	0.09904413	0.119225726	0.05718678	0.017870037	0.009338693	0.0040827054	0.0045750327	0.016250845
n	0.70992637	0.13562994	0.12246856	0.027282543	0.0019692464	0.000541423	0.00056538626	0.0011338869	0.00023961648	0.00024294834
d	0.27496114	0.13187814	0.13829285	0.35612178	0.08647783	0.0045530144	0.0011772524	0.0033628393	0.0007338892	0.0024412505
è	0.47832552	0.046811014	0.04555292	0.40690216	0.018679388	0.0005038848	0.0005978042	0.0022357632	0.00021286022	0.00017869192
l	0.045099862	0.08621506	0.78631353	0.03357776	0.047001015	0.00027442756	0.0003927091	0.00034907443	0.0001655096	0.0006110532
a	0.022480082	0.22953433	0.6008439	0.11972682	0.026263556	0.000420245	0.0001320397	0.0004085584	0.00013532338	5.5235054e-05
à	0.082039446	0.1820503	0.46605295	0.1615588	0.10726995	0.00012588601	0.00021472563	0.00058039237	6.511353e-05	4.2454714e-05
l	0.023008168	0.032339714	0.30812857	0.14464852	0.48728204	0.0013533946	0.00017370423	0.0014680077	0.0005453257	0.0010525472
l	0.019078838	0.020858621	0.17289208	0.4596149	0.3255313	0.00092250324	0.00028336907	0.00043914805	0.00013341712	0.00024568645
e	0.058492362	0.012221162	0.12166281	0.27290356	0.5290912	0.0033025022	0.00013852732	0.0017297324	0.0002729296	0.0001851529
s	0.024256712	0.07130518	0.09503206	0.5581175	0.22914116	0.013332841	0.0003313552	0.0073993322	0.0003989741	0.00068491296
è	0.02532835	0.0052344985	0.023814907	0.12512429	0.806995	0.0056661563	0.0005391772	0.0056546577	0.0007109338	0.0009319696
t	0.01984191	0.085657164	0.09838656	0.4067706	0.22778262	0.14206338	0.0012060158	0.013065857	0.002423735	0.002802102
t	0.02238105	0.004173669	0.018783014	0.098703675	0.7838284	0.05822706	0.0009777189	0.011057188	0.00089826126	0.0009700329
e	0.026202517	0.01746679	0.02255385	0.038402174	0.2768785	0.3188705	0.0061020083	0.25933227	0.020315573	0.013875861
k	0.015923388	0.023316562	0.024841301	0.048673656	0.03939212	0.78862405	0.002937354	0.044625126	0.004482357	0.0071840514
a	0.003966956	0.0026066597	0.010132596	0.21029855	0.15588978	0.5602875	0.0009540672	0.037237585	0.0061772107	0.012449128
v	0.02262013	0.024900133	0.024370275	0.028599959	0.0117303915	0.66003317	0.020103006	0.18748008	0.011210589	0.00895232
ò	0.0056194607	0.003758646	0.007817385	0.09981819	0.07084523	0.7138016	0.004210066	0.054007962	0.018632783	0.021488605
e	0.011583954	0.013527894	0.014146943	0.015112171	0.0108882105	0.549856	0.014298848	0.33744094	0.028169828	0.004975123
n	0.0020290418	0.0010839715	0.0018256345	0.0026178842	0.015801562	0.35474753	0.037260093	0.47352	0.106312044	0.004802199
ì	0.00669434	0.0034689992	0.012030321	0.04557841	0.060552735	0.32069921	0.016848156	0.4575301	0.068038784	0.008558873
m	0.0084779905	0.008720275	0.011298795	0.011132392	0.026201084	0.22271578	0.010579939	0.50640064	0.19114092	0.003332152
e	0.0054540304	0.0014428173	0.00579907	0.01590851	0.025524342	0.090106465	0.04051903	0.42762864	0.37045464	0.017162466
p	0.0034751953	0.0031938043	0.0034034706	0.003341444	0.0052413912	0.038787995	0.023455875	0.1384312	0.687346	0.09332363
r	0.0011719326	0.0008285398	0.0019611479	0.01547749	0.007821991	0.029733436	0.0044777687	0.13197714	0.72592664	0.08062389
ò	0.0014774768	0.00074524526	0.0025960922	0.011340752	0.005205477	0.024177164	0.005409707	0.16763033	0.69812304	0.08329472
n	0.0031963135	0.0029557953	0.0030563101	0.0030721428	0.0028616902	0.027897693	0.011114008	0.023578221	0.82619166	0.0960761
t	0.018875508	0.008118745	0.018690504	0.03272781	0.04892641	0.049858443	0.0072972095	0.1264784	0.34789643	0.34113055
a	0.0152069405	0.004597507	0.009735892	0.009574676	0.044605684	0.026535664	0.005139519	0.18819067	0.43846506	0.25794837
</S>	0.0034729466	0.0034274352	0.0034572696	0.003503383	0.0025693104	0.024066932	0.029281437	0.012428241	0.5899054	0.3278877
