 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.9907402	0.003624706	0.0007408845	0.00025327172	0.00022923258	0.00021564393	0.00049585593	0.00058755634	0.0026182355	0.0004944615
p	0.74743646	0.23621725	0.010602197	0.0012591212	0.0012515342	0.00077214284	0.001973394	0.00020236905	0.00013408664	0.00015144373
è	0.462623	0.49766204	0.028008262	0.004609735	0.0009088146	0.0005009003	0.0018250513	0.0011723432	0.002194476	0.0004953865
n	0.28304854	0.5940972	0.12073183	0.0015206035	7.912465e-05	0.00023021197	0.00017789062	3.0561383e-05	6.480695e-05	1.92615e-05
s	0.20438722	0.5996825	0.15445529	0.018571747	0.005292661	0.0036220464	0.0041196416	0.0036823074	0.0034291062	0.0027574345
e	0.14348686	0.17195874	0.48171604	0.11477631	0.014669158	0.0055275965	0.020747963	0.019767767	0.012498296	0.014851326
t	0.10873811	0.31823605	0.5565853	0.016194768	5.4795935e-05	3.8172642e-05	6.956865e-05	4.4987028e-05	3.2969885e-05	5.1832444e-06
s	0.0068113925	0.11760044	0.7828714	0.07688754	0.0053891744	0.0017074329	0.0034082823	0.001955299	0.0016256634	0.0017434327
e	0.03329607	0.1664643	0.62472004	0.13210078	0.009454718	0.0023017665	0.012602711	0.007664291	0.005652458	0.005742802
k	0.060989827	0.10233775	0.59058064	0.24446101	0.00091787806	0.00017368047	0.00040961686	7.1601666e-05	4.9109978e-05	8.930108e-06
a	0.0056009633	0.023223337	0.37568715	0.56344855	0.015422446	0.0039628455	0.007927252	0.0013085406	0.0012699773	0.002148937
o	0.026070844	0.02867756	0.07350151	0.85140955	0.017716689	0.0018228092	0.00068078144	7.589503e-05	3.6098525e-05	8.234553e-06
l	0.00085249887	0.0032959436	0.08492464	0.83796495	0.04783748	0.0028717506	0.019957853	0.0020095236	0.0001808986	0.00010442126
à	0.006403211	0.013468867	0.049709037	0.57781947	0.30164292	0.024151383	0.018037904	0.0038186563	0.0012716404	0.0036769635
d	0.026458124	0.024224715	0.04046845	0.43802047	0.41968212	0.031928007	0.017486952	0.0013685712	0.00013971544	0.00022288522
r	0.0005710323	0.004525	0.018338721	0.29468995	0.4881958	0.09508633	0.08631644	0.011212957	0.00052199885	0.00054173794
o	0.0057330825	0.037345544	0.084049895	0.3527783	0.119932376	0.092779994	0.26218337	0.03698239	0.006543088	0.0016720195
m	0.026623486	0.026735298	0.02840966	0.07705449	0.41952035	0.30486688	0.10644183	0.008223615	0.000994955	0.0011293617
b	0.0002325885	0.00070214854	0.006102714	0.040326647	0.3293869	0.14780413	0.35155493	0.11759158	0.00587324	0.00042513426
ì	0.00028920316	0.0012971692	0.010229729	0.034634892	0.24322303	0.16064498	0.3754914	0.15940847	0.010289948	0.0044911387
k	0.028157353	0.028108483	0.02974602	0.04930837	0.27311036	0.3324824	0.18082672	0.06891969	0.0057197837	0.0036207817
e	0.0006702197	0.005212667	0.013940767	0.027610512	0.19822496	0.2655293	0.3957009	0.08513967	0.0069669792	0.0010040997
à	0.02428078	0.024617618	0.025738623	0.031814694	0.055927206	0.08845094	0.0645631	0.48663068	0.15187196	0.046104398
t	0.009373211	0.008895235	0.010125608	0.018371947	0.05030076	0.045522682	0.037988182	0.6993676	0.11825861	0.0017962443
t	0.0011924616	0.0015937722	0.006992203	0.01696796	0.047795907	0.09066334	0.17122722	0.63803285	0.021447398	0.0040869317
i	0.005334339	0.005687029	0.0124114035	0.035757203	0.045781493	0.061060403	0.06498697	0.60309666	0.10149338	0.06439116
f	0.009707715	0.012292598	0.013220824	0.014645379	0.024274353	0.03835482	0.04050842	0.4322457	0.2987988	0.11595145
i	0.00010097721	0.00049855513	0.0029201761	0.0064545623	0.026485788	0.016201273	0.07638424	0.59175485	0.2346784	0.044521168
n	0.009501146	0.009806223	0.01014235	0.011424423	0.013800265	0.015427088	0.01304114	0.063472666	0.6681122	0.18527246
è	0.00012499584	0.00042843918	0.0034804763	0.0071521713	0.012975774	0.01116619	0.045564156	0.527034	0.37077284	0.021300942
s	0.004230721	0.004301183	0.0048756986	0.0075587123	0.010330984	0.008508444	0.006452175	0.09428137	0.8425939	0.016866794
t	0.00087395747	0.0011156366	0.0046124277	0.010447821	0.013629126	0.014659327	0.027551534	0.41027144	0.4205882	0.09625048
r	0.0020182733	0.002077101	0.0030720204	0.007549922	0.01104452	0.0091272835	0.0123213045	0.32381472	0.35350597	0.27546892
a	0.0002141109	0.000539216	0.0030436246	0.009554291	0.017236134	0.01572897	0.022864364	0.54335445	0.19920066	0.18826416
</S>	0.0055092108	0.0057799113	0.0058913724	0.0061158137	0.0063805804	0.006468217	0.006681057	0.014941179	0.50665575	0.43557692
