 	il	ladro	è	entrato	da	qui	</S>
o	0.96222407	0.015324269	0.0028476333	0.0014493942	0.0013400308	0.014229852	0.0025847573
l	0.9938845	0.004474031	0.00019738739	0.0012571997	4.6939447e-05	9.075079e-05	4.9193666e-05
à	0.5083701	0.43953827	0.018444836	0.023763549	0.0009100841	0.0017185231	0.0072546815
d	0.1452829	0.74141544	0.091229126	0.02183073	4.533387e-05	0.00012805525	6.840127e-05
r	0.15340741	0.6792527	0.09011114	0.07636531	0.00062985206	0.00012884344	0.000104739294
o	0.18567556	0.5430486	0.09419399	0.1605692	0.011871988	0.0018729914	0.0027676253
i	0.051113058	0.4091923	0.49512005	0.044413127	9.552775e-05	1.7873377e-05	4.815128e-05
m	0.032601878	0.19252485	0.29155785	0.47180018	0.009969436	0.00075620995	0.0007896954
b	0.015295476	0.06849402	0.1014526	0.7974893	0.009012815	0.0036622528	0.004593588
ì	0.049359325	0.1448315	0.073421784	0.6114619	0.089098096	0.0066845505	0.025142873
k	0.07906026	0.14736216	0.21750437	0.38841054	0.16035882	0.002277705	0.005026166
e	0.033567637	0.055692963	0.06636796	0.78137827	0.055248078	0.006177904	0.0015672249
a	0.03507084	0.040051118	0.041624215	0.0462112	0.76417816	0.03383064	0.03903386
p	0.003783772	0.0047553233	0.0039917766	0.011848619	0.9322577	0.037482698	0.005880065
ò	0.0032737395	0.007481286	0.005225198	0.044245742	0.4411987	0.45668817	0.041887164
t	0.01638699	0.018953098	0.019077772	0.0181192	0.207171	0.6383838	0.081908114
t	0.0049189366	0.015767923	0.017629094	0.05178724	0.42820036	0.3741555	0.10754099
u	0.00565319	0.007552393	0.008263844	0.014195146	0.28584832	0.27960247	0.39888456
</S>	0.0047109756	0.005764702	0.0030277108	0.0069025517	0.06986537	0.34421885	0.56550986
