 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.99191684	0.0023179357	0.00093617075	0.0012422424	0.0014456287	0.0014419907	0.00069902133
m	0.86469394	0.13503025	8.35216e-05	8.800128e-05	4.3860146e-05	3.2697393e-05	2.7698015e-05
à	0.65316707	0.32921246	0.016014388	0.00049109984	0.0005296178	0.00047100667	0.00011435898
k	0.12904117	0.8617353	0.008905619	0.000114456576	8.603516e-05	7.053483e-05	4.685982e-05
i	0.17674884	0.79403937	0.023162905	0.0030435356	0.0018567335	0.00032152244	0.00082720746
n	0.22689064	0.63704705	0.13500074	0.00074297684	0.00020327765	8.746724e-05	2.7904058e-05
a	0.11496891	0.57777894	0.2901684	0.0117680635	0.003065976	0.0005177339	0.0017319625
t	0.1387216	0.26516834	0.5814358	0.014083755	0.0005235997	3.8979982e-05	2.8031576e-05
è	0.022330731	0.20919916	0.7163637	0.046668172	0.00289576	0.0008458563	0.0016965516
l	0.024945617	0.11629853	0.79565656	0.060723994	0.0019820714	3.5761885e-05	0.00035748008
i	0.023198675	0.06987743	0.72661346	0.17540078	0.0040058657	0.0003554218	0.0005483691
s	0.05824551	0.06863605	0.20607458	0.62432826	0.04064762	0.00013619257	0.0019318314
t	0.011228272	0.04736509	0.28794953	0.62391186	0.024270626	0.002496433	0.0027781532
i	0.024123717	0.12759885	0.25807887	0.5006843	0.07122146	0.012158646	0.006134103
a	0.023082225	0.028476266	0.05074577	0.48633164	0.4062185	0.0014124983	0.0037329716
m	0.0010370712	0.008106487	0.038865045	0.66900307	0.27638948	0.004431776	0.0021670798
m	0.0044282135	0.018221168	0.027626282	0.7861142	0.12762009	0.006025984	0.02996403
è	0.01764753	0.19181262	0.08969011	0.27520955	0.28993216	0.069820516	0.06588742
n	0.014655673	0.056698307	0.1390236	0.37190685	0.38462865	0.03123161	0.0018552223
i	0.016763655	0.0360525	0.050433934	0.49864992	0.36111927	0.02606667	0.01091408
a	0.012336622	0.0133048035	0.015951503	0.10510208	0.7319426	0.08073195	0.04063048
t	0.001420882	0.0038095098	0.012041039	0.05879864	0.8052974	0.099802904	0.018829683
t	0.0017103695	0.009855655	0.011531039	0.07939301	0.25414038	0.62382674	0.019542811
o	0.0019265827	0.016013723	0.015019624	0.107909404	0.3052184	0.4580172	0.09589508
m	0.004137823	0.0065766713	0.0077433265	0.051855147	0.27339748	0.39278722	0.26350236
e	0.0006199111	0.0018218387	0.0018130484	0.01931482	0.0854003	0.83047837	0.060551703
k	0.0028931405	0.011323169	0.03015864	0.047900736	0.24994032	0.3061931	0.35159087
k	0.002016208	0.0027873467	0.0031324252	0.017876623	0.029376404	0.9075386	0.03727241
à	0.0022379477	0.0053143194	0.005004778	0.019709634	0.14781372	0.616292	0.20362762
n	0.008322159	0.013934109	0.03952234	0.10799941	0.1508617	0.54839057	0.13096975
i	0.008278386	0.018684391	0.020011397	0.046114944	0.11048347	0.53339064	0.26303676
k	0.0030814623	0.0034396036	0.0051012444	0.024688449	0.06073898	0.41333628	0.48961398
o	0.0022555008	0.0073702116	0.0069137067	0.042878866	0.066849336	0.6501055	0.22362691
</S>	0.0030204544	0.0035526087	0.0053173336	0.025142321	0.068666816	0.3483551	0.5459454
