 	mio	padre	ha	lavorato	sempre	</S>
o	0.98427504	0.00497768	0.0008922322	0.0034370383	0.003586911	0.0028310444
c	0.9826827	0.016264418	0.0009147226	3.351988e-05	4.2703152e-05	6.201396e-05
i	0.506911	0.47851834	0.012455006	0.0010705004	0.00067071227	0.00037453233
ù	0.24952544	0.73618567	0.013944751	0.00015449482	0.00015432354	3.542107e-05
r	0.054498576	0.93739873	0.0077927373	9.226588e-05	4.4586326e-05	0.0001729672
i	0.16060297	0.78632665	0.043288086	0.007475051	0.0006422047	0.0016650686
m	0.06326212	0.47955555	0.4445374	0.0125082685	6.521948e-05	7.160902e-05
m	0.014739938	0.5575753	0.28248695	0.14484467	0.00012031949	0.00023287768
u	0.035706647	0.46005002	0.34743807	0.15445055	0.000234	0.002120709
è	0.030674214	0.27668655	0.6168983	0.07437168	0.00030020377	0.0010691558
p	0.008983582	0.07870846	0.16598332	0.74397755	0.0010921857	0.0012548642
o	0.012227431	0.040319502	0.31903476	0.62716776	0.0006221393	0.00062840164
l	0.06331547	0.12917553	0.21546766	0.56211174	0.008922264	0.021007348
e	0.0048513017	0.020366298	0.098500736	0.8641583	0.005532875	0.0065905345
m	0.07548885	0.10676664	0.1791368	0.3567195	0.18973899	0.09214926
i	0.0035180575	0.029762998	0.06298823	0.70852304	0.15788831	0.037319373
m	0.033454165	0.11306066	0.18584858	0.2242429	0.20853473	0.23485899
m	0.009491075	0.04013214	0.046296287	0.22489427	0.5773951	0.10179117
è	0.033400524	0.18364483	0.06166132	0.042817187	0.4721702	0.20630595
n	0.015260833	0.05829949	0.11531621	0.24067341	0.55579865	0.01465144
a	0.059057564	0.08252757	0.14274801	0.3138816	0.31183243	0.089952804
p	0.00984346	0.011792264	0.013975327	0.029789615	0.72550476	0.20909452
à	0.0010908954	0.0043831943	0.008190088	0.01672153	0.8633138	0.106300555
n	0.013288559	0.034595486	0.07926868	0.16825254	0.5964621	0.10813266
t	0.013175321	0.03319812	0.07873653	0.13200442	0.4330128	0.3098728
a	0.010850645	0.018737625	0.05574126	0.24842128	0.24818295	0.41806626
</S>	0.0047620325	0.007646447	0.007841544	0.011041868	0.44986397	0.5188441
