 	io	non	ho	cosa	da	mangiare	</S>
e	0.5170349	0.47183493	0.0021190818	0.0021782133	0.0030834132	0.00069406047	0.0030553814
v	0.998145	0.0011074607	0.000431702	0.0001781717	5.0590417e-05	2.2433054e-05	6.476465e-05
ò	0.9411691	0.014216522	0.031038318	0.012349879	0.0003691077	0.00019055374	0.0006666849
e	0.1705426	0.79974055	0.027344516	0.0022243983	7.4563206e-05	3.2961496e-05	4.039767e-05
n	0.23380806	0.56752676	0.12742977	0.067909	0.0027708123	0.00013709145	0.00041857493
è	0.055764154	0.08239736	0.7624603	0.088580124	0.0041458574	0.001675216	0.004977003
c	0.09624118	0.53885645	0.31623256	0.030560562	0.008983133	0.001225679	0.007900432
h	0.030424345	0.03376706	0.6681594	0.25160024	0.0150707625	0.00061536353	0.00036277584
o	0.028300608	0.09201954	0.2457072	0.5169595	0.10439805	0.0035205428	0.009094596
t	0.045598406	0.02543946	0.28066018	0.53075176	0.11005218	0.004126805	0.0033711693
i	0.0064207227	0.009682403	0.07786211	0.76963013	0.12541524	0.0022097372	0.008779704
è	0.017144097	0.04109306	0.027803337	0.08210829	0.7175075	0.102760024	0.011583711
n	0.012969852	0.024899902	0.011848397	0.0689966	0.8516405	0.023002112	0.0066426727
a	0.01197301	0.015132476	0.037882436	0.2615906	0.6375424	0.026267938	0.009611123
f	0.0122994045	0.011016118	0.013280811	0.01673758	0.22286606	0.68988013	0.033919845
à	0.0038803827	0.005961953	0.010877194	0.04593186	0.45053792	0.422593	0.06021777
o	0.059014108	0.08858768	0.060501862	0.07813024	0.3441962	0.3237408	0.045829065
</S>	0.0052859806	0.04007166	0.008101824	0.021310788	0.16364956	0.3609722	0.400608
