 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.9867134	0.0077854684	0.0012606025	0.0006336018	0.0018910246	0.00041745757	0.0003756706	0.0009226861
m	0.94496036	0.054514468	0.00015479511	3.259516e-05	6.3583546e-05	9.356245e-05	0.00014812549	3.2559587e-05
a	0.684029	0.2901388	0.023209203	0.00056478503	0.0010901545	6.299977e-05	0.00045096595	0.00045411065
r	0.08565588	0.9098659	0.0043924954	2.0041134e-05	1.599218e-05	1.9651685e-05	2.4110468e-05	5.8730643e-06
ì	0.25767344	0.64483094	0.06801889	0.0060180356	0.007625226	0.0024899167	0.0020909642	0.011252685
o	0.06549652	0.8601009	0.0733487	0.0006926349	2.2758995e-05	2.8778682e-05	0.00023204878	7.75515e-05
e	0.04104054	0.6848661	0.2651525	0.008225026	0.00028559307	7.2875104e-05	0.00028207016	7.535265e-05
t	0.020864757	0.11112451	0.78845304	0.07197737	0.005512652	0.00015996174	0.0006325071	0.001275274
è	0.03847957	0.052823402	0.7468965	0.1398852	0.0045239823	0.0015001164	0.002379332	0.013511907
l	0.030291863	0.10333624	0.7877574	0.07583476	0.0006191321	6.539057e-05	0.00016463663	0.0019304954
i	0.032127094	0.048289075	0.73778695	0.1468378	0.032674126	0.0005111246	0.00051460456	0.0012592978
f	0.01656773	0.018041722	0.031117178	0.9195592	0.010537927	0.0006125757	0.0008133385	0.0027504065
a	0.009369012	0.011280202	0.14477812	0.4072704	0.4027145	0.0010646698	0.0019795946	0.021543538
m	0.036485635	0.03832971	0.040855274	0.81903523	0.04767742	0.007981323	0.0054002604	0.0042351573
è	0.005114247	0.008554886	0.038393613	0.225391	0.6771249	0.022283742	0.010941314	0.012196346
n	0.034303926	0.067877986	0.16236798	0.31157422	0.4087322	0.005534879	0.0046309507	0.004977839
o	0.025398452	0.037511688	0.05567545	0.30260602	0.56228924	0.0040146043	0.0030661665	0.00943837
a	0.046328325	0.047945034	0.04743015	0.31461832	0.30100167	0.20670736	0.014075805	0.021893317
p	0.0015121199	0.0018082722	0.006985773	0.060389046	0.5443118	0.35252678	0.026864659	0.00560152
p	0.0014053958	0.0030376879	0.008871826	0.021253167	0.78205985	0.12885758	0.026521893	0.027992534
è	0.0017400363	0.00450966	0.025928875	0.024116777	0.22348468	0.23614483	0.18370645	0.30036873
n	0.014507858	0.015840825	0.027815977	0.17222105	0.547332	0.1878555	0.029560523	0.004866247
a	0.0047699157	0.011474978	0.023770891	0.05907221	0.46985027	0.26438743	0.09423623	0.072438054
o	0.0077324156	0.007834034	0.008326158	0.049482174	0.029235516	0.6521918	0.12274973	0.12244808
m	0.0004575051	0.0005683682	0.00260807	0.009044148	0.04521325	0.51187086	0.37830627	0.051931564
a	0.0013241743	0.0027695268	0.008106625	0.012522569	0.20713088	0.3968394	0.28337407	0.087932736
r	0.002952211	0.0032163733	0.0073501347	0.041091863	0.019414166	0.2917617	0.42622524	0.20798835
è	0.007172494	0.007573647	0.010681921	0.019432837	0.21014532	0.20052926	0.27650684	0.2679577
i	0.013167205	0.013695279	0.020794602	0.1499258	0.09872273	0.2278554	0.37227592	0.10356303
</S>	0.0027671116	0.005362119	0.021949885	0.029941246	0.07604362	0.12277616	0.45872667	0.2824331
