 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.61411124	0.26629895	0.032989275	0.017763793	0.016559582	0.022860976	0.010877296	0.018538881
ò	0.78298306	0.18108569	0.0028985394	0.0058524245	0.0029181126	0.006985769	0.0074516158	0.009824737
t	0.90056294	0.09843021	0.00046546428	8.7116474e-05	7.647958e-05	0.0001640509	0.00013881031	7.489412e-05
t	0.20796584	0.6305712	0.017092222	0.0640978	0.04397599	0.026806347	0.0077012093	0.0017894102
i	0.12619677	0.596216	0.1362843	0.04169496	0.01790302	0.048147652	0.008283294	0.025273986
ì	0.28799328	0.705502	0.0058004484	0.00012520433	0.000102378035	0.00034367238	0.000105349296	2.7819933e-05
r	0.012031677	0.9868868	0.0009146171	2.0239608e-05	5.839548e-05	3.5672176e-05	8.327821e-06	4.42799e-05
t	0.28573	0.59505516	0.086813465	0.015430008	0.005851713	0.0050309557	0.0019309567	0.0041576857
e	0.07646386	0.2892238	0.50811267	0.062147126	0.011928387	0.026906556	0.0077437996	0.01747383
o	0.058868043	0.45791757	0.48080125	0.0009989352	0.00047170793	0.00079190254	7.370397e-05	7.6845005e-05
G	0.003780118	0.106671944	0.84653914	0.036797963	0.004559773	0.0014059737	7.125535e-05	0.00017385134
i	0.03786609	0.59538394	0.03670465	0.14152	0.024064703	0.097114705	0.031572238	0.035773646
o	0.017194828	0.11227216	0.83459085	0.024662824	0.005665829	0.005184225	0.000117458774	0.00031181073
v	0.019407906	0.13677028	0.10280717	0.3036513	0.0127577465	0.15034336	0.08610707	0.1881552
à	0.13231164	0.31657892	0.1036247	0.12989831	0.03155466	0.07185846	0.032496437	0.18167688
n	0.010865777	0.033348575	0.8830083	0.04492908	0.020506145	0.00696273	5.3228876e-05	0.00032613904
n	0.021859024	0.041931137	0.15420665	0.56266546	0.086512625	0.090416975	0.029199516	0.013208677
i	0.03551746	0.05001409	0.3808655	0.28270695	0.05752232	0.14223558	0.032807797	0.018330274
e	0.0050429013	0.02574685	0.40615892	0.2869557	0.13133478	0.1398793	0.000809702	0.004071855
A	0.0003232653	0.001224485	0.024661511	0.8383257	0.07669137	0.05591126	0.0009213609	0.0019410971
n	0.00069330074	0.0072941636	0.07998053	0.7451142	0.106094256	0.058251433	0.0011119418	0.0014601884
n	0.008927423	0.025141472	0.07620273	0.4015297	0.42686173	0.053683627	0.0031285642	0.0045246934
a	0.0022498441	0.0036899254	0.030680623	0.47467616	0.28325963	0.16907714	0.016759127	0.019607445
g	0.0012241831	0.0024724086	0.0065807933	0.09775915	0.108721174	0.67876375	0.04248873	0.06198978
i	0.0005607456	0.0018087034	0.009401237	0.15480278	0.32650688	0.3356737	0.11677917	0.05446686
à	0.0012053575	0.008791646	0.027105762	0.11561151	0.23830618	0.43824226	0.07925863	0.09147863
ì	0.0016436946	0.008845045	0.037701923	0.077863574	0.18933947	0.5117926	0.16692153	0.005892146
c	0.00095985713	0.009276285	0.025671722	0.058504682	0.08426082	0.38010973	0.4258047	0.015412196
h	0.0040420634	0.013001984	0.016041482	0.08626597	0.1144072	0.27460757	0.390453	0.10118067
e	0.0027482104	0.004609061	0.0271652	0.11166552	0.0648094	0.26076362	0.30326244	0.22497657
p	0.0007442907	0.0016798455	0.0028717797	0.010407023	0.0045946767	0.094689935	0.5644775	0.32053486
l	0.00037572847	0.0014268192	0.0019167132	0.011643259	0.0060792365	0.09175995	0.62040806	0.26639032
ò	0.00033261962	0.0013614474	0.0017562793	0.0073528327	0.0065348255	0.15937705	0.66913646	0.15414836
s	0.0018319455	0.0020246676	0.0057684397	0.0063806493	0.004031262	0.023211274	0.7637333	0.19301838
o	0.0063387784	0.018955138	0.022646429	0.07392214	0.043000728	0.11593459	0.31826904	0.40093312
n	0.0015281503	0.0017088867	0.0038392644	0.004449413	0.0028325906	0.027281953	0.53431803	0.42404178
t	0.0050891596	0.013372343	0.015276217	0.064002536	0.039457962	0.09226138	0.4371358	0.33340466
a	0.0029158622	0.01228125	0.03150985	0.04358837	0.030756868	0.15557155	0.38772583	0.33565035
</S>	0.0031049442	0.00397968	0.008699897	0.010883791	0.006599419	0.048950635	0.54375136	0.37403026
