 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.74170643	0.19273819	0.021596737	0.014804566	0.0011564113	0.011059416	0.007943242	0.0009550302	0.0009590708	0.00081073545	0.0010531313	0.00045083274	0.0035555284	0.0012106887
n	0.68112546	0.1298092	0.16333269	0.008235314	0.004074898	0.0025664803	0.0012122929	0.0014569333	0.00093692006	0.0014485128	0.0050400402	0.00026652275	0.0002009506	0.00029367456
ì	0.036236312	0.3137591	0.5977487	0.031505518	0.013620415	0.0012992417	0.0005193377	0.0014854613	0.00013059305	0.0008731256	0.0012316328	0.00050708547	0.00017022152	0.00091331033
c	0.018616885	0.1956897	0.7210814	0.057880703	0.0055641592	0.00037119538	0.00047974993	5.2122366e-05	9.846134e-06	1.7709372e-05	8.238157e-05	3.5162913e-05	1.9768973e-05	9.915719e-05
h	0.046871796	0.33728194	0.59706265	0.01280863	0.002813333	0.0009751665	0.0003311894	0.0006219236	0.0005204507	6.098986e-05	0.0005022284	2.6771722e-05	0.00010003285	2.290597e-05
e	0.02825678	0.3560946	0.5489571	0.057256512	0.0053010634	0.00096265157	0.0003121906	0.0005925003	0.0005342513	0.00025280373	0.0012078271	6.554547e-05	9.203178e-05	0.000114067545
t	0.020316444	0.029806301	0.91916686	0.029409697	0.001039307	6.283998e-05	8.868689e-05	7.0805017e-06	7.965797e-06	7.415351e-06	4.191218e-05	2.224583e-05	1.7485681e-05	5.847169e-06
o	0.0049106553	0.045953657	0.8524058	0.08324103	0.0069531566	0.0014346172	0.00045473818	0.0012636015	0.0009349631	0.00041195794	0.0008987414	0.0001662483	0.0005429753	0.00042781833
r	0.024247972	0.06588131	0.16445532	0.6352591	0.10881641	0.0008299468	0.00035869892	1.6941523e-05	1.0932815e-05	6.7214914e-06	8.572018e-05	1.28632955e-05	1.4885554e-05	3.2415003e-06
ì	0.0064572296	0.014646548	0.41468623	0.52897775	0.027789852	0.0010538253	0.00039958075	0.0018588178	0.0008978549	0.0003488349	0.0012472201	0.00018303824	0.0006854224	0.0007677853
