 	questo	muro	vuole	uno	specchio	</S>
c	0.4512237	0.43027562	0.039251655	0.031064639	0.023076503	0.025107903
ì	0.9981421	0.00095194794	0.0006914251	0.000107829306	2.1865004e-05	8.482941e-05
t	0.96340156	0.035010897	0.0010548201	0.00017972516	0.0002701872	8.267243e-05
t	0.8841425	0.09582851	0.012873862	0.00238343	0.0012563047	0.0035153448
o	0.36901602	0.21514589	0.32013348	0.043743104	0.010005779	0.04195571
t	0.608799	0.38708824	0.0038335714	0.00011059506	0.00014294604	2.5575097e-05
ì	0.13731226	0.7318387	0.12172815	0.0030429424	0.0017770312	0.004300953
c	0.074291356	0.8816299	0.043853518	9.033431e-05	8.20187e-05	5.2822295e-05
h	0.01389727	0.35856116	0.62599987	0.0011655766	0.00028631798	8.974441e-05
o	0.028318921	0.20516117	0.74697316	0.01560742	0.00038907395	0.0035503393
t	0.14311725	0.5553532	0.2927625	0.007633355	0.0007206059	0.00041301432
è	0.020085324	0.11846277	0.8557983	0.0029898824	0.0012353882	0.0014283225
l	0.07048292	0.13592581	0.72180337	0.06566072	0.002373761	0.0037534365
i	0.0430333	0.100584224	0.7806574	0.05616764	0.014305158	0.0052522887
è	0.042203285	0.04496823	0.024746442	0.8469296	0.024676448	0.016476015
n	0.015762942	0.02322462	0.14606534	0.70230633	0.10939104	0.0032497612
a	0.023021223	0.08154811	0.34378543	0.4303917	0.11232355	0.008929878
n	0.013743453	0.014046793	0.014776815	0.76779604	0.16395546	0.025681386
j	0.003642224	0.011879574	0.042662855	0.35576993	0.5682507	0.017794672
a	0.0020310567	0.009905769	0.016193893	0.36195987	0.38140997	0.22849938
l	0.012822326	0.013147167	0.011686304	0.3933172	0.39557603	0.17345104
ì	0.0043846383	0.014906636	0.011344494	0.07339195	0.79089296	0.105079316
</S>	0.06031174	0.0795822	0.4162232	0.18079446	0.10062904	0.16245939
