 	non	mi	aspetti	che	non	vengo	</S>
m	0.95196825	0.015530742	0.008329657	0.0040582167	0.005147268	0.0059221336	0.009043702
ì	0.013903787	0.0005940686	0.0030245201	0.0074584316	0.0057804054	0.9564121	0.0128266895
m	0.80564	0.05818559	0.027811257	0.02580118	0.0107443705	0.067788154	0.0040294603
e	0.19929905	0.007323576	0.0025412939	0.014174378	0.0013758814	0.77356553	0.0017202856
m	0.55491084	0.20352407	0.0027668606	0.22868322	0.0059671905	0.0033396743	0.00080812996
ì	0.005662007	0.004812047	0.000521124	0.054735113	0.0011358814	0.9308806	0.0022531995
n	0.3426962	0.04393664	0.008736548	0.57051086	0.010161061	0.01751475	0.0064439387
i	0.028656349	0.061420605	0.0202202	0.6689939	0.013904792	0.203558	0.0032461965
k	0.0324492	0.06282965	0.014755812	0.7585614	0.115163684	0.008882849	0.00735736
a	0.0019132325	0.012397351	0.01882728	0.7898508	0.056225806	0.108800925	0.011984567
e	0.024652218	0.08073752	0.017794872	0.1768741	0.671969	0.010361449	0.01761093
n	0.0011455277	0.0018998134	0.016284889	0.3282745	0.61357975	0.034766156	0.0040494464
è	0.018312413	0.019397724	0.024994262	0.12115745	0.2870413	0.46337125	0.06572573
r	0.09721356	0.038687505	0.020638084	0.25359592	0.2913489	0.258008	0.040508013
k	0.027719107	0.038140044	0.04836104	0.12439504	0.34047297	0.27617055	0.14474127
o	0.02121097	0.034928266	0.081658594	0.069673166	0.31960228	0.13158639	0.34134036
m	0.0069015687	0.06531936	0.07755387	0.027405813	0.114359334	0.0805152	0.6279448
e	0.0011738027	0.0026229098	0.018675765	0.042619865	0.17939295	0.68660563	0.068909064
</S>	0.012395055	0.06882915	0.06712283	0.031708106	0.08949756	0.045617778	0.6848295
