 	non	mi	aspetti	che	non	vengo	</S>
m	0.95196825	0.015530742	0.008329657	0.0040582167	0.005147268	0.0059221336	0.009043702
ì	0.013903787	0.0005940686	0.0030245201	0.0074584316	0.0057804054	0.9564121	0.0128266895
m	0.80564	0.05818559	0.027811257	0.02580118	0.0107443705	0.067788154	0.0040294603
e	0.19929905	0.007323576	0.0025412939	0.014174378	0.0013758814	0.77356553	0.0017202856
m	0.55491084	0.20352407	0.0027668606	0.22868322	0.0059671905	0.0033396743	0.00080812996
ì	0.005662007	0.004812047	0.000521124	0.054735113	0.0011358814	0.9308806	0.0022531995
n	0.3426962	0.04393664	0.008736548	0.57051086	0.010161061	0.01751475	0.0064439387
e	0.028656349	0.061420605	0.0202202	0.6689939	0.013904792	0.203558	0.0032461965
k	0.032660328	0.062307045	0.01514836	0.76130146	0.11278148	0.008526391	0.007274951
a	0.0021095152	0.01282883	0.01940621	0.7852842	0.056772202	0.11082958	0.012769482
e	0.025163213	0.08063822	0.017368516	0.17541318	0.67366904	0.010235857	0.01751192
n	0.0011366179	0.0018967991	0.016027162	0.3287571	0.61275196	0.035456743	0.003973534
è	0.018707689	0.019579014	0.02506134	0.12126251	0.28455514	0.4642194	0.06661499
r	0.09812825	0.03895789	0.020469349	0.25538683	0.2893148	0.25759533	0.04014754
k	0.02781557	0.0384144	0.04831077	0.12463023	0.3401094	0.27729517	0.14342444
u	0.021240246	0.03500108	0.08138938	0.06979855	0.3193728	0.13226372	0.34093425
m	0.0074812556	0.07009167	0.07882747	0.030061783	0.12180689	0.084726654	0.60700434
e	0.0010562862	0.0024254182	0.016769437	0.04075288	0.1641923	0.7117903	0.06301333
</S>	0.012882949	0.07108188	0.066503145	0.03349542	0.09196433	0.04600107	0.67807126
