 	non	ha	mangiato	mai	un	rustico	</S>
e	0.99433523	0.0004677877	0.0003835853	0.0002782025	0.0003792408	0.0035223577	0.00063373696
n	0.84689486	0.11258881	0.017060973	0.015606526	0.0039964532	0.0014217474	0.0024306814
è	0.070176974	0.5872776	0.30528942	0.024760615	0.0062625734	0.0029312035	0.0033015893
c	0.4067543	0.35571763	0.2118295	0.019200945	0.0041087777	0.00031074145	0.002078099
h	0.085626274	0.48610583	0.37078875	0.0551169	0.002102508	0.00011950797	0.00014033112
i	0.048582282	0.025391527	0.64291066	0.27675346	0.0057483553	0.00012512045	0.0004885468
f	0.035222404	0.20779705	0.56512594	0.18792379	0.003585314	0.0002395188	0.000106065745
a	0.028509414	0.05369127	0.27686858	0.5851804	0.04494097	0.0016691801	0.00914024
m	0.034609698	0.044316653	0.23717642	0.6638819	0.019398931	0.00032196144	0.00029440285
è	0.015681611	0.018639773	0.058839213	0.80161464	0.08135852	0.010273841	0.013592359
n	0.037656095	0.08532279	0.19407056	0.56473523	0.11228996	0.002997526	0.0029278789
a	0.04603267	0.0425186	0.10258519	0.7163369	0.08410718	0.0072571696	0.001162199
m	0.015074414	0.040250164	0.056248397	0.21074201	0.66323423	0.008761002	0.0056898445
à	0.0028884893	0.0024864408	0.0066228774	0.2740766	0.63961494	0.064903155	0.009407475
i	0.011509348	0.043303158	0.09446265	0.21107392	0.5676791	0.06720247	0.004769353
è	0.005875107	0.0024844855	0.020190805	0.07172349	0.83557755	0.04864699	0.015501617
n	0.00797282	0.012043764	0.049811967	0.06815129	0.31918254	0.53978115	0.0030563977
a	0.018745651	0.012193711	0.041639686	0.11035395	0.6477555	0.14292338	0.026388131
n	0.010308548	0.019985367	0.028209014	0.06179662	0.24781474	0.51976854	0.112117134
r	0.0032766487	0.0029609944	0.0067525962	0.053624354	0.20235336	0.6547754	0.07625669
ù	0.0014008823	0.000609957	0.001775352	0.00657105	0.08763925	0.7139793	0.18802416
s	0.009254377	0.010632068	0.013082319	0.021921	0.049888283	0.3852071	0.51001483
t	0.008502746	0.0018101215	0.013971548	0.024016611	0.12910825	0.6114602	0.21113048
i	0.0046888767	0.002626131	0.014161541	0.028897954	0.12471321	0.43022814	0.3946842
k	0.0036365914	0.004494893	0.0046373946	0.00749102	0.01620222	0.23978086	0.723757
o	0.0008436098	0.00047526901	0.0013240405	0.012809839	0.029180044	0.73066586	0.22470137
</S>	0.0037409498	0.0047886074	0.005832722	0.013694478	0.026919438	0.23830125	0.70672256
