 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.9102092	0.038504127	0.030951353	0.007993682	0.0015377763	0.0022786206	0.0019873155	0.0054844464	0.0010535581
ù	0.9820547	0.003893159	0.0033307578	0.0034030296	0.0025005937	0.0015834185	0.0017218369	0.00088211196	0.0006302826
o	0.9498284	0.049135514	0.0005950152	0.00013925228	0.00010785323	3.044575e-05	5.0573275e-05	7.071879e-05	4.2147327e-05
o	0.32387555	0.6645186	0.007940025	0.0034398986	9.4292685e-05	3.987999e-05	4.5052333e-05	3.657838e-05	1.0107261e-05
f	0.15146005	0.77850395	0.057989646	0.011117165	0.00048411713	0.00024186588	0.00014165357	4.4484266e-05	1.7077795e-05
r	0.34203675	0.32392925	0.25588265	0.069512255	0.0031250021	0.0006503536	0.0014196584	0.0008431855	0.0026008962
a	0.32966208	0.4706061	0.095615916	0.097457	0.0013760077	0.00053845195	0.0011638228	0.00097144593	0.0026092622
b	0.0729068	0.85252726	0.05938511	0.014962789	0.00017909223	1.2269139e-05	9.561322e-06	1.427478e-05	2.8231052e-06
b	0.09373429	0.6006116	0.26047125	0.03837464	0.0035773225	0.0014466527	0.00039559472	0.0010286279	0.0003599884
i	0.42080575	0.0909948	0.2545139	0.14525393	0.07298407	0.011753265	0.0013405503	0.0003212608	0.0020325785
k	0.03739111	0.38426688	0.30798128	0.25546032	0.013116385	0.0014581835	0.00013354908	7.6944845e-05	0.00011533036
è	0.032632627	0.03242896	0.68918526	0.20612702	0.019816348	0.0073359576	0.0006264561	0.0028378116	0.009009537
s	0.02592734	0.07533545	0.45232838	0.34953493	0.09617264	0.0003533709	0.00012464543	5.8999012e-05	0.00016424735
s	0.028205384	0.14391683	0.40788555	0.33560252	0.070757344	0.010701326	0.0013088715	0.0008934109	0.0007287834
a	0.04973826	0.15342899	0.23906131	0.19132476	0.22429018	0.08880005	0.026124911	0.017856942	0.009374529
n	0.057686444	0.052331906	0.22098514	0.2782795	0.37432662	0.013339445	0.0015913751	0.0005574935	0.00090202346
o	0.0059009003	0.01518686	0.17462346	0.19131693	0.5153225	0.09011525	0.0014721592	0.0027147688	0.0033471822
m	0.024401858	0.03103528	0.06816635	0.06221087	0.73561513	0.07209838	0.004844653	0.0006069476	0.0010205347
a	0.0025570793	0.008908744	0.086826965	0.13744864	0.2617393	0.48858953	0.0026695714	0.006760112	0.004500116
s	0.02344093	0.044706564	0.11097683	0.08635785	0.56179327	0.15616034	0.01282686	0.0012813044	0.0024560734
t	0.009921622	0.006468172	0.04580178	0.053053632	0.3586136	0.47117582	0.011791714	0.024457978	0.018715708
ò	0.013152213	0.04179936	0.0881814	0.08768655	0.15594736	0.56613475	0.013836355	0.015487258	0.017774772
r	0.017524756	0.0097489925	0.033151068	0.029839626	0.21791562	0.42821887	0.19911292	0.054370526	0.010117697
i	0.004709743	0.011765308	0.0339282	0.035320926	0.4056344	0.4264278	0.0294083	0.041053407	0.011751798
k	0.014763969	0.015227235	0.020473218	0.01921506	0.14695181	0.21347718	0.524099	0.029716741	0.01607571
a	0.004971065	0.0034612254	0.01941654	0.01644704	0.06363417	0.68639416	0.08272372	0.09469125	0.028260836
ì	0.0054840734	0.005448845	0.009611741	0.007041931	0.03346688	0.031947866	0.80287695	0.089224964	0.014896709
a	0.011112598	0.018374465	0.069387265	0.047064036	0.03696368	0.22899319	0.38667643	0.19230431	0.009124058
n	0.0008425276	0.0042982246	0.010603826	0.008093967	0.020122789	0.1347371	0.64929307	0.16158408	0.010424356
e	0.0027814484	0.015931463	0.02108284	0.020101864	0.04778465	0.16587117	0.43822664	0.23501846	0.053201467
e	0.0013146318	0.00056602625	0.0020988872	0.0014938008	0.003894416	0.012242229	0.7331334	0.21096294	0.034293734
f	0.00027758672	0.00074973796	0.0035906294	0.0024120915	0.0023904152	0.041358203	0.34066215	0.5619012	0.046657983
r	0.0029080103	0.003023757	0.009976001	0.00800372	0.012687473	0.04035828	0.07106082	0.76099503	0.09098689
a	0.0022865138	0.0021760245	0.0044755363	0.003887301	0.0032320442	0.049648706	0.23353608	0.5710803	0.12967741
b	0.0031942308	0.0031633307	0.004170421	0.0035188417	0.009040365	0.020355342	0.2568153	0.5617688	0.13797344
b	0.0007422108	0.0012607966	0.002132727	0.0018911662	0.0028435695	0.015888985	0.036187682	0.77874285	0.16030996
i	0.0017152955	0.007444554	0.013381904	0.014389155	0.004375547	0.011847862	0.105168775	0.54933864	0.29233822
k	0.0012782195	0.007102327	0.015421862	0.01255754	0.013950586	0.009414875	0.14687434	0.6839018	0.109498546
a	0.0044407803	0.0037801063	0.0059948736	0.0053922636	0.008954964	0.034878045	0.022360459	0.7684998	0.14569865
t	0.0023568042	0.0027685033	0.0059193345	0.003566428	0.017241457	0.018457266	0.11346576	0.65391254	0.18231194
ò	0.023146212	0.0081460895	0.02701112	0.023550173	0.013132829	0.08890686	0.074203335	0.61259735	0.12930602
r	0.0074677193	0.014717428	0.04253186	0.021321394	0.085795686	0.097548455	0.11405388	0.4787472	0.13781644
i	0.008154873	0.021214029	0.02198437	0.021858497	0.021862967	0.030771568	0.08768713	0.5192575	0.26720908
</S>	0.0033517743	0.0035600462	0.0045180325	0.0037519159	0.010576129	0.031101726	0.14359671	0.3283352	0.47120848
