 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.98931026	0.00693555	0.0012772514	0.00032647065	0.00033352987	0.0003085072	0.00025124935	0.00039211594	0.00056237454	0.0003027237
ì	0.9747472	0.015020576	0.0015540166	0.0065973657	0.0001546872	0.00013982182	0.00013659822	0.0004046799	0.00074032927	0.00050488015
s	0.49158603	0.4996414	0.0086363675	8.935571e-05	9.403017e-06	2.0371633e-06	3.39982e-06	9.133677e-06	1.528957e-05	7.5863018e-06
o	0.2006731	0.6810181	0.07449532	0.022133237	0.0062522436	0.007875327	0.003339507	0.002153386	0.0014793732	0.0005804591
n	0.14577161	0.45327583	0.39964694	0.001214883	4.021438e-05	4.4364065e-06	5.871323e-06	1.6016844e-05	2.0324922e-05	3.9114534e-06
t	0.010974721	0.77206314	0.1824909	0.021991288	0.0035521793	0.003791297	0.001756357	0.0015457358	0.00077668496	0.0010577103
a	0.055955783	0.5549512	0.31607407	0.03314476	0.005780174	0.00720895	0.007460541	0.008110676	0.004575947	0.006737858
e	0.05020691	0.1821939	0.7458442	0.021604141	0.00011217875	4.3071586e-06	4.617004e-06	1.1319835e-05	1.4595587e-05	3.9396045e-06
k	0.0016111803	0.016617838	0.7765823	0.20440906	0.00062280695	5.8805454e-05	3.86176e-05	3.261783e-05	1.489456e-05	1.1997655e-05
i	0.007250671	0.038398575	0.20546	0.72315735	0.021858895	0.00048519127	0.00025174092	0.00033005307	0.00045664798	0.002350776
a	0.02815932	0.08342276	0.32209134	0.52323	0.04289211	0.00010118247	4.1594405e-05	3.0695894e-05	2.105206e-05	9.937178e-06
t	0.00066379056	0.006501719	0.14103265	0.83248156	0.018676925	0.00040962128	5.6027315e-05	5.1774165e-05	3.452895e-05	9.134226e-05
è	0.007517443	0.023606643	0.0668569	0.73345846	0.1528848	0.0036354354	0.00040939543	0.0006857192	0.0011986605	0.00974656
r	0.0062235612	0.03710286	0.1743084	0.39865452	0.38041884	0.002485117	3.6509504e-05	5.360933e-05	8.3818995e-05	0.00063280645
a	0.009487706	0.045474455	0.08629081	0.3658362	0.46103492	0.025584225	0.0036607792	0.00093873276	0.00076807133	0.0009241795
