 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.98629516	0.0034248873	0.00033548425	0.0017789997	0.0033172613	0.0005362439	0.0004582931	0.00048728345	0.0006204175	0.0022922931	0.0004537355
d	0.9982408	0.0007985789	0.00025739137	0.00021207273	0.00012170047	0.00019939289	2.163701e-05	6.473684e-05	1.9634846e-05	4.059463e-05	2.3394003e-05
e	0.9469278	0.043613452	0.004495912	0.00034352453	0.00015500028	0.0009137297	0.0017970037	0.00021435045	0.0003062512	0.0010840595	0.00014892464
r	0.8133444	0.16385211	0.01696121	0.0025673257	0.0006875888	0.0021735427	0.00017735161	6.112693e-05	2.5934065e-05	0.00012546116	2.3866689e-05
f	0.17790614	0.73026335	0.016761672	0.0025828255	0.0028101127	0.038440604	0.012397509	0.00390011	0.0040114946	0.0030826586	0.00784352
ì	0.4387101	0.12589975	0.33641458	0.010642266	0.01171959	0.04429225	0.020530267	0.003062589	0.0036513926	0.0016816529	0.0033956685
m	0.11159652	0.46925107	0.3547954	0.03277726	0.015434096	0.011734722	0.004116436	7.934043e-05	4.894833e-05	6.2941355e-05	0.00010323636
u	0.08761805	0.53068274	0.32914358	0.010908039	0.0057881447	0.012328294	0.022497715	0.00046002812	0.00046310454	5.73767e-05	5.291842e-05
e	0.023637338	0.113642514	0.35157347	0.3616849	0.14149548	0.0043532616	0.0030635095	0.00046506847	3.7439324e-05	2.507794e-05	2.200594e-05
n	0.012939167	0.034898408	0.8738746	0.035759974	0.021765579	0.0061832597	0.012828664	0.0011937798	0.00032311687	0.00010432668	0.000129177
è	0.07207123	0.09591708	0.41838977	0.045994565	0.056258082	0.114743695	0.09311935	0.039569285	0.011470559	0.015317801	0.037148595
e	0.069647826	0.15860052	0.56375587	0.098765105	0.030178562	0.021066062	0.04610834	0.0072434847	0.0010609259	0.0011386834	0.0024346227
r	0.007887238	0.04874595	0.20287195	0.18752342	0.24328768	0.16112055	0.11347045	0.02362861	0.0089945225	0.0012558509	0.0012138784
t	0.013244859	0.016595874	0.056093708	0.020658564	0.04006635	0.44106922	0.3685901	0.034204822	0.0024425532	0.0027826203	0.0042513655
o	0.024716264	0.15127778	0.15085053	0.16112861	0.11457731	0.19332255	0.15097062	0.022916518	0.01096463	0.013429934	0.0058451416
m	0.084855035	0.07881307	0.11880839	0.05565171	0.10494503	0.1777563	0.19777915	0.1338018	0.039850056	0.0023086797	0.005430819
è	0.006830489	0.018239364	0.052749816	0.06420574	0.05944815	0.26187065	0.24134669	0.12232497	0.037664033	0.11787101	0.0174491
n	0.060386036	0.17795792	0.15483019	0.0438727	0.10427866	0.04477147	0.20886691	0.16763425	0.02621823	0.007336475	0.0038471723
a	0.008911978	0.024928363	0.02386139	0.03345727	0.028929943	0.1810305	0.5280004	0.15178609	0.006523669	0.006548643	0.0060217273
a	0.029998317	0.05566796	0.039421763	0.030407926	0.10306573	0.04166342	0.060333487	0.40118423	0.21851817	0.010284645	0.009454316
n	0.0014749286	0.008358311	0.025435664	0.0026548118	0.0082776975	0.0061984863	0.05137025	0.3619527	0.38596833	0.14346124	0.004847549
k	0.009450276	0.029660363	0.051015813	0.010784382	0.020355085	0.08009668	0.08605926	0.24093287	0.23232685	0.17674159	0.06257679
ò	0.013141247	0.021450354	0.026710574	0.020634992	0.022990813	0.031131914	0.04946745	0.27211717	0.1860282	0.21974617	0.13658108
r	0.0042036	0.010507888	0.014947769	0.0022739219	0.01755367	0.0036010714	0.008433338	0.038051143	0.662655	0.187162	0.050610613
a	0.0068977377	0.0073267724	0.016974103	0.0051956265	0.0103704315	0.031501185	0.0787825	0.19207628	0.35570484	0.25658387	0.03858664
e	0.005058343	0.01127149	0.0074355556	0.007376362	0.028759232	0.005760262	0.0058355387	0.08611565	0.7197464	0.06640696	0.056234173
t	0.00030793736	0.0016758181	0.005855319	0.0009615937	0.0024940928	0.002114146	0.004339309	0.019329222	0.43189886	0.5227564	0.008267323
t	0.0019265098	0.0030274712	0.0039386777	0.0021182334	0.0025786262	0.005919951	0.008611145	0.02588364	0.09837864	0.8070013	0.040615875
ù	0.0010501994	0.003468242	0.0059403502	0.0034424744	0.0040988396	0.0046497276	0.0046551097	0.04894452	0.12879896	0.6615403	0.13341124
</S>	0.0016814881	0.0036901832	0.006653764	0.00093221775	0.008284143	0.0017340744	0.0028839319	0.0131782135	0.3183352	0.49980274	0.14282404
