 	è	facile	che	stanno	ancora	svegli	</S>
è	0.9943691	0.003625673	0.00023706081	0.00030147858	0.00015523346	0.0012288272	8.2454564e-05
f	0.9406839	0.04604392	0.0033033944	0.001743049	0.0042766086	0.00034013245	0.00360891
à	0.6293777	0.3480042	0.009864474	0.007394906	0.0032369064	0.0018525459	0.00026928753
c	0.14518398	0.8369173	0.016346198	0.0010076105	0.00015347252	8.119876e-05	0.00031018077
i	0.020119486	0.9323134	0.04528596	0.0021720815	7.437751e-05	2.399167e-05	1.0652028e-05
l	0.11216849	0.49725002	0.37880108	0.011225139	0.000380459	0.000106298736	6.8562345e-05
e	0.062323336	0.35496643	0.4816454	0.09538686	0.0030601595	0.0008091783	0.0018085426
k	0.067278534	0.058410645	0.8320392	0.042080346	7.514195e-05	6.51912e-05	5.0977735e-05
a	0.026403703	0.09705614	0.62337124	0.23522705	0.0013207023	0.011610657	0.005010438
s	0.049857166	0.09316713	0.5915844	0.2647427	0.00032544852	0.00013914282	0.00018398163
t	0.005043262	0.014687165	0.56428856	0.39668685	0.0022523438	0.010950858	0.0060909283
è	0.021781975	0.12503298	0.38965833	0.4228817	0.0132450955	0.012035424	0.015364528
o	0.026171172	0.02765355	0.37505656	0.56771743	0.0015783077	0.0005296514	0.0012933312
n	0.00046297198	0.0073106354	0.19996943	0.77210736	0.01913528	0.000726171	0.00028814064
e	0.005470673	0.03871387	0.32968843	0.57976484	0.025091888	0.0045768404	0.016693419
a	0.0059643714	0.015562691	0.12850522	0.2751778	0.5644856	0.0064519634	0.0038523457
n	0.00040445896	0.0051165107	0.03872494	0.6432475	0.29979795	0.010773796	0.0019348811
k	0.014540994	0.06648147	0.1185913	0.5153931	0.16766803	0.016385503	0.10093959
ò	0.017928666	0.030943094	0.085626975	0.4296989	0.2636919	0.03847353	0.13363692
r	0.0035462128	0.009420687	0.061098136	0.21223138	0.4399229	0.23477575	0.03900494
a	0.0036949813	0.020852165	0.10787054	0.16059841	0.38887125	0.28231135	0.035801306
a	0.008992678	0.012394944	0.026386147	0.060930364	0.83848643	0.025319533	0.027489882
t	0.00029476488	0.004275491	0.02215017	0.15835191	0.26069838	0.5306041	0.023625134
s	0.011139669	0.039571892	0.08172284	0.2633097	0.14705299	0.2640798	0.19312313
ù	0.0024773714	0.011607517	0.019082708	0.10506758	0.066166826	0.5703323	0.22526576
n	0.0009478534	0.0019186217	0.011850547	0.06531228	0.11411069	0.66278106	0.14307894
n	0.004845932	0.030864276	0.07457079	0.08158206	0.12943241	0.34189364	0.33681092
i	0.0014405798	0.009661646	0.017557012	0.036325227	0.09223328	0.40312973	0.43965256
t	0.0005843522	0.0016011051	0.008082885	0.02575312	0.122647546	0.6614071	0.17992388
i	0.00048229753	0.0039735343	0.027833017	0.07096438	0.07875611	0.3785075	0.43948323
</S>	0.0002518594	0.0005874253	0.0038316431	0.025884543	0.06836563	0.17787981	0.72319907
