 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.94646615	0.0046607624	0.0059227403	0.0077414503	0.014642276	0.003406956	0.00928513	0.0012883106	0.0011620601	0.0010327137	0.0007523104	0.00018209107	0.0012156231	0.0022413866
n	0.6819894	0.058508098	0.2332882	0.006741535	0.005219896	0.0021158934	0.0007958658	0.0026516644	0.0039233593	0.00090046384	0.0009520993	0.0005240856	0.0018270931	0.00056229334
è	0.067769445	0.3110793	0.5729513	0.025817703	0.0027650034	0.0020687818	0.00026031592	0.0107526	0.0015045749	0.001098113	0.00011845045	7.1022674e-05	0.002013916	0.0017296078
r	0.024623102	0.14581369	0.7873622	0.027910743	0.0044268854	0.00023905053	0.000511509	0.00812887	5.054143e-05	3.0121897e-05	0.00031726775	0.00024464176	0.0001468585	0.0001944969
t	0.04989447	0.523443	0.41148186	0.0077702566	0.0007487934	0.0014541955	0.0005536328	0.0010259086	0.0010062582	0.00092558045	0.00028740286	0.00017468193	0.0009809292	0.0002529963
i	0.05730199	0.06928571	0.84886456	0.011457153	0.0030152805	0.0022066406	0.0008844422	0.00085898786	0.00097557943	0.0016051204	0.0004867769	0.00038972337	0.0019219057	0.00074619334
s	0.02598368	0.083658576	0.86324435	0.024121769	0.0025587573	7.861525e-05	0.00014521205	0.00010171668	7.486579e-06	2.0779844e-06	5.532603e-05	1.7252327e-05	1.8610252e-05	6.558006e-06
e	0.010595053	0.074823655	0.86358887	0.03921121	0.0021805104	0.0023962774	0.00087955187	0.0013478053	0.0017414379	0.0012669424	0.00019973693	0.0001560645	0.0012538934	0.00035892456
s	0.03939362	0.04802915	0.37391225	0.45527947	0.07745902	0.0042625214	0.0010747111	0.0003254525	4.2609016e-05	8.385189e-06	4.511156e-05	2.5546364e-05	0.00013237962	9.766513e-06
e	0.009739333	0.031018674	0.4286821	0.48260614	0.014033566	0.013032541	0.0022544253	0.008850043	0.0033586947	0.0018221921	0.00038703156	0.00018357228	0.0021336654	0.0018979603
t	0.028333375	0.037445955	0.11451908	0.38854438	0.35900116	0.059183568	0.011714508	0.0006873967	0.00012750563	1.7063463e-05	5.2099098e-05	3.513263e-05	0.0003158991	2.2842542e-05
t	0.004558415	0.008097043	0.06229351	0.76832575	0.027236868	0.09693443	0.0031772226	0.020426039	0.0042531793	0.0009262347	0.00020191706	0.00012975658	0.0017860001	0.0016535635
