 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.40190017	0.5849226	0.0025046668	0.003600098	0.0054177423	0.00021294225	0.00078706746	0.00065465656
ì	0.987219	0.00900001	0.002151614	1.6485988e-05	0.0010305659	1.1873981e-05	0.00048562064	8.486814e-05
n	0.5889897	0.4032739	0.006554013	0.0003227372	0.00034409892	0.0001002337	0.0002762195	0.00013907632
i	0.5664156	0.28648186	0.109956734	0.009044418	0.0155397765	0.0023011502	0.0038477925	0.006412612
e	0.43183005	0.52891326	0.037994854	0.00023438553	0.00084524526	4.1475498e-05	0.00011602333	2.4716366e-05
n	0.15890744	0.24580842	0.55262756	0.00010137521	0.041047942	0.00010132089	0.00086435676	0.0005416184
è	0.15315963	0.03121442	0.6692283	0.0043057045	0.0954808	0.004765421	0.01013348	0.03171224
r	0.15896581	0.13300414	0.6889011	0.0017653746	0.005070457	0.0022555229	0.0033718336	0.006665705
k	0.043481886	0.03803801	0.9049736	0.0019723102	0.008272839	0.0007707549	0.0014230642	0.0010675105
o	0.010272061	0.10451072	0.70747364	0.012353641	0.15258597	0.004949339	0.004852375	0.0030023642
t	0.07846529	0.0865005	0.61004055	0.17723133	0.03013708	0.011264978	0.0032320956	0.0031281945
t	0.020853134	0.021599457	0.75929207	0.03547138	0.083585136	0.012485964	0.046433587	0.02027931
e	0.014819281	0.18112147	0.3007642	0.04096239	0.25136963	0.061006602	0.1128368	0.037119575
e	0.06729433	0.024904681	0.11235486	0.5369106	0.18642215	0.018867206	0.03022592	0.02302035
t	0.0027993482	0.012568603	0.056868378	0.045415826	0.6553004	0.008647717	0.20688836	0.011511473
u	0.02028728	0.014313669	0.047758836	0.043417383	0.38972062	0.21257786	0.17742908	0.094495304
s	0.0032041462	0.0075743296	0.015295579	0.008896028	0.3659824	0.020558706	0.5431655	0.0353233
m	0.02656528	0.024781087	0.10054187	0.059348393	0.2053192	0.27998644	0.21520323	0.08825449
è	0.002454152	0.01721317	0.021652408	0.010332608	0.2540134	0.090395644	0.5712339	0.03270465
n	0.010286159	0.0057903463	0.0153982	0.004913535	0.31116274	0.034013156	0.5297105	0.088725396
o	0.0065416284	0.010210201	0.021899605	0.015325547	0.16823371	0.50347	0.24877125	0.025548046
m	0.014687833	0.024110274	0.024353322	0.13104695	0.09079462	0.33646262	0.3133696	0.06517477
e	0.00055108586	0.0009608097	0.003119614	0.0012143729	0.119880125	0.038778763	0.8080116	0.027483625
t	0.00341613	0.015977595	0.023061601	0.0150235025	0.027983928	0.07190278	0.67666155	0.1659729
r	0.0053747837	0.0021407413	0.004660397	0.0015885769	0.058102846	0.03628556	0.83675534	0.055091847
ò	0.000637605	0.0011813355	0.0016463333	0.0006135297	0.015461668	0.016717767	0.8701466	0.0935953
m	0.00989617	0.020553319	0.017047608	0.09882542	0.028824352	0.17720836	0.37777644	0.26986828
e	0.0018759771	0.0060790647	0.008710192	0.0055747777	0.02758595	0.062765	0.70186645	0.18554255
</S>	0.0026647719	0.014752068	0.014212848	0.026551798	0.017789623	0.049909294	0.29501382	0.5791058
