 	mi	si	gonfiò	il	dito	</S>
m	0.9654367	0.013370892	0.004703767	0.0036102422	0.008733375	0.0041449796
u	0.741384	0.021259606	0.20936224	0.0034854969	0.0059022265	0.018606419
b	0.20717183	0.21614116	0.5716112	0.003887636	0.0007530955	0.00043503306
r	0.050939806	0.33008876	0.61349124	0.0021951178	0.0024739015	0.0008111877
i	0.01081851	0.068409055	0.9011648	0.011198904	0.0053790226	0.003029818
s	0.050714903	0.075673655	0.8443389	0.02835282	0.0004882887	0.00043143134
t	0.014613582	0.03600241	0.84317166	0.056251112	0.04587689	0.004084387
ì	0.04752622	0.073977	0.7346959	0.11913386	0.019939288	0.0047277077
o	0.045050435	0.061867055	0.15704007	0.72702014	0.0057688104	0.0032534543
d	0.030240403	0.02189688	0.03314541	0.85882944	0.038983837	0.016904082
à	0.0021409316	0.0029790709	0.037934374	0.4569213	0.4817303	0.01829394
t	0.034905024	0.084977575	0.10735455	0.16567501	0.57792705	0.02916081
t	0.025024239	0.024953412	0.034526005	0.10559795	0.7990373	0.010861098
i	0.039607286	0.017893527	0.01864532	0.10456545	0.77240777	0.046880733
l	0.001561014	0.0022691933	0.01434122	0.14381778	0.6591297	0.17888117
o	0.0013642076	0.0015763749	0.015030769	0.048942897	0.8777799	0.055305842
</S>	0.008385693	0.012857091	0.027193546	0.1493052	0.17740309	0.6248554
