 	dovevo	comprare	il	pane	</S>
ì	0.9892552	0.002027562	0.0024113245	0.0048920843	0.0014138318
c	0.99547344	0.002848101	0.0007973719	0.00022983471	0.0006513083
h	0.7824206	0.20038877	0.013675261	0.0017535344	0.0017618806
a	0.26992434	0.67623866	0.040074944	0.0023499953	0.011412115
n	0.6131659	0.36824462	0.01234265	0.0045691337	0.0016776585
a	0.29824045	0.6433555	0.043999813	0.001162683	0.013241576
a	0.116982795	0.7663908	0.1055443	0.0075773336	0.0035047645
f	0.030792952	0.762128	0.19322938	0.009914026	0.003935626
o	0.11361828	0.058930665	0.74487317	0.02026431	0.062313613
r	0.037118733	0.23483185	0.71096474	0.010063703	0.0070209927
à	0.10934188	0.15334927	0.33692187	0.18890968	0.21147731
s	0.028265327	0.25213283	0.6981796	0.013246448	0.008175724
o	0.03163614	0.22765346	0.678612	0.05136318	0.010735153
t	0.03050981	0.10087618	0.7467927	0.058831856	0.0629895
o	0.007960394	0.04217424	0.69479555	0.23221761	0.022852225
t	0.02237427	0.12294716	0.39883095	0.23368858	0.22215904
s	0.00656446	0.018637069	0.23288126	0.6986379	0.04327932
o	0.0068781306	0.049215358	0.12740524	0.69218934	0.12431195
m	0.017924346	0.040636826	0.10890099	0.30215037	0.5303875
ì	0.001883442	0.0057015223	0.029576944	0.86067724	0.10216088
</S>	0.014031177	0.10697727	0.14445214	0.41030332	0.3242361
