 	voglio	che	Maria	viene	domani	</S>
t	0.9802623	0.0017759668	0.001747218	0.0053097466	0.008126206	0.0027786186
è	0.85245574	0.020593792	0.07149422	0.02994488	0.020812063	0.004699201
l	0.760259	0.10238799	0.1345238	0.0015676193	0.00088426925	0.00037729234
o	0.0843201	0.3120753	0.59903026	0.002742802	0.001325506	0.0005060909
e	0.4764982	0.49876115	0.021550657	0.0026687405	0.0004329336	8.827394e-05
M	0.011351879	0.23221225	0.7539522	0.0018983806	0.00043748695	0.00014774004
a	0.2114727	0.18051781	0.60065085	0.004432393	0.000564362	0.0023619256
r	0.11668858	0.82441354	0.05252127	0.0051581697	0.001068634	0.00014967872
ì	0.16506627	0.4399283	0.1287359	0.12502983	0.116682746	0.024557015
a	0.23373309	0.54599494	0.20878966	0.009522471	0.0013977841	0.0005621018
n	0.17257094	0.5400796	0.23387027	0.045525357	0.006106552	0.0018472428
a	0.030521683	0.279796	0.35390422	0.29309398	0.0358381	0.006846012
r	0.18187258	0.34754384	0.3850601	0.064425156	0.0119096385	0.009188708
t	0.009912367	0.05262603	0.19423793	0.60863644	0.116810024	0.017777236
i	0.007597763	0.060860407	0.111919954	0.49402046	0.30894026	0.016661122
à	0.26081294	0.29790908	0.22966196	0.11897782	0.04828056	0.044357646
v	0.0038801017	0.016092716	0.043209504	0.17079186	0.7620966	0.003929223
v	0.0026561283	0.03294245	0.09986011	0.23753236	0.61672586	0.010283117
r	0.0034188493	0.027527696	0.046095643	0.13792604	0.73580575	0.04922601
i	0.0053901877	0.05231359	0.064887226	0.109900355	0.71462786	0.052880764
</S>	0.05949048	0.06331704	0.06867905	0.03708086	0.12789184	0.6435408
