 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99602133	0.0009355227	0.0005864511	0.001469378	0.0003202878	0.00047048597	0.00019662252
n	0.92564553	0.05593165	0.0032397013	0.0014056948	0.008570415	0.0026471505	0.0025598505
a	0.39453444	0.56585896	0.01971792	0.0052531785	0.005448872	0.005094642	0.004091983
v	0.14004518	0.8267291	0.030231351	0.0006149042	0.00162651	0.00055896066	0.00019390586
o	0.10355711	0.7070438	0.12409954	0.010465202	0.04304888	0.00872618	0.0030592142
r	0.10835363	0.31169724	0.55699027	0.009130114	0.007923603	0.0050234073	0.00088168494
à	0.05783271	0.1968259	0.2970327	0.12190188	0.10854784	0.06322855	0.1546305
s	0.07983592	0.17170383	0.7033303	0.005241539	0.027618738	0.008722966	0.0035467176
o	0.036361244	0.19478437	0.70816535	0.0519656	0.0047804555	0.0015793937	0.0023635696
o	0.06106814	0.08769872	0.80034965	0.026333062	0.016518177	0.005370452	0.0026617125
s	0.0044568074	0.0398785	0.75577986	0.1296542	0.054655563	0.013597584	0.0019773908
s	0.006121151	0.020075414	0.22485673	0.69869983	0.022849083	0.012967775	0.014429969
o	0.0036175004	0.009328851	0.040654086	0.82678413	0.07127696	0.020340146	0.02799826
m	0.010596625	0.014340648	0.09186037	0.086715624	0.4139156	0.23143715	0.151134
ì	0.0029021155	0.0048389905	0.02553145	0.8509488	0.0611715	0.019537045	0.03507021
k	0.011652081	0.032703284	0.057400793	0.05464916	0.48795044	0.26885554	0.08678879
a	0.008523615	0.016447758	0.03877811	0.502883	0.22533154	0.11743691	0.09059899
m	0.016804827	0.021004131	0.023897193	0.024278672	0.27182	0.25377423	0.38842097
è	0.00055348343	0.0019115065	0.005015749	0.18948135	0.47967038	0.2535208	0.06984684
r	0.010451296	0.032721017	0.031879745	0.024370003	0.2797692	0.56720805	0.053600643
i	0.0071818815	0.01242686	0.014541713	0.08737384	0.25341013	0.47141907	0.15364648
</S>	0.012080698	0.0133918505	0.013465523	0.012699655	0.03397585	0.20168601	0.7127004
