 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.99531025	0.0010005205	0.0009531896	0.00048276928	0.0013669477	0.00043597707	0.00025300222	0.00019728202
t	0.13392757	0.8644775	0.00027401157	0.0002793611	0.000309051	0.00012847637	0.0003268397	0.00027710354
è	0.12788673	0.785646	0.045946382	0.025489794	0.0065064016	0.0015626164	0.0021432224	0.0048187454
l	0.03504135	0.9457782	0.015212729	0.0033404483	2.411459e-05	1.3963977e-05	0.00018957703	0.0003996319
i	0.16060615	0.7607303	0.043264832	0.025138533	0.0049493564	0.0016702255	0.0021093613	0.0015312183
f	0.024221186	0.045898903	0.78036046	0.14888383	0.0002878239	2.0594029e-05	0.00030245725	2.4843652e-05
a	0.048275035	0.55426186	0.20338604	0.14808498	0.025584145	0.0045940257	0.0056330357	0.01018094
m	0.015949268	0.015281142	0.52591336	0.44053048	0.001790261	1.3339618e-05	0.00046067857	6.1481216e-05
è	0.028266557	0.1522698	0.32491615	0.35720548	0.11113707	0.0015627452	0.018659491	0.00598277
n	0.041807964	0.108825564	0.25342926	0.48938027	0.10208453	0.00059267663	0.0013796134	0.0025000984
o	0.06662606	0.0860213	0.3594183	0.36517414	0.11928732	0.0012132821	0.0012991251	0.0009604784
o	0.013088996	0.05232155	0.14880468	0.6520056	0.12021663	0.0010215377	0.010275145	0.0022659202
l	0.0028784657	0.010124517	0.11696924	0.58015394	0.26089245	0.0054726275	0.021462759	0.0020460698
i	0.0035513183	0.016640376	0.00907406	0.038633607	0.8927133	0.019950889	0.0074881734	0.011948318
m	0.025269073	0.041569956	0.27034092	0.4227938	0.16063845	0.019678453	0.055739798	0.0039695287
i	0.009452019	0.018776989	0.018305799	0.058651898	0.6925739	0.15034059	0.02246113	0.029437665
a	0.08202054	0.056534044	0.2107511	0.16532229	0.12614861	0.15602896	0.16745491	0.035739567
f	0.024038466	0.029746432	0.07586079	0.113056384	0.20815492	0.4401613	0.10545357	0.0035281777
o	0.008322712	0.016424349	0.011292088	0.016124746	0.56344426	0.30197608	0.027688487	0.05472727
r	0.023118626	0.024008667	0.17101105	0.17571706	0.06067405	0.41502112	0.12692909	0.0035203274
à	0.0095125	0.016983736	0.011080756	0.0123561025	0.35416803	0.4883254	0.041119717	0.066453815
</S>	0.013865787	0.038753834	0.17108522	0.19924577	0.33045742	0.17788406	0.06635286	0.0023550366
