 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.95918775	0.017417412	0.0051139626	0.0055273343	0.00220959	0.0013933025	0.0056007244	0.0035498934
v	0.9677692	0.030685062	0.00059861987	0.000497088	0.00036443878	2.4869612e-05	2.4971901e-05	3.5775578e-05
ò	0.8763231	0.11048559	0.00360444	0.0052995607	0.003044042	0.0002048278	0.0005668082	0.00047167327
s	0.1778734	0.79145133	0.025977345	0.004247592	0.00041150683	8.374468e-06	2.3180428e-05	7.212423e-06
t	0.50871783	0.35620767	0.0688316	0.039828595	0.009474248	0.0059929923	0.005492382	0.0054546106
i	0.19802253	0.3658361	0.20689978	0.14252193	0.017689055	0.027512226	0.015563788	0.025954587
z	0.08823292	0.75156915	0.13525589	0.024290215	0.000621679	8.707621e-06	1.6590418e-05	4.874421e-06
o	0.03813445	0.76470715	0.12078118	0.057389446	0.015531091	0.000920818	0.0010628566	0.0014730769
ì	0.072118975	0.16547276	0.6069158	0.15016454	0.0052681845	2.704801e-05	2.074757e-05	1.2005057e-05
m	0.026840031	0.085387304	0.5249204	0.35232455	0.010011483	0.0002323466	7.256547e-05	0.00021128643
m	0.005973482	0.06249847	0.43588465	0.32064122	0.17292438	0.0013243943	0.00041854978	0.00033487176
u	0.021626882	0.0388085	0.25396785	0.370519	0.30243346	0.010782119	0.0011933035	0.000668889
ì	0.05327175	0.063451156	0.17667277	0.44219762	0.25118464	0.0123192435	0.00024911738	0.0006537245
m	0.04121838	0.048922908	0.11340205	0.29244128	0.4300251	0.06960301	0.00234626	0.0020410689
e	0.0029785961	0.01366478	0.040954128	0.117800154	0.6696479	0.14600748	0.006037695	0.0029092573
p	0.033864178	0.036407318	0.044222783	0.05821691	0.10106968	0.6994644	0.0081215035	0.018633332
à	0.0020270299	0.015304976	0.014225617	0.027602172	0.21564132	0.661839	0.043880574	0.019479271
n	0.03699386	0.040678095	0.052443504	0.05938349	0.113574944	0.66120017	0.026623245	0.0091027105
t	0.004271641	0.018981593	0.032809194	0.042418752	0.22842081	0.57658935	0.08905286	0.0074557834
a	0.011044081	0.012124718	0.01516533	0.017000621	0.05145417	0.56625277	0.23012619	0.09683209
p	0.0050796065	0.007298457	0.006178857	0.006905962	0.009656278	0.7353256	0.17137384	0.05818144
o	0.0002102504	0.00121319	0.0017478293	0.0022693067	0.009837128	0.42275965	0.50574666	0.05621599
l	0.006427564	0.007419426	0.007605332	0.008080364	0.012752231	0.5281584	0.28837168	0.14118499
e	0.0006071417	0.0030885038	0.0020581868	0.00247837	0.008885755	0.19395703	0.75311667	0.03580833
m	0.010779141	0.011134198	0.011547123	0.011783971	0.015023539	0.33664277	0.30606106	0.29702818
i	0.00034729432	0.0037365013	0.003181721	0.003982398	0.00881959	0.14323692	0.7665327	0.07016296
m	0.0073657003	0.010045322	0.014695953	0.017250817	0.038047444	0.20304078	0.32478318	0.38477078
m	0.0016481685	0.013236494	0.009438212	0.011281361	0.015093628	0.117414005	0.61762697	0.21426113
è	0.0067987847	0.06442576	0.06634845	0.079787515	0.034739975	0.08794134	0.27765286	0.38230535
n	0.012533129	0.017774245	0.033104397	0.039548595	0.09190961	0.20482656	0.52133423	0.07896918
a	0.012560344	0.04272118	0.051091913	0.052177973	0.057285056	0.17779467	0.44292188	0.16344696
</S>	0.013371713	0.01358184	0.01369902	0.013795325	0.014981837	0.21902595	0.2443355	0.46720874
