 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.82966906	0.1615622	0.004216928	0.0004718263	0.0014294569	0.00055327016	0.00021221991	0.0013336258	0.00055137096
ò	0.97991955	0.001048514	0.0017409595	0.005930758	0.003935109	0.0046828547	0.0012522828	0.00043181595	0.0010580764
z	0.99054635	0.008930629	0.00028490197	2.7623219e-05	2.9742752e-05	0.00011691049	1.9655723e-05	2.2944809e-05	2.1244738e-05
i	0.90052795	0.04687245	0.014759475	0.009387279	0.008625324	0.00870472	0.005808146	0.001597663	0.003716983
m	0.5493513	0.43199486	0.018391607	4.3319178e-05	6.442337e-05	8.468584e-05	9.843005e-06	4.5909637e-05	1.4081192e-05
i	0.731997	0.06485898	0.19585373	0.0022513745	0.0032053965	0.0010058874	8.3347506e-05	0.00018540207	0.0005588325
n	0.09621468	0.36236045	0.5390174	0.0009399123	0.00032103944	0.0010518009	6.355775e-05	2.440863e-05	6.798126e-06
o	0.323852	0.2429742	0.36659798	0.009291801	0.021754017	0.012793784	0.0025370794	0.0057376586	0.014461501
m	0.12999278	0.34143007	0.5254503	0.002206423	0.00037587737	0.00048681482	1.7343395e-05	3.1152325e-05	9.208505e-06
i	0.07182023	0.089096114	0.7821916	0.014280048	0.029146887	0.01232468	0.00015475876	0.0003504665	0.0006352456
l	0.050156195	0.14819786	0.75104207	0.044512656	0.0038995012	0.0020593656	9.07943e-05	2.4347235e-05	1.7161161e-05
ì	0.07737938	0.06449634	0.7039959	0.039888054	0.059589855	0.026621744	0.0016364413	0.005353706	0.02103866
s	0.0868784	0.07826892	0.45416605	0.3616262	0.013260426	0.005579222	7.0654365e-05	2.9045923e-05	0.00012104904
i	0.015474319	0.058770407	0.81092495	0.06791421	0.037326287	0.005819028	0.0015455348	0.0012613079	0.0009639389
a	0.06492682	0.0399564	0.13629359	0.72146124	0.033877525	0.003014208	0.00024802535	3.5975918e-05	0.0001862195
t	0.008524101	0.008704182	0.04498602	0.8019245	0.12823974	0.0066763503	0.00048560943	5.8598078e-05	0.00040079
ù	0.006659463	0.0023939363	0.0110981185	0.4197201	0.5382262	0.01752795	0.0010876097	0.00032038853	0.0029661814
t	0.015618337	0.008523584	0.027099602	0.31973374	0.60452366	0.023145923	0.00054432655	7.455955e-05	0.00073631795
t	0.0042117205	0.012193194	0.029885346	0.48809546	0.3180368	0.13881442	0.0066236	0.0012450761	0.000894453
o	0.0058499766	0.047578078	0.017945647	0.19842675	0.3654625	0.29664913	0.054090224	0.009062018	0.0049356595
p	0.030505192	0.0145801	0.02669144	0.1879971	0.2964579	0.1866887	0.23759149	0.004059529	0.0154285375
r	0.00038581016	0.0012245976	0.0017056267	0.038083218	0.6431311	0.2607447	0.041490547	0.006626223	0.0066082664
à	0.005239299	0.0064219045	0.014582779	0.07327446	0.42486072	0.2508367	0.16504996	0.01943361	0.040300578
m	0.013348163	0.011964177	0.012879194	0.046708114	0.19706364	0.26251054	0.44115523	0.010662548	0.0037084585
m	0.0007305155	0.0057310425	0.005660299	0.017728059	0.11589039	0.31741697	0.48364875	0.046021614	0.007172307
a	0.0020162202	0.011565287	0.0037401095	0.031893678	0.10825377	0.21187186	0.5242111	0.033011224	0.07343668
m	0.0073624053	0.01237773	0.0078151105	0.026230594	0.030069396	0.073771685	0.6210425	0.13512191	0.08620863
e	0.0018711588	0.0028766252	0.0059691668	0.015103241	0.053965803	0.14980239	0.35345814	0.39372033	0.023233173
t	0.008077302	0.022340871	0.009970211	0.04777944	0.029073767	0.04496504	0.29528612	0.32596564	0.21654156
i	0.009122307	0.0056311195	0.012171192	0.028786648	0.07317283	0.11583806	0.21191683	0.4836328	0.05972821
n	0.003941897	0.006056214	0.0041448525	0.012254116	0.0130618755	0.0153180435	0.16630064	0.57379454	0.20512775
A	0.010797647	0.005371071	0.0112830205	0.02793925	0.06454494	0.082986295	0.10123318	0.5950691	0.10077544
n	0.0046326434	0.040597476	0.014940152	0.055475913	0.053684864	0.050970905	0.05454588	0.6571696	0.067982584
n	0.0044816807	0.017027564	0.016731797	0.054474484	0.07540759	0.08612743	0.090532646	0.2741607	0.38105607
a	0.004227381	0.04297612	0.015706252	0.056657914	0.07610463	0.11148315	0.14124157	0.23770268	0.31390032
</S>	0.007852643	0.007868126	0.0075759375	0.0133906705	0.013654588	0.012319001	0.09359353	0.28740948	0.556336
