 	io	non	so	cosa	è	da	scrivere	</S>
e	0.44379935	0.54693836	0.0023205352	0.0027569758	0.0013246749	0.00042320424	0.0014311551	0.0010058118
v	0.996684	0.0011699065	0.0017458858	4.0317394e-05	6.7561836e-05	6.928965e-05	0.0001481545	7.4814874e-05
ò	0.93967927	0.020999452	0.032957945	0.0011839832	0.0017655443	0.00019465796	0.0026823797	0.00053675123
e	0.16382013	0.80089426	0.034535088	0.0003832079	0.0002878256	2.3502453e-05	2.0859623e-05	3.520006e-05
n	0.2519656	0.5348599	0.20182528	0.0038305414	0.006628755	0.00015375161	0.00044850732	0.00028766156
e	0.114955164	0.105437696	0.69062567	0.03818021	0.038059197	0.003063227	0.0013935874	0.008285271
s	0.056264248	0.0935027	0.84402674	0.0036813747	0.0012496099	0.00014489703	0.0008963918	0.00023405689
s	0.07663199	0.09599714	0.6057192	0.057768524	0.030051112	0.0098483935	0.042395152	0.081588455
è	0.058536425	0.05093818	0.77376646	0.056082506	0.014119563	0.0070182756	0.015503742	0.024034815
r	0.037388187	0.030787656	0.88182443	0.041481953	0.004124133	0.0009287431	0.00061681203	0.0028480464
o	0.030008698	0.025608016	0.53445154	0.31105217	0.08595187	0.008409076	0.0035470703	0.0009715404
t	0.04589453	0.026547054	0.19576502	0.6054031	0.090322934	0.026937928	0.0018726587	0.0072568012
i	0.0155430585	0.01473378	0.14647475	0.4086358	0.27132064	0.094901375	0.03474634	0.013644233
e	0.023377275	0.034783307	0.03506829	0.17013156	0.24031453	0.47083262	0.005792417	0.019700017
n	0.0009389892	0.005587611	0.007181161	0.039635237	0.097150855	0.74358207	0.10151474	0.0044092997
a	0.008786457	0.008837261	0.01909431	0.04629162	0.16960306	0.4775384	0.21099265	0.05885626
g	0.0088943215	0.022161702	0.011744318	0.018985434	0.052385554	0.79808974	0.055613436	0.032125548
r	0.0070910123	0.011202224	0.017670197	0.0201186	0.06592374	0.44322994	0.31694832	0.11781597
à	0.0133434385	0.01297271	0.018051326	0.011918414	0.026534433	0.37817556	0.39297703	0.1460271
s	0.029078353	0.0961023	0.038240794	0.053197503	0.0805682	0.44360057	0.2483323	0.010879987
s	0.010171159	0.013285674	0.012396758	0.0148785	0.023955198	0.28662953	0.5735741	0.065109126
o	0.002497574	0.0230481	0.003931256	0.007410979	0.018581005	0.08650947	0.6940436	0.16397803
</S>	0.010829474	0.024175007	0.011168549	0.011932112	0.015075679	0.14042759	0.186511	0.5998806
