 	non	aveva	dove	aveva	per	stare	</S>
e	0.9938501	0.0016165328	0.0013533457	0.0005889459	0.000436483	0.0016676061	0.0004870323
n	0.9187202	0.07089247	0.0026045996	0.0027511446	0.0010869558	0.0021123076	0.0018323236
ì	0.08460494	0.8231202	0.067338824	0.012174665	0.0032516248	0.004026874	0.005482851
c	0.25445876	0.59909016	0.13097249	0.013011808	0.00048280467	0.0007417732	0.001242272
h	0.058604434	0.6022317	0.2902668	0.04733266	0.0008576151	0.00050157617	0.00020518311
e	0.07350659	0.17647421	0.6150253	0.12639757	0.005447198	0.0013683503	0.0017807737
p	0.01567585	0.2141924	0.67257506	0.096493155	0.0007012294	0.0002929086	6.932177e-05
u	0.0192497	0.0907884	0.47912174	0.39361116	0.010086162	0.005397401	0.0017453281
ì	0.037317365	0.061709233	0.17810443	0.69047904	0.029391102	0.0025812034	0.00041758208
c	0.024291588	0.042192247	0.0986399	0.7534693	0.07571622	0.0041407663	0.0015500031
h	0.008474861	0.017449647	0.028112251	0.8447512	0.09919248	0.00153981	0.00047977635
e	0.07565008	0.027397182	0.04781963	0.24983121	0.5756607	0.01640077	0.0072404714
n	0.006834392	0.037414894	0.032179054	0.07977676	0.8089899	0.024270987	0.010533959
a	0.004201531	0.0066020265	0.005659237	0.050731916	0.88081104	0.039624956	0.01236943
s	0.00672188	0.009133547	0.008615859	0.01231725	0.21289045	0.7100767	0.040244352
t	0.007535395	0.012188713	0.009916477	0.036813527	0.4772139	0.4156279	0.040704142
a	0.010265306	0.0066975825	0.009310357	0.030901263	0.35589546	0.48564857	0.10128145
t	0.0017161911	0.0033538402	0.0022132949	0.0043754396	0.046421055	0.7955797	0.14634046
ì	0.0067050504	0.009462795	0.008255927	0.021510942	0.16150366	0.62960136	0.1629602
</S>	0.0040892526	0.0036801323	0.003514158	0.007978375	0.06368858	0.86454344	0.052506115
