 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.93518764	0.008758329	0.0049057556	0.009379319	0.026866164	0.0017086157	0.0012832215	0.004591212	0.0073196236
a	0.8094662	0.052976754	0.020074546	0.035246354	0.038575746	0.0069556567	0.013821146	0.008478405	0.014405242
r	0.9916305	0.0027939708	0.0011798553	0.0034678804	0.0006772923	2.2644947e-05	3.593815e-05	9.679824e-05	9.515457e-05
ì	0.8309194	0.031782232	0.087079346	0.040850285	0.0018414095	0.0004156152	0.0014816369	0.0045874463	0.0010426795
s	0.36596867	0.27586895	0.29500484	0.054923605	0.006180815	0.00012040861	0.0008220877	0.00078151113	0.0003291322
a	0.8672461	0.050102644	0.07006574	0.0042196424	0.0008235584	0.0019863325	0.0019164338	0.0020086975	0.0016308153
e	0.025316602	0.59322184	0.3730862	0.0074308077	0.00074455445	9.796092e-06	8.495743e-05	8.240051e-05	2.2860226e-05
N	0.008457095	0.43936008	0.54519576	0.0064098546	0.00020154359	3.863934e-05	0.00020799106	0.00010599934	2.3085633e-05
ì	0.68105304	0.09880233	0.15622075	0.016658207	0.013192749	0.012615723	0.008229448	0.0105756065	0.0026520446
c	0.012609801	0.3157101	0.48513758	0.17056665	0.009723607	0.00025623862	0.00025168146	0.0031963782	0.0025479824
h	0.055373527	0.39655358	0.38464537	0.13426633	0.020719962	0.0032729432	0.0020413306	0.0028232809	0.0003036015
o	0.014292977	0.29496944	0.23866294	0.2904152	0.12270168	0.028374644	0.004736966	0.0029460085	0.002900187
e	0.005074666	0.09841309	0.09226979	0.16164635	0.6084694	0.019803204	0.0072269	0.0058891554	0.0012074586
n	0.00954347	0.108622424	0.35034868	0.17688516	0.15296833	0.08435746	0.037769932	0.07101612	0.008488352
è	0.03270278	0.052735433	0.2607014	0.05547478	0.036426686	0.3366309	0.1224652	0.053241942	0.049620923
c	0.065688334	0.2308556	0.20541684	0.11799869	0.1349987	0.118780434	0.04917833	0.06659776	0.010485238
h	0.015940053	0.025946006	0.084468916	0.04214558	0.06851239	0.45555001	0.22863124	0.073797226	0.005008649
u	0.012521842	0.03197876	0.054566465	0.040799018	0.04951286	0.54260004	0.17546538	0.07017114	0.022384504
n	0.0011854772	0.0055564716	0.008164879	0.00687538	0.03821048	0.30654293	0.5212231	0.10337039	0.0088708075
f	0.011284813	0.009918284	0.07318936	0.013916628	0.01186538	0.19851491	0.50958294	0.13390055	0.03782713
a	0.00237208	0.006793162	0.01619339	0.009510645	0.0055176155	0.10641716	0.41651455	0.3666664	0.070014924
m	0.0037217073	0.008208353	0.008522504	0.008588542	0.07479607	0.105923235	0.4468601	0.31727672	0.026102774
è	0.002255083	0.0035117492	0.01335827	0.004480295	0.0026739633	0.03651506	0.29424447	0.61584675	0.027114298
n	0.01931414	0.051274218	0.05704363	0.055173088	0.1085838	0.037945047	0.22117665	0.4383059	0.011183517
a	0.014291506	0.012098554	0.018158352	0.012190717	0.011655793	0.072945304	0.4059924	0.37677288	0.075894415
m	0.003117997	0.00464677	0.0047799875	0.0048977137	0.045843773	0.047356933	0.11428283	0.6368459	0.13822801
a	0.0009806614	0.0037903534	0.0074347598	0.0046761944	0.0028084938	0.017052453	0.16044587	0.7180806	0.084730744
i	0.0015360652	0.0054189106	0.006151725	0.007503904	0.023188725	0.020848274	0.0684363	0.7248535	0.14206257
</S>	0.0032060444	0.011846334	0.013410463	0.012734821	0.0123486165	0.027120052	0.06930168	0.6578985	0.1921335
