 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.9570313	0.02869604	0.0021339667	0.0018173917	0.00085804536	0.0015353545	0.004691945	0.0032359434
à	0.93471974	0.007790758	0.05707402	0.00016225025	0.000167088	3.1478256e-05	2.832747e-05	2.628612e-05
b	0.014645757	0.06667176	0.9109426	0.0065827393	0.0009719908	8.559153e-05	6.0824173e-06	9.3548515e-05
b	0.13539812	0.16237494	0.6932684	0.0056379545	0.0014384045	0.0012587454	0.0002602845	0.00036318792
e	0.07814952	0.42707446	0.47396666	0.020397784	0.00021688321	0.00015907279	2.0838179e-05	1.4726947e-05
t	0.08616904	0.4287013	0.36416012	0.11820044	0.001807806	0.0008113266	6.8553716e-05	8.130217e-05
o	0.056128524	0.34903353	0.511194	0.0768405	0.0030214929	0.0020356467	0.00075946195	0.0009868258
u	0.24289694	0.38466218	0.1678805	0.20137188	0.0012752555	0.0015760195	0.00029439534	4.285323e-05
k	0.011173923	0.057886712	0.16160028	0.7618159	0.003248476	0.003898303	0.00031407856	6.229066e-05
o	0.015006095	0.023469402	0.41235164	0.50555927	0.022437382	0.017487332	0.0015780882	0.0021107781
r	0.09984685	0.16757599	0.13043803	0.57434845	0.015397664	0.01019088	0.0018449199	0.0003572492
a	0.030159425	0.05501161	0.40820843	0.39165387	0.022819348	0.04925058	0.016150702	0.0267461
s	0.11909994	0.1635396	0.14348395	0.4571308	0.08163147	0.031118866	0.0024784973	0.0015167809
ì	0.010840369	0.015053213	0.32820082	0.43650085	0.062022593	0.096055724	0.033466876	0.017859556
u	0.09146658	0.103901565	0.12834948	0.50259686	0.07846636	0.088786885	0.0012195081	0.0052127433
è	0.011873804	0.022225808	0.023713356	0.35628662	0.36087826	0.21793394	0.0017208346	0.0053673717
n	0.05280245	0.050339762	0.09919672	0.41100028	0.09706886	0.24640729	0.037854347	0.00533024
a	0.0024157474	0.012210871	0.037347227	0.10254677	0.48591185	0.28851596	0.06977248	0.0012791245
n	0.0170929	0.018232793	0.018417269	0.032048654	0.030461911	0.8663546	0.0065023326	0.010889634
e	0.0015494564	0.0068281298	0.030465038	0.05871803	0.19687782	0.47572595	0.22316568	0.0066698547
à	0.014544864	0.015356455	0.015774868	0.024841962	0.027760142	0.84528726	0.019537708	0.036896702
s	0.0056532	0.0073126494	0.008036372	0.033089325	0.008627934	0.31149685	0.6226241	0.0031595463
p	0.0006929035	0.0031782	0.0031078106	0.011056997	0.03170876	0.28023896	0.6671184	0.0028979708
r	0.0007780298	0.0029983954	0.0041882875	0.014427014	0.019367129	0.14354767	0.7870359	0.027657576
o	0.0012270613	0.0063613523	0.007338621	0.01488088	0.018452253	0.13102184	0.80428076	0.016437309
</S>	0.02188068	0.022303155	0.022439372	0.027021507	0.026564917	0.31257585	0.114099465	0.4531151
