 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.98143125	0.01050642	0.0013653515	0.0016565593	0.0009433913	0.0019414723	0.00044439296	0.00038414434	0.00026878176	0.0003885154	0.00033292352	0.00033691846
j	0.46675938	0.53283435	0.00017646268	2.693583e-05	4.09253e-05	5.502827e-05	4.0605733e-05	3.0105022e-05	1.3105346e-05	8.440082e-06	7.588504e-06	7.073493e-06
i	0.40649575	0.5642067	0.01914336	0.0039954404	0.0016924271	0.00093062903	0.0011512851	0.00088567095	0.0004927842	0.00049971143	0.00016612999	0.00034011464
n	0.21012336	0.7884722	0.0011784242	4.4820168e-05	4.7994352e-05	5.452671e-05	3.0907147e-05	2.2721382e-05	4.371968e-06	7.083246e-06	7.873497e-06	5.7986585e-06
è	0.2915942	0.6058254	0.03673957	0.008193573	0.011341255	0.012652895	0.014060271	0.009628855	0.0011805116	0.0034040145	0.0012669136	0.004112509
k	0.08938056	0.87458926	0.03517138	0.00062250654	5.928719e-05	6.398698e-05	3.902358e-05	4.8799113e-05	5.21945e-06	4.0768846e-06	7.409256e-06	8.463194e-06
a	0.23106222	0.6511001	0.089411356	0.008863595	0.0033626775	0.0036366186	0.0031537914	0.0031670274	0.002339602	0.0024956956	0.00053523923	0.0008721007
t	0.19769482	0.40112656	0.3899556	0.010008296	0.00034596288	0.00012548402	0.00028928922	0.00038240643	1.507526e-05	1.7455366e-05	2.9622634e-05	9.353749e-06
è	0.1343377	0.343313	0.45411617	0.034841903	0.0064611244	0.009262389	0.0043448736	0.0058551617	0.0016407315	0.0026883367	0.000890507	0.0022480797
l	0.021245046	0.16298845	0.7609448	0.05175806	0.0007289188	0.0016882168	0.00025005013	0.00035657175	7.3036367e-06	8.752829e-06	4.3286154e-06	1.9463385e-05
i	0.07789695	0.09077719	0.6506953	0.15424977	0.008911929	0.007969874	0.0021976407	0.0036044433	0.0015058771	0.0011224847	0.00035912608	0.0007094717
n	0.03383602	0.04339579	0.28110746	0.63088816	0.006436476	0.0009985684	0.0016129724	0.0015610774	0.00010415472	4.271404e-05	9.709441e-06	6.939924e-06
a	0.0150899105	0.06703671	0.5014577	0.33314845	0.02772359	0.026912747	0.008921342	0.015102893	0.002458541	0.00071567367	0.0004716301	0.00096084346
p	0.010238293	0.018153282	0.04209303	0.8840909	0.041058786	0.0018219426	0.0013650665	0.0009877707	0.00013616885	4.2361044e-05	5.2536157e-06	7.169455e-06
u	0.0056099687	0.040088847	0.32540783	0.4755465	0.053196687	0.0649119	0.017532207	0.011710938	0.0025653893	0.00079195184	0.00035715426	0.0022806886
l	0.007588	0.03166697	0.04368221	0.7161044	0.17880303	0.017059097	0.0025547894	0.0020058434	0.0004131266	9.9938945e-05	8.282018e-06	1.4356287e-05
i	0.006211831	0.025477408	0.06516102	0.6884942	0.07196924	0.08737828	0.01902853	0.011688934	0.004807236	0.0018287061	0.0023817366	0.015572828
z	0.007584702	0.013953413	0.01582688	0.4607004	0.45560345	0.030797612	0.009418049	0.0047238227	0.0010041344	0.0002942012	1.7081895e-05	7.623132e-05
z	0.009321848	0.023702903	0.043758187	0.6374107	0.09251256	0.12318027	0.020729002	0.011545176	0.006619719	0.0030703011	0.002895109	0.025254142
è	0.010350704	0.033774316	0.03673405	0.26387298	0.37791482	0.22673823	0.013394989	0.011625	0.010307787	0.0034963207	0.0024958153	0.009294954
s	0.020578347	0.02821033	0.053511098	0.53662026	0.24007401	0.053249143	0.03430137	0.028198447	0.0024474512	0.0011012942	0.0007709359	0.0009373234
s	0.008490234	0.04440676	0.09774045	0.45898876	0.23299049	0.06647398	0.024590066	0.047326405	0.014108869	0.0021057639	0.0013316163	0.0014465514
i	0.0109183565	0.026189739	0.028842144	0.22815049	0.3082848	0.08706505	0.06901267	0.15449288	0.06082578	0.009730641	0.008254697	0.008232823
o	0.018648764	0.023755517	0.0321797	0.2507911	0.41478541	0.15246302	0.042302962	0.04024852	0.009234542	0.009468753	0.0028572031	0.0032645424
s	0.0006698074	0.004928431	0.005735555	0.29543725	0.4434639	0.08697561	0.08351514	0.047303587	0.025279945	0.004433148	0.0014004938	0.0008571577
p	0.0011417381	0.009347335	0.008080767	0.06377452	0.53498673	0.2902501	0.035670474	0.030811377	0.01845918	0.0019361462	0.0022069656	0.0033346883
i	0.0012762458	0.037872173	0.030336661	0.20682184	0.39430973	0.17713693	0.056417502	0.03080149	0.046642248	0.0035788964	0.007864112	0.0069422205
t	0.00074653706	0.009415408	0.008610444	0.15592138	0.54413813	0.14495865	0.08209261	0.03754656	0.012073188	0.0023948129	0.0007563498	0.0013459112
i	0.0010193174	0.0049485397	0.003432634	0.028104153	0.3508353	0.47688916	0.061717436	0.0379693	0.01980897	0.0023030245	0.006398563	0.00657358
k	0.0039730645	0.008208821	0.007851519	0.057601877	0.14660251	0.086609185	0.33153284	0.22966097	0.088472776	0.027821442	0.00740171	0.004263285
u	0.0024445066	0.005759185	0.0048222514	0.024071323	0.26371378	0.5194733	0.06862798	0.051429953	0.04178687	0.0035010648	0.0057228524	0.008646937
à	0.004538067	0.006039409	0.0059885294	0.0332959	0.06543583	0.06098945	0.3195258	0.2996432	0.14854218	0.03791275	0.0129322605	0.005156712
i	0.003928772	0.011361535	0.008765686	0.066561885	0.23347062	0.3247193	0.12795085	0.1213155	0.07900392	0.013986522	0.006647654	0.0022878284
m	0.00043584086	0.0050852024	0.0050781774	0.010129397	0.082462735	0.11839877	0.14777431	0.14970799	0.43446544	0.023741268	0.017848097	0.004872798
è	0.0011728626	0.007464148	0.0076364293	0.03506445	0.24373001	0.18470559	0.18368842	0.14154555	0.13544996	0.02631868	0.019547585	0.013676366
r	0.0031177965	0.0052291625	0.0053590583	0.02686068	0.0771809	0.071817234	0.3088622	0.3407788	0.14111277	0.01082278	0.008191863	0.00066674495
i	0.0025662694	0.008464575	0.008431695	0.010292741	0.038497318	0.07362502	0.09111845	0.10411523	0.52628744	0.06996444	0.047317624	0.019319192
n	0.0118127735	0.012136827	0.012124925	0.018178107	0.021526245	0.03119197	0.09071031	0.117635675	0.3170186	0.18101831	0.122992985	0.06365325
a	0.00046777225	0.006176762	0.0059662783	0.008767214	0.027669825	0.04905721	0.09933174	0.12004351	0.53163165	0.08461402	0.048095964	0.018178072
s	0.0056732427	0.0061148233	0.0060840957	0.011612965	0.01003755	0.01129951	0.04303037	0.05304133	0.11973749	0.25782576	0.39727354	0.07826935
t	0.00045040975	0.008372924	0.0071515786	0.011306145	0.026285307	0.04297009	0.0931731	0.11041372	0.40913808	0.116468	0.14420423	0.030066397
a	0.0013927185	0.01674875	0.016345631	0.027105879	0.03226547	0.036194712	0.05872347	0.070784	0.25516525	0.23564602	0.18648174	0.06314637
s	0.0025329595	0.0030976422	0.003039812	0.005564354	0.0045496495	0.0048197047	0.015306393	0.01828605	0.045035284	0.24317999	0.57137954	0.083208546
ì	0.00038494225	0.008060922	0.006395393	0.01054831	0.017339818	0.023277624	0.04005699	0.041482378	0.14198859	0.1449239	0.50359726	0.06194392
p	0.0013167466	0.0021010148	0.0020525807	0.010815588	0.005808869	0.0032942675	0.022775132	0.025430884	0.038287997	0.27600914	0.5748168	0.037290957
u	0.0006207719	0.004759571	0.004471745	0.006003038	0.009846514	0.010467959	0.019984066	0.023136305	0.095594384	0.36943334	0.37291136	0.08277102
l	0.0010675561	0.0012409675	0.0012405504	0.0049266904	0.0025777146	0.0015741002	0.009786058	0.010467963	0.012213627	0.20274478	0.57149875	0.1806612
i	0.0010705998	0.0054099937	0.004430206	0.0063179396	0.00834116	0.009774202	0.012707364	0.01215791	0.03731811	0.13973777	0.65511054	0.107624285
t	0.0014643702	0.0016116691	0.0016080337	0.004397302	0.002526013	0.0018346641	0.007890642	0.008476972	0.012378247	0.09392697	0.59600157	0.26788354
a	0.0016834475	0.009437132	0.008426318	0.010184597	0.0113254	0.012285155	0.013423698	0.013012988	0.04337906	0.07180583	0.6301434	0.17489293
</S>	0.0010282731	0.0012569304	0.0012528322	0.005185457	0.0026107954	0.0015150714	0.0088601485	0.0094226105	0.012502106	0.122312166	0.65240705	0.18164659
