 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.95415497	0.017885325	0.01421701	0.00245949	0.0026943223	0.004641467	0.0012274559	0.00043416547	0.0005084533	0.00010413658	0.0005467355	0.00030876903	0.00033848267	0.0004791299
p	0.6575822	0.33843648	0.0029757926	0.00045665883	0.00023166633	8.165398e-05	5.3367166e-05	1.5079727e-05	2.3204322e-05	4.9087375e-06	4.2066797e-05	3.1275256e-05	3.173685e-05	3.3929322e-05
e	0.3743295	0.58735085	0.019160427	0.0061319973	0.009019063	9.0531015e-05	0.0016682913	2.3716366e-05	0.00058558397	4.1296e-06	0.0011580491	0.00025408907	0.00015631679	6.73859e-05
t	0.3506957	0.5789031	0.063769996	0.002975313	0.0033914924	1.5361009e-05	0.00019516403	7.243029e-06	1.2777376e-05	3.6849372e-06	1.326902e-05	7.728922e-06	4.091847e-06	5.0997296e-06
à	0.4435241	0.22168674	0.014819924	0.060386274	0.1810125	0.0022057982	0.054073516	0.0026522388	0.0033269715	0.00060593477	0.0039155255	0.0023704784	0.0010388986	0.00838116
c	0.08066598	0.7503176	0.13788447	0.016414015	0.013844486	0.00016051898	0.0006635015	1.2856989e-05	8.48675e-06	5.9401177e-06	6.4838987e-06	3.2250061e-06	4.6462633e-06	7.844747e-06
i	0.21831514	0.33309	0.24470496	0.13228144	0.068052344	0.00034548604	0.002700092	4.7699057e-05	0.00014083648	6.2911945e-06	0.0002344003	5.1434403e-05	1.6847225e-05	1.2990374e-05
a	0.084947094	0.23351996	0.4901278	0.13981941	0.04371616	0.0018278853	0.00548675	5.982415e-05	0.0001826546	6.263854e-06	0.00021080344	6.545855e-05	2.1666789e-05	8.101663e-06
e	0.037669946	0.24982871	0.16813757	0.34920937	0.18768251	0.0004356317	0.0069136857	1.1477359e-05	1.8956347e-05	1.4340796e-06	4.856857e-05	1.8271792e-05	6.9254284e-06	1.6926371e-05
t	0.078175575	0.23429261	0.069679916	0.46618545	0.12271235	0.016710348	0.008460496	0.00034097227	0.0010460467	7.281025e-06	0.0021919704	9.483355e-05	4.3650376e-05	5.8404254e-05
o	0.06539195	0.12443342	0.04016669	0.28122318	0.37284172	0.015252712	0.06564013	0.008803897	0.004455259	0.0015434092	0.005712442	0.0016414283	0.0012991802	0.011594537
