 	li	vestono	i	genitori	</S>
t	0.98698354	0.0071264068	0.0010338675	0.004001217	0.0008550571
u	0.9139531	0.03301206	0.025443025	0.019144583	0.008447285
s	0.86815596	0.12792553	0.0018347014	0.0018421914	0.00024161667
i	0.11167244	0.8246763	0.009571221	0.0071331505	0.046947025
n	0.58511126	0.32831812	0.07407721	0.00947478	0.0030186982
d	0.06466291	0.82161045	0.018666625	0.0074932827	0.08756676
ì	0.046058323	0.01720357	0.6909483	0.20546792	0.04032183
n	0.061884806	0.06093374	0.8426694	0.014561785	0.019950263
n	0.11522153	0.59981656	0.27117574	0.0046366453	0.009149508
o	0.010736856	0.08982066	0.6509131	0.12132044	0.1272089
n	0.0009746732	0.0021844066	0.8846658	0.103083275	0.009091852
e	0.010030742	0.023894269	0.60685045	0.26823306	0.090991534
i	0.0028231335	0.005899007	0.095569976	0.8480664	0.04764156
g	0.0016379897	0.0076548196	0.12359871	0.80946755	0.057640966
e	0.011883506	0.010796101	0.023857754	0.5839037	0.369559
n	0.005846743	0.008605351	0.07430442	0.79327065	0.11797286
i	0.015036441	0.017578965	0.106500566	0.6919498	0.16893427
t	0.00045523344	0.0021426938	0.05992018	0.905326	0.0321559
ò	0.027674092	0.03797086	0.105349906	0.46809256	0.36091253
r	0.017099677	0.121808566	0.2171638	0.606727	0.03720099
i	0.05443576	0.065942496	0.25802198	0.469461	0.15213875
</S>	0.008057167	0.012854805	0.09994418	0.37134022	0.5078036
