 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.9382103	0.039977826	0.0085729845	0.0022158914	0.0020603752	0.0014829764	0.0015660783	0.0008348551	0.0016380108	0.0034406295
t	0.16588843	0.8293515	0.0027972918	0.00092273176	0.0001858498	0.00011499698	2.0168023e-05	0.0001064566	0.00051259116	9.999471e-05
e	0.023127394	0.9580146	0.016971597	0.0004629253	0.00012384097	7.116929e-05	6.129182e-05	0.00028529493	0.00042641774	0.0004553677
l	0.021112872	0.94603854	0.03273146	2.9130211e-05	5.9886997e-06	4.1355e-06	9.4536733e-07	8.634549e-06	6.301488e-05	5.2240493e-06
ì	0.020841924	0.9025724	0.0651227	0.0023514566	0.0015919183	0.00059768517	0.0005554688	0.0018749638	0.0005904803	0.0039010034
s	0.018543154	0.8009205	0.18034436	5.7206238e-05	5.315181e-06	5.841921e-05	4.9405116e-06	1.2617098e-05	3.918947e-05	1.4385013e-05
i	0.1782846	0.6208887	0.1724126	0.017609332	0.003021477	0.0019732995	0.0022931262	0.0010705498	0.001095736	0.0013505557
n	0.11225878	0.41885284	0.46639866	0.0022917374	3.783724e-05	2.9753077e-05	6.7501624e-06	2.312752e-05	9.2022e-05	8.508464e-06
a	0.02005223	0.26687217	0.6825622	0.024220368	0.0019656438	0.00075951807	0.0008248443	0.0009354299	0.0007047234	0.0011029571
m	0.06810804	0.21115033	0.6858435	0.03463248	0.000102070284	3.5696103e-05	9.794286e-06	2.0962436e-05	8.876456e-05	8.354829e-06
ì	0.007275046	0.09283091	0.7409208	0.1539207	0.004369936	2.377976e-05	0.00012559978	0.00031551067	0.00012117302	9.657623e-05
n	0.018166993	0.0967583	0.7302121	0.15380715	0.00041841352	0.00010553479	7.491514e-05	0.00022539763	8.3291336e-05	0.00014787125
i	0.08109317	0.14112899	0.5623281	0.19504331	0.012923051	0.0013864829	0.0018393366	0.0014635542	0.0014779147	0.0013160016
p	0.03874211	0.05232974	0.08612984	0.81513304	0.0067862542	0.0002652455	0.00030503405	0.00016214472	6.0921924e-05	8.5619475e-05
à	0.0019771147	0.01494062	0.11073137	0.83552206	0.03525411	4.9350267e-05	0.00011199835	0.0002286691	0.0007785463	0.000406146
n	0.018779078	0.056015193	0.12554958	0.73629165	0.061379213	0.00018040769	0.00064342516	0.0004986378	0.00019941642	0.00046342958
t	0.01050156	0.031154146	0.09238991	0.7217121	0.13698806	0.0012859174	0.0019911625	0.0012274722	0.0018699062	0.00087972346
a	0.023231985	0.067022465	0.10125193	0.3187428	0.3858313	0.017735623	0.04091453	0.015725605	0.016120944	0.013422775
l	0.0059821205	0.037028972	0.05391125	0.7536055	0.12893642	0.0009891479	0.010364532	0.004148662	0.0010408148	0.003992689
e	0.0010809901	0.0074209147	0.022245022	0.4078187	0.5378324	0.00036254292	0.0012355188	0.004094665	0.011317948	0.0065913154
t	0.022296967	0.033711463	0.03863102	0.4019841	0.31813633	0.015584467	0.14222923	0.021080958	0.0010355907	0.0053098924
t	0.00097316765	0.006826168	0.024345	0.20878832	0.6884192	0.0008281144	0.006461684	0.023330174	0.026946161	0.013082019
ò	0.002321146	0.042814083	0.051384643	0.08118458	0.7582942	0.0019292845	0.009567206	0.012559879	0.028907929	0.011036935
m	0.0028844757	0.020554766	0.026291149	0.25460488	0.3219583	0.013929223	0.29125947	0.04622807	0.0069793737	0.015310325
i	0.0002766972	0.006820891	0.0103110215	0.08641808	0.79546165	0.0030071526	0.041679617	0.022706259	0.031152017	0.0021666174
f	0.0067824973	0.014547599	0.019167125	0.123366855	0.20310417	0.054596934	0.396765	0.1414231	0.008196159	0.032050513
à	0.0015075629	0.007320152	0.0176781	0.066230215	0.66190845	0.0036658559	0.047108117	0.1038847	0.07318633	0.017510474
i	0.01572419	0.022761147	0.029668402	0.16694972	0.22762321	0.017038666	0.42791286	0.08049427	0.009806082	0.0020214925
t	0.000881468	0.0076634153	0.010962069	0.023383256	0.108294964	0.029478194	0.22776718	0.43571857	0.14053372	0.015317234
o	0.0012816074	0.0118233925	0.023698822	0.059209976	0.20695582	0.0058374093	0.09012504	0.34329095	0.23425719	0.023519853
v	0.00041880427	0.0031981778	0.0042505376	0.025701862	0.012073843	0.0068543307	0.117005974	0.7192031	0.06957331	0.04172015
r	0.0005043017	0.0018252409	0.0035837435	0.009154374	0.025673486	0.0012349874	0.020440472	0.39379418	0.5148245	0.028964728
à	0.0005878189	0.003342643	0.005849323	0.0074232053	0.028361881	0.0014960014	0.017375605	0.47362986	0.39151323	0.07042044
i	0.0036746822	0.0049299225	0.006028864	0.038619194	0.008736126	0.011044593	0.09558241	0.6182332	0.16279334	0.050357707
</S>	0.0006503878	0.0046474626	0.005347942	0.0070612356	0.010089276	0.002587904	0.0141791245	0.32258713	0.5014949	0.13135462
