 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.8693362	0.02535765	0.0683362	0.008954272	0.008798692	0.0022527368	0.0015158564	0.0018390529	0.0017061811	0.0068844524	0.005018893
n	0.43579412	0.06512151	0.47871876	0.0057187807	0.001793744	0.006102357	0.003616282	0.00084307225	0.00051460415	0.0014399708	0.00033679418
è	0.071250245	0.4094904	0.45202374	0.020490691	0.008934549	0.03132095	0.0021475242	0.0008064159	0.0009087784	0.0013197031	0.001307045
r	0.018589916	0.13215886	0.7907589	0.038418863	0.015485582	0.0042294376	0.000114353104	2.4550403e-05	3.7215163e-05	9.677175e-05	8.5522865e-05
k	0.13857126	0.53193724	0.3126585	0.008499031	0.0016966708	0.0025710305	0.0010120545	0.0008158291	0.00088310597	0.00061095494	0.0007442923
e	0.10699908	0.18338814	0.57966405	0.108002126	0.016474856	0.0046574096	0.0002721453	0.0002092041	0.00019019125	0.00011104151	3.1784268e-05
s	0.03314959	0.21517596	0.55821	0.18845534	0.0030702986	0.001447043	0.0003279867	2.703044e-05	2.0729229e-05	0.00011092853	5.0997637e-06
e	0.042693827	0.1893258	0.5260307	0.10745666	0.02468218	0.10047426	0.0043143234	0.0013891973	0.0013385592	0.0010170856	0.0012773803
k	0.05585839	0.07689056	0.13777281	0.71460855	0.008285636	0.0046637137	0.0016180043	8.3568746e-05	6.192346e-05	0.00014765405	9.194136e-06
a	0.020967098	0.037894074	0.16512081	0.45518437	0.034336407	0.26623347	0.01099469	0.0011997897	0.001159237	0.0019750097	0.004935062
i	0.036586054	0.040357377	0.07121352	0.7288154	0.07619576	0.036867373	0.009633312	8.818893e-05	4.985674e-05	0.00017504208	1.8216142e-05
m	0.0015767043	0.0018308798	0.05989385	0.74646413	0.055592243	0.11704399	0.015500125	0.0009979181	0.0006379611	0.00010673837	0.0003554149
è	0.02448313	0.014972415	0.06767145	0.47032148	0.14016302	0.24467775	0.02072666	0.004118294	0.0014262124	0.0020215102	0.009418143
r	0.011555733	0.028393516	0.055401947	0.49800426	0.09053189	0.2596395	0.055376053	0.00064331916	0.00012249133	9.364716e-05	0.00023760287
i	0.013552935	0.017014004	0.025267148	0.12776844	0.24054845	0.47594565	0.09653508	0.0021575438	0.00042734385	0.000407	0.00037634833
è	0.023083495	0.024374707	0.025915483	0.050960325	0.10335822	0.16523956	0.58862704	0.015102505	0.0020362698	0.00024195129	0.0010604925
s	0.009921191	0.020502932	0.035531618	0.13685724	0.048441775	0.29469237	0.37631333	0.067506075	0.0035884222	0.0041227913	0.0025222327
s	0.0034165406	0.0014996242	0.012078002	0.027995577	0.12260425	0.29142836	0.49138188	0.046851702	0.001225624	0.00076431	0.00075421634
u	0.0049249167	0.0048353914	0.0064305104	0.019846214	0.018102888	0.02828366	0.3589626	0.5265024	0.018330429	0.0062379064	0.0075431033
m	0.0030322059	0.007688539	0.012881355	0.019740634	0.03196481	0.09522811	0.23617661	0.5305631	0.053280313	0.0015340636	0.007910268
u	0.00023248453	0.00020615676	0.003217155	0.014114088	0.014073839	0.12704374	0.27404785	0.5216095	0.029013216	0.01000996	0.0064320336
a	0.0064153806	0.011368212	0.019358957	0.06040057	0.034108225	0.021573817	0.28599724	0.36352748	0.15887047	0.018157164	0.020222524
v	0.0004459337	0.0010373754	0.0032138857	0.013587589	0.006072992	0.010172583	0.15956897	0.55938464	0.23594645	0.00783687	0.0027327563
ò	0.0025738468	0.0011889434	0.01210307	0.023639165	0.011661569	0.09944947	0.16471222	0.42354193	0.1937024	0.03181883	0.03560858
r	0.0107687	0.011254798	0.013815011	0.032612883	0.016067943	0.017307678	0.1718638	0.35220847	0.34275112	0.02321725	0.008132376
a	0.005177001	0.0050929515	0.011733586	0.012732006	0.014009409	0.030022174	0.10535201	0.4526682	0.30751616	0.03407602	0.021620478
s	0.006978162	0.0072098244	0.0074776625	0.009030881	0.007839368	0.007503916	0.027603462	0.10881192	0.66121083	0.08476311	0.07157085
o	0.0020854222	0.0012668486	0.010915382	0.013074054	0.012083897	0.015373369	0.044894513	0.20553012	0.49610466	0.16856101	0.03011062
t	0.0030058497	0.0034822077	0.0038040355	0.005026734	0.003965925	0.0035093448	0.015360982	0.042080373	0.6023045	0.1530915	0.16436855
o	0.00074267347	0.00067296653	0.0068236645	0.008419965	0.00644562	0.010837487	0.025667174	0.07193964	0.44784075	0.37771922	0.04289084
t	0.0017535413	0.002412373	0.0028999262	0.004579089	0.0030805944	0.0027509928	0.016029252	0.032536007	0.5112832	0.21892174	0.20375335
s	0.0007776108	0.000861773	0.0061427355	0.007634237	0.0053753103	0.010493749	0.022221453	0.0447494	0.26641428	0.552526	0.08280338
o	0.00027942078	0.00038717873	0.007482065	0.016564112	0.0077398466	0.01455828	0.017246187	0.091058746	0.4234301	0.352456	0.06879812
m	0.0019328899	0.0028701134	0.003543909	0.005490264	0.0036333308	0.003499696	0.0190799	0.02695468	0.23147418	0.3664149	0.3351062
ì	0.0006112149	0.000503775	0.0038907651	0.0063961893	0.0027785648	0.00955878	0.0077974577	0.025788981	0.11884852	0.6142682	0.20955752
</S>	0.0025032696	0.003258521	0.0046107974	0.012436608	0.0056548486	0.004961669	0.036857203	0.03563459	0.13983446	0.4797236	0.2745245
