 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.9239927	0.040308405	0.0028224427	0.0039417646	0.0021430491	0.0017578325	0.022193627	0.0028402219
à	0.99315614	0.0015837348	0.0026142157	0.0010684773	0.00022437773	0.00020631097	0.0009092434	0.00023745478
o	0.8828284	0.11669613	0.00022392342	1.6265167e-05	2.345101e-05	3.169377e-05	0.0001370823	4.306728e-05
c	0.2077213	0.79017925	0.0019182377	6.842403e-05	4.414524e-05	1.3732919e-05	4.807094e-05	6.702784e-06
e	0.1076003	0.8810622	0.010065919	0.00078888243	0.00027488262	8.5590735e-05	0.000107239	1.502162e-05
r	0.07582118	0.91286516	0.011158762	6.561815e-05	3.5635163e-05	1.869106e-05	3.0671337e-05	4.2939246e-06
k	0.030894415	0.94709814	0.015267396	0.0020854417	0.0012037515	0.0008978607	0.0013997715	0.0011532146
è	0.09797755	0.82602465	0.06413867	0.0094125	0.0007189926	0.00040083413	0.0003577476	0.0009690958
o	0.09248496	0.5314019	0.3739267	0.001959905	7.992486e-05	2.4348892e-05	6.654595e-05	5.5777335e-05
n	0.016331593	0.35447186	0.61275476	0.015676321	0.0005770399	5.9056485e-05	0.0001112433	1.8124589e-05
t	0.029217558	0.14929438	0.77368605	0.044218384	0.0009755951	0.000793477	0.00090743444	0.0009071057
a	0.11642276	0.40107766	0.30038044	0.1394156	0.012237296	0.011009381	0.013082919	0.006373943
è	0.079344146	0.103805006	0.6949428	0.119771615	0.001678031	0.0001449803	0.00019618506	0.00011725811
n	0.020111388	0.082736306	0.54769605	0.34273836	0.0020728162	0.00039232263	0.0038217772	0.00043096638
a	0.019970678	0.11327764	0.6859939	0.1692416	0.0070663593	0.0018643317	0.0019250644	0.00066044845
f	0.043386627	0.0497724	0.17286111	0.6473047	0.08226631	0.001926055	0.0016116651	0.00087119767
ù	0.0039692647	0.013340803	0.16768937	0.76629233	0.030801436	0.0043452806	0.008928053	0.0046335356
r	0.023925584	0.022847949	0.1510823	0.6261566	0.16011384	0.0090758195	0.0050494	0.0017484551
n	0.015474743	0.035045523	0.1537585	0.64146155	0.11767874	0.020031737	0.013296006	0.003253281
o	0.0105222035	0.01962784	0.03901925	0.2722428	0.42900643	0.14876361	0.04721658	0.033601273
k	0.010381644	0.010418257	0.014486667	0.0585115	0.7007563	0.18155368	0.014435057	0.009456931
a	0.0017983183	0.0075802775	0.03909557	0.13087103	0.48541382	0.1910243	0.11079694	0.033419833
k	0.005734389	0.006643091	0.009007649	0.027514562	0.330918	0.55697584	0.045261964	0.017944383
à	0.0041003707	0.008974662	0.02869605	0.056453332	0.32673296	0.33644065	0.19347745	0.04512453
n	0.0069640456	0.009133268	0.015950227	0.06463789	0.3089094	0.5150685	0.07344276	0.0058939713
n	0.0022995546	0.012853668	0.026735313	0.068830736	0.2518596	0.4549523	0.13740662	0.04506219
i	0.002053409	0.004649387	0.009365133	0.04078015	0.14092207	0.39712816	0.20709696	0.19800478
r	0.0023556359	0.0027331356	0.0032900192	0.008875341	0.054966155	0.686378	0.107658744	0.13374296
ù	0.00041333825	0.0018811112	0.0070174914	0.018013135	0.055534717	0.51242185	0.31457597	0.09014237
s	0.0055725477	0.00620877	0.0078120446	0.02946986	0.07490161	0.5178233	0.24860431	0.10960757
t	0.0010138244	0.007457611	0.010564551	0.027243165	0.057111118	0.36974272	0.40130967	0.12555738
i	0.0014486491	0.0031827346	0.0062748343	0.024695704	0.060156062	0.36979923	0.2779923	0.25645044
k	0.0029089788	0.003293521	0.0037912317	0.008672508	0.022169778	0.25432414	0.25725257	0.44758725
u	0.00021634539	0.0011642728	0.004913022	0.009840022	0.016174052	0.17842841	0.6054641	0.18379985
</S>	0.0023860612	0.002895344	0.0036867103	0.012676778	0.028443597	0.20596288	0.25117856	0.49277
