 	la	pasta	vuole	sale	</S>
i	0.98505706	0.002903752	0.006519525	0.0047009634	0.0008187206
p	0.9340147	0.040688626	0.023250388	0.000937503	0.0011088239
à	0.8376611	0.115128025	0.023442378	0.021804519	0.0019639817
s	0.16021976	0.7912383	0.0428793	0.0033673274	0.0022952417
t	0.27033925	0.555284	0.16710497	0.0058902334	0.0013815772
a	0.049587224	0.165935	0.67515254	0.101707034	0.0076181935
ì	0.030493386	0.86763525	0.08178191	0.017789496	0.0022999737
t	0.002604627	0.10745241	0.87024957	0.018081885	0.0016115194
e	0.011555622	0.08921489	0.7237723	0.17249958	0.002957634
l	0.040951885	0.08385809	0.24232878	0.5413445	0.09151677
e	0.01161742	0.026683506	0.5501226	0.34325662	0.06831982
à	0.06628249	0.07668722	0.046662573	0.59556556	0.21480209
l	0.0046449816	0.0077616517	0.116071574	0.85502964	0.016492203
a	0.0061269496	0.012587058	0.12820752	0.78150505	0.07157338
</S>	0.029590739	0.03192641	0.023225294	0.14129108	0.7739665
