 	che	consuma	poco	benzina	</S>
n	0.991789	0.0016495155	0.0038663454	0.00066045276	0.0020346607
a	0.8390362	0.14812079	0.006203728	0.0029472061	0.0036920814
k	0.94019353	0.059115954	0.0004700526	0.00016923288	5.1173818e-05
o	0.24479136	0.74702764	0.0012532509	0.00030377158	0.006623984
n	0.804461	0.19131567	0.0035226187	0.0005823357	0.00011836701
s	0.105227105	0.88307613	0.0028948172	0.00022616297	0.008575764
u	0.32804933	0.6371404	0.022501204	0.00070600444	0.011603083
m	0.1661337	0.7835011	0.046601303	0.002787308	0.00097653357
è	0.06064206	0.84932756	0.05976679	0.00047977694	0.02978373
t	0.12803592	0.6679245	0.19152443	0.006415087	0.0061000567
s	0.16683558	0.4939173	0.3310296	0.0040056603	0.0042117224
i	0.051710807	0.08248198	0.8149844	0.024531754	0.026291056
a	0.046208944	0.08112139	0.8114872	0.037237566	0.023944844
l	0.0014140365	0.01294506	0.921982	0.05462401	0.009034877
ì	0.011566765	0.28223208	0.34329155	0.27404672	0.08886282
o	0.035210747	0.08118685	0.2586098	0.6098942	0.01509838
b	0.0038782891	0.035982333	0.38162974	0.5252364	0.053273223
e	0.005473525	0.14934957	0.19055171	0.39471856	0.25990665
n	0.011714164	0.020970646	0.134385	0.38561204	0.44731814
z	0.0046069664	0.09805859	0.040127177	0.73593074	0.12127646
ì	0.0077851564	0.025931219	0.07358098	0.41709843	0.4756042
n	0.028323656	0.032909	0.07729165	0.41064438	0.45083123
a	0.03314616	0.10940394	0.21116242	0.24174967	0.40453774
</S>	0.01260496	0.01364448	0.027199477	0.13843335	0.80811775
