 	forse	non	li	ha	a	casa	</S>
f	0.89350784	0.054553922	0.0047663357	0.0026172667	0.0030361232	0.032946695	0.008571897
ò	0.9241243	0.0011476981	0.016954824	0.008750646	0.0050528687	0.03516642	0.008803254
r	0.9626162	0.016564354	0.016075857	0.0044680056	7.848817e-05	0.00014328925	5.3810232e-05
s	0.94587755	0.0055889087	0.020273058	0.0129551925	0.0091431895	0.0056800786	0.0004820609
i	0.75967	0.10588094	0.07456942	0.020131597	0.011773934	0.022605903	0.005368217
e	0.018984377	0.8093515	0.1328123	0.034379546	0.0040771356	0.00021531103	0.00017978883
t	0.03284927	0.38807517	0.35408318	0.089216724	0.06938961	0.064641155	0.0017448533
u	0.0284495	0.06606255	0.6164474	0.11897195	0.04866021	0.10261237	0.01879597
s	0.0061098696	0.34223476	0.23643611	0.37220243	0.031306125	0.009793668	0.0019170039
è	0.03441304	0.043553542	0.40063804	0.17259528	0.045599233	0.2305501	0.07265071
c	0.010098496	0.1301603	0.106987804	0.40690386	0.1678861	0.16435987	0.013603562
h	0.0028818322	0.011305581	0.1659638	0.4418702	0.18851973	0.18662374	0.0028352276
i	0.012209805	0.026582738	0.02682268	0.07389262	0.49771258	0.34728816	0.015491466
è	0.0065180315	0.03543302	0.03288452	0.07622739	0.44641897	0.3187481	0.08377002
s	0.003802834	0.008694764	0.008121991	0.012776972	0.09742999	0.86430854	0.004864915
s	0.004948963	0.007914264	0.018252721	0.03249647	0.49417922	0.4171222	0.025086183
u	0.008605801	0.034270234	0.0128068775	0.013048924	0.22240122	0.5265944	0.18227254
</S>	0.0019750195	0.0130139915	0.011329256	0.012268025	0.043577433	0.4429749	0.4748614
