 	sul	muro	vuole	uno	specchio	</S>
s	0.9671405	0.02124748	0.003298439	0.003287744	0.0025613573	0.0024644635
t	0.89691436	0.054644343	0.021618847	0.009136502	0.009216397	0.008469581
o	0.39831668	0.53355014	0.025386851	0.014681744	0.012267619	0.015796944
t	0.8208287	0.17881517	0.00030428366	1.6893277e-05	2.3635354e-05	1.12986e-05
ì	0.026122166	0.9426313	0.02846658	0.00070706813	0.0006619399	0.0014108832
c	0.11776065	0.8551323	0.027032232	2.5445925e-05	2.7848735e-05	2.1544085e-05
h	0.0088182455	0.49221078	0.49707672	0.0013942375	0.0003234034	0.00017655213
o	0.051233333	0.15615971	0.7774191	0.01274577	0.00037513164	0.0020669887
t	0.21480416	0.41620108	0.36531252	0.003167298	0.00034342532	0.00017146287
è	0.0047889347	0.07035464	0.9178857	0.004122774	0.0013540705	0.0014939148
l	0.09278568	0.12976871	0.6843282	0.08820103	0.002104339	0.0028121087
i	0.018113166	0.111677565	0.7829287	0.0673033	0.015961599	0.0040157475
o	0.05434735	0.055453304	0.02453849	0.83448035	0.021364268	0.009816274
j	0.0014629139	0.0025557445	0.017867863	0.9316836	0.043910623	0.0025192462
a	0.0022236658	0.031053262	0.048021734	0.597764	0.2844891	0.036448237
l	0.04669943	0.048385393	0.06152727	0.6496521	0.14947022	0.0442655
ì	0.00587003	0.024103176	0.028875358	0.15168463	0.7335575	0.055909216
</S>	0.10422955	0.113445655	0.549155	0.11534694	0.07863764	0.03918521
