 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.3316687	0.66031545	0.0012811796	0.00032695715	0.00045951546	0.00038473474	0.0015055061	0.00057710434	0.0028755236	0.00060529175
v	0.9898022	0.009224571	0.00046426384	0.00017915259	5.8884976e-05	3.1391548e-05	6.392904e-05	2.0966912e-05	0.00013160767	2.3026812e-05
ò	0.9009095	0.05734764	0.027192302	0.0072804405	0.0007503223	0.0010535591	0.002771402	0.0007629497	0.0017346267	0.00019736176
e	0.23321371	0.75213414	0.014188248	0.00036423502	1.46371685e-05	2.9486778e-06	8.341597e-06	4.8688644e-06	5.924566e-05	9.654631e-06
n	0.1418378	0.7788042	0.06818805	0.010386264	0.00035218836	7.646217e-05	9.598557e-05	6.073598e-05	0.00017585722	2.2468477e-05
ì	0.10568659	0.11197181	0.6713236	0.104553305	0.0037562288	0.0005091909	0.00043122086	0.0005388349	0.00044885784	0.0007804411
m	0.19215247	0.452599	0.31272689	0.039795876	0.0023798146	3.5862264e-05	1.03452285e-05	1.2481917e-05	0.00015491302	0.00013244039
e	0.036269914	0.061840273	0.6977363	0.1978158	0.0036618188	0.00083359226	0.0007131326	0.00055309164	0.00052460236	5.148858e-05
a	0.056528937	0.08948255	0.08945239	0.7461838	0.01704034	0.00060598215	0.00016310153	6.79064e-05	0.00044376057	3.1324515e-05
n	0.011825873	0.02920761	0.15507534	0.7514363	0.048794948	0.0010121042	0.0012965428	0.00033855546	0.00078873936	0.00022399856
k	0.024475956	0.024752265	0.09526014	0.47253087	0.28410518	0.02796645	0.014913734	0.0105994595	0.019157989	0.026237998
ò	0.026564075	0.027524762	0.051525794	0.31130368	0.54778993	0.016235886	0.0028576853	0.0026745922	0.003755069	0.009768569
r	0.028913442	0.039489362	0.03637625	0.33655307	0.552748	0.004610558	0.00040906668	9.16189e-05	0.00067073625	0.0001378676
a	0.018201936	0.019959444	0.102877855	0.4220645	0.3983756	0.029603116	0.0058153705	0.001011995	0.0014311323	0.00065911893
p	0.021042084	0.014974319	0.02415491	0.22765493	0.6781816	0.032721747	0.00035237017	0.00021088566	0.00044086578	0.0002663058
r	0.0037541294	0.0047673946	0.009903839	0.11927655	0.66286665	0.14787756	0.027154129	0.0044950545	0.01825696	0.0016476728
ò	0.0122739235	0.01385122	0.03549105	0.05796083	0.47173968	0.3210909	0.06226012	0.008409488	0.0068943393	0.010028515
n	0.021545049	0.007707294	0.020898309	0.15089555	0.5464923	0.24198626	0.0065103117	0.001957639	0.0009981173	0.001009152
t	0.0059083197	0.0149177825	0.01411618	0.07580952	0.7504254	0.11461077	0.015441676	0.0025419414	0.00473994	0.0014884894
a	0.0074906806	0.034683254	0.008692405	0.103089236	0.4579553	0.22965522	0.11727771	0.016549526	0.012716216	0.01189054
n	0.016032351	0.011271459	0.02057191	0.044151895	0.32549396	0.54124755	0.01083874	0.012679025	0.010781873	0.006931272
g	0.00033513483	0.0014385139	0.0031817532	0.023195408	0.2107097	0.62621856	0.10010115	0.012648481	0.015340929	0.006830377
h	0.0022881068	0.019651053	0.0102031715	0.11202067	0.2106076	0.4791456	0.05206648	0.04023551	0.04987918	0.023902655
ì	0.0005103351	0.0018186106	0.004353128	0.010384469	0.080093615	0.7060668	0.17566316	0.009794109	0.007131164	0.004184602
z	0.0065329885	0.0043598595	0.006811478	0.06365298	0.09981929	0.6807128	0.11998257	0.014998421	0.002367666	0.00076193106
i	0.002530965	0.008652227	0.008398175	0.015267621	0.042246915	0.5275955	0.3203766	0.04274784	0.0261494	0.0060347007
n	0.01943352	0.01562813	0.019775245	0.04987928	0.03902655	0.39709437	0.122285806	0.25646594	0.041201003	0.03921018
a	0.00041896393	0.0041399286	0.0016745577	0.012616271	0.02167789	0.42432657	0.4419427	0.058125135	0.022168616	0.012909398
r	0.011070542	0.010726309	0.011788172	0.038994003	0.023393534	0.19513391	0.07014832	0.54350597	0.050388422	0.0448508
t	0.00019535318	0.00083397597	0.0013971498	0.00488444	0.0074269855	0.22506315	0.53029025	0.16137293	0.05063032	0.017905502
i	0.0024285235	0.018654814	0.003601043	0.03647718	0.038042102	0.12735584	0.4428478	0.18487774	0.08856723	0.057147745
s	0.009455294	0.009870986	0.009998003	0.024067987	0.016166668	0.10210637	0.03135075	0.54540455	0.092968486	0.15861088
t	0.00023560766	0.0020187418	0.0020769967	0.008149638	0.009566669	0.10496234	0.40292794	0.31750587	0.12503856	0.027517727
e	0.00053160836	0.005063465	0.002091377	0.01833885	0.020381661	0.068372265	0.31390363	0.3487722	0.16727929	0.055265673
s	0.0043995553	0.0053233863	0.004749236	0.023310732	0.010781366	0.045836866	0.010968064	0.5085044	0.09814649	0.28797996
e	0.0003713281	0.0025123986	0.0032729597	0.00861849	0.009121197	0.0443701	0.16425645	0.4380331	0.2728784	0.056565605
t	0.0021686868	0.0035174764	0.0026896033	0.02361514	0.011734502	0.037298948	0.017570328	0.538227	0.11310447	0.25007376
t	0.0007201844	0.002710428	0.004839461	0.009931422	0.009760247	0.045271456	0.099902086	0.39496702	0.34454578	0.087352015
ò	0.00017667157	0.0017580441	0.0013646752	0.008462517	0.00962295	0.026937112	0.14722358	0.42860937	0.31168824	0.064156815
</S>	0.0043348786	0.0065575857	0.0046606623	0.03655113	0.016775616	0.042481355	0.007737334	0.3315761	0.16783728	0.38148805
