 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.8207421	0.12313928	0.026483906	0.02052455	0.0017339132	0.0009779485	0.00084860926	0.00089902297	0.00068499055	0.0005961364	0.00091504527	0.00131703	0.0011374712
n	0.67922026	0.24359642	0.057919953	0.0072193854	0.0029187822	0.002684441	0.00339816	0.0019476156	0.00033246516	0.0002232851	0.00017182411	0.00015122353	0.00021622679
ì	0.04900809	0.17369163	0.61367047	0.12592721	0.023891741	0.004626554	0.0046930024	0.0008494442	0.0007895239	0.0009942413	0.0006436625	0.0002195939	0.0009948702
c	0.020508956	0.08620886	0.45890993	0.40928364	0.02373954	0.0009096682	0.00020247936	6.4577755e-05	1.7216704e-05	1.4458332e-05	2.0402587e-05	2.0695954e-05	9.953138e-05
h	0.040258322	0.21662721	0.6378921	0.092064716	0.009639745	0.0018253627	0.0007660397	0.00054435397	0.00019619642	6.70106e-05	5.0903964e-05	3.612135e-05	3.1879594e-05
a	0.032599833	0.18043585	0.35257563	0.4036407	0.02693488	0.002254969	0.0007982305	0.00029767564	0.00019794801	5.422025e-05	5.1254912e-05	5.2420422e-05	0.00010647778
n	0.022865366	0.026372766	0.56989044	0.34462145	0.03547235	0.0005475768	0.00013908246	1.7903876e-05	4.0822038e-06	9.95532e-06	2.4450748e-05	2.7653059e-05	6.8803056e-06
d	0.009990635	0.02271194	0.25786662	0.5423534	0.1524777	0.0053534787	0.003905611	0.0011183432	0.001243575	0.0007548456	0.0008175043	0.0004921702	0.00091420725
ì	0.02115641	0.026226556	0.15284045	0.5038212	0.25854045	0.029111592	0.007162576	0.000299335	0.00023720098	0.00026951559	0.00013618059	3.992606e-05	0.00015861639
s	0.016758354	0.009593693	0.06210668	0.11094846	0.7551729	0.041454267	0.0037656946	6.745886e-05	9.581033e-06	6.1585256e-06	1.8843866e-05	3.1931144e-05	6.6024506e-05
o	0.026992422	0.04948371	0.106836274	0.41546157	0.37122336	0.020125361	0.004859353	0.0015256562	0.0010059132	0.001005817	0.00070069137	0.00034991058	0.00042985776
n	0.012673456	0.012527001	0.023170035	0.03354602	0.27681878	0.63358164	0.007364307	0.00027677015	1.3949179e-05	7.0401707e-06	8.173995e-06	6.5607774e-06	6.288659e-06
t	0.0018748102	0.003721088	0.017038852	0.058777723	0.69247293	0.19815718	0.023522671	0.001318363	0.00070077815	0.00079005765	0.0006442583	0.00045651395	0.0005248206
a	0.027554655	0.10017003	0.09089145	0.17697008	0.41445425	0.14680538	0.013483449	0.0044744927	0.0043046884	0.00677552	0.0058096587	0.005320414	0.0029858893
i	0.003085609	0.0028256832	0.02379596	0.028432421	0.31656814	0.53999233	0.08209351	0.0029397663	6.0737228e-05	2.5083515e-05	3.6154343e-05	3.7559665e-05	0.000107108295
k	0.00037060693	0.00065685547	0.0010909445	0.004504419	0.1844718	0.66862947	0.13275827	0.006325722	0.00044694566	0.00023787719	0.00010848373	6.0982016e-05	0.00033757923
i	0.0044937264	0.0050162203	0.00846283	0.010101505	0.080303475	0.4825014	0.37169787	0.026333814	0.0012951506	0.00036986018	0.00033948114	0.0004379431	0.008646802
a	0.0012976096	0.0019888664	0.009123049	0.011004476	0.055142876	0.6378035	0.20792708	0.074819535	0.0005422521	0.00011434373	4.78817e-05	2.4936971e-05	0.00016358675
t	0.00025861835	0.000349282	0.000677364	0.0020969745	0.047191236	0.28490677	0.6244433	0.031416792	0.004717624	0.0013447496	0.001125741	0.0007311106	0.00074037624
è	0.0051698284	0.005316025	0.0066303206	0.009034854	0.052565876	0.25325155	0.57667553	0.049792793	0.007977701	0.0025769835	0.0025898232	0.003450839	0.02496786
r	0.0007177904	0.000963859	0.0067514987	0.008699922	0.06126031	0.33017758	0.43192655	0.15134263	0.004622459	0.0003491284	0.0005261872	0.0010898917	0.0015721809
a	0.00262498	0.005569304	0.012364178	0.014404866	0.045095082	0.22354494	0.2835946	0.35383675	0.03811883	0.013472894	0.0023817937	0.0015902007	0.003401627
m	0.0033876102	0.00527251	0.008294977	0.008384116	0.01113688	0.035033848	0.18596002	0.6320249	0.09914864	0.007413128	0.0013826649	0.0009919151	0.0015687562
u	0.0006958222	0.0012194789	0.0012566615	0.0018696794	0.005501589	0.020952815	0.47541228	0.14574729	0.16429596	0.15280129	0.018416893	0.009410226	0.0024199001
t	0.0015511834	0.004584384	0.011725527	0.026229473	0.07903738	0.18023202	0.09726394	0.31889623	0.12734404	0.13076915	0.009233439	0.0018769186	0.011256302
i	0.0030696793	0.0032430717	0.0045212293	0.004695053	0.012618215	0.028808532	0.3021387	0.19704163	0.12148906	0.21793637	0.046487257	0.031571984	0.026379198
n	0.00076965103	0.0015366671	0.0035819432	0.0038675836	0.005597323	0.018621974	0.05369008	0.28304294	0.45886075	0.13423517	0.020314408	0.008535439	0.0073460615
ì	0.0028601524	0.002954507	0.003422085	0.0036126086	0.008004389	0.01831632	0.18317628	0.15376732	0.14983927	0.29541224	0.087696105	0.059476975	0.03146176
c	0.0022394508	0.0028732915	0.0045972834	0.0053449664	0.009489355	0.037042033	0.06916927	0.18658583	0.3980219	0.24792722	0.024506852	0.010724597	0.0014779854
