 	non	aveva	dove	a	stare	</S>
e	0.991293	0.0029838188	0.0018954211	0.0005023604	0.0025730703	0.00075231993
n	0.95499074	0.025262205	0.0048165037	0.0032719008	0.0043401318	0.0073185754
ì	0.06437922	0.8017998	0.07302181	0.009601464	0.025088271	0.026109496
c	0.2660006	0.6451934	0.06369492	0.0063890535	0.011017361	0.0077046673
h	0.044935167	0.64402837	0.29676425	0.011849423	0.0018890426	0.0005338299
e	0.045763854	0.22324951	0.6205011	0.09893456	0.0076484256	0.003902496
p	0.016017647	0.18658781	0.7671686	0.025387257	0.0035169488	0.0013217815
u	0.019487657	0.06077213	0.6095266	0.22906399	0.06938278	0.011766862
s	0.054661706	0.078202516	0.24814852	0.42649993	0.17678583	0.015701473
t	0.014193965	0.023556504	0.088565126	0.6236984	0.20731089	0.042675134
a	0.017577462	0.01206009	0.031759497	0.67095715	0.23368238	0.03396344
t	0.014483245	0.016839232	0.020017948	0.06531258	0.80276763	0.08057935
ì	0.013247489	0.018137489	0.024578989	0.16865839	0.680824	0.09455366
</S>	0.018613504	0.008496194	0.017175555	0.058909398	0.86506516	0.031740155
