 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.9906013	0.0028822382	0.0006951966	0.0012714496	0.0006742971	0.00047513863	0.00091690675	0.00056680175	0.0019166019
c	0.96446866	0.024550725	0.0031885325	0.000968332	0.006087589	0.00020935808	7.1371396e-05	0.00020218123	0.00025325493
h	0.4212012	0.5651564	0.0070921383	0.004416175	0.0012757055	4.5125234e-05	0.00017524624	0.00041787227	0.00022011524
r	0.31981218	0.6488015	0.010228985	0.011138436	0.005563137	0.00041672788	0.000912582	0.00045289728	0.0026735712
ò	0.3739244	0.5924898	0.011096383	0.008989265	0.004863457	0.00043086623	0.0011690577	0.000831423	0.006205341
n	0.19207944	0.7606674	0.044547528	0.0024335075	0.00019004545	5.047105e-06	2.2719543e-05	3.9935618e-05	1.4371242e-05
o	0.30850768	0.4928081	0.119505614	0.059381872	0.0074731824	0.0043104067	0.0043031755	0.001019549	0.0026904624
k	0.11156847	0.22444703	0.6046147	0.058576886	0.000733513	7.2184125e-06	2.0274021e-05	2.3332208e-05	8.61701e-06
a	0.02079169	0.19944724	0.47871011	0.29499993	0.0033211056	0.0006931908	0.00069341395	0.0002507473	0.0010925451
m	0.050027285	0.06435368	0.5894594	0.29026175	0.005830953	2.1185151e-05	2.6131867e-05	1.2608089e-05	6.896465e-06
b	0.0020610427	0.015096319	0.33116964	0.64400345	0.0073165214	6.6561e-05	0.00015312294	6.080885e-05	7.251491e-05
è	0.0069160163	0.023017075	0.21846992	0.7205229	0.028831672	0.00092725334	0.0003785209	7.446875e-05	0.000862158
n	0.022204151	0.04970496	0.3381973	0.5178542	0.071462415	0.00039930112	0.000117119445	2.086396e-05	3.9679933e-05
n	0.014864184	0.06168045	0.28006306	0.5729151	0.052204337	0.013131856	0.0036370032	0.0003745929	0.0011293218
i	0.040851105	0.057923086	0.23418327	0.2549517	0.18113035	0.17779306	0.034689885	0.0094878925	0.00898966
è	0.034373514	0.042563107	0.115487225	0.25086087	0.49758422	0.057147644	0.0015102687	8.442739e-05	0.00038875322
n	0.017315466	0.02720668	0.09958567	0.29654783	0.47488463	0.054657396	0.02776459	0.000641772	0.0013959918
a	0.007610284	0.030547515	0.11316888	0.26071662	0.44559905	0.11076834	0.029829754	0.00096335483	0.000796301
f	0.029088244	0.031686287	0.041113738	0.039787896	0.30739382	0.42993265	0.116818905	0.0008383715	0.0033401398
à	0.0011196799	0.0030038347	0.01876981	0.05935567	0.47315085	0.28760606	0.14786856	0.0024176266	0.0067079416
o	0.033793647	0.052151054	0.08264617	0.07383008	0.40910563	0.18480651	0.13964985	0.019333338	0.0046837386
p	0.0017856952	0.0024977615	0.009487904	0.0073912167	0.0899302	0.5390562	0.32748163	0.014869931	0.0074994965
o	0.0006833577	0.0030193136	0.014718655	0.031275187	0.18019886	0.23463663	0.4673714	0.038705092	0.029391507
d	0.0103748655	0.011854552	0.02550427	0.019209731	0.14509092	0.19203483	0.49312177	0.030445	0.07236403
d	0.0014590353	0.0041603427	0.010025329	0.019758778	0.096583955	0.098800935	0.4151273	0.3064352	0.047649205
h	0.0024557414	0.009570077	0.06083232	0.08891497	0.119557016	0.03742219	0.2960433	0.14293608	0.24226828
à	0.009229857	0.01625672	0.038559414	0.04992656	0.06618839	0.13782619	0.41342905	0.23411316	0.03447061
g	0.014630663	0.017103804	0.035506405	0.025931343	0.15686591	0.083021834	0.38362235	0.24511956	0.03819808
l	0.0023661123	0.010987331	0.036261313	0.04010869	0.08586558	0.059246548	0.37999955	0.21546242	0.16970247
i	0.010779934	0.031067632	0.050632294	0.0537298	0.074548535	0.16480428	0.49233803	0.0584303	0.063669115
c	0.004005582	0.004047789	0.004267512	0.004185476	0.008520081	0.043843996	0.018870307	0.72139513	0.19086403
è	0.00013925959	0.00038135337	0.002869304	0.004585841	0.034170583	0.013044723	0.061145253	0.64900786	0.23465584
a	0.009891815	0.010880722	0.01827028	0.014427027	0.10454939	0.095195994	0.14217599	0.3922455	0.21236329
</S>	0.0038085182	0.005515122	0.020203887	0.013541914	0.058877446	0.09520142	0.070461005	0.40725747	0.3251332
